Symbol,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Spot,%Change,timestamp,Max_Pain
NIFTY,2026-02-03,23100.0,2664.25,130,4030,0.3,2948400,23779470,25790.35,2.798,2026-02-03 12:43:18,53883918
NIFTY,2026-02-03,23150.0,0.0,0,0,0.45,217880,3659175,25790.35,2.798,2026-02-03 12:43:18,52446612
NIFTY,2026-02-03,23200.0,2631.1,130,390,0.45,1944735,10651355,25790.35,2.798,2026-02-03 12:43:18,51010439
NIFTY,2026-02-03,23250.0,2537.8,910,455,0.5,231205,3150745,25790.35,2.798,2026-02-03 12:43:18,49583947
NIFTY,2026-02-03,23300.0,2560.1,2080,1235,0.45,3932045,23325445,25790.35,2.798,2026-02-03 12:43:18,48158888
NIFTY,2026-02-03,23350.0,2324.15,195,130,0.5,470665,4033250,25790.35,2.798,2026-02-03 12:43:18,46753636
NIFTY,2026-02-03,23400.0,2385.1,910,1430,0.5,2812810,12860965,25790.35,2.798,2026-02-03 12:43:18,45350405
NIFTY,2026-02-03,23450.0,1612.0,65,0,0.55,313300,4246710,25790.35,2.798,2026-02-03 12:43:18,43961297
NIFTY,2026-02-03,23500.0,2289.75,12675,4290,0.55,4988555,43154150,25790.35,2.798,2026-02-03 12:43:18,42573672
NIFTY,2026-02-03,23550.0,2236.15,195,585,0.5,458055,6656845,25790.35,2.798,2026-02-03 12:43:18,41213689
NIFTY,2026-02-03,23600.0,1338.0,2860,0,0.6,1267305,13079625,25790.35,2.798,2026-02-03 12:43:18,39853389
NIFTY,2026-02-03,23650.0,1141.45,3120,0,0.65,373685,6597565,25790.35,2.798,2026-02-03 12:43:18,38499726
NIFTY,2026-02-03,23700.0,2139.95,5330,1820,0.65,2639780,16074695,25790.35,2.798,2026-02-03 12:43:18,37147973
NIFTY,2026-02-03,23750.0,2042.0,2925,3120,0.7,546650,7163065,25790.35,2.798,2026-02-03 12:43:18,35810082
NIFTY,2026-02-03,23800.0,2052.9,3185,4940,0.75,1944540,20543965,25790.35,2.798,2026-02-03 12:43:18,34474529
NIFTY,2026-02-03,23850.0,1987.75,2860,975,0.7,616980,8028410,25790.35,2.798,2026-02-03 12:43:18,33148663
NIFTY,2026-02-03,23900.0,1930.2,1495,2405,0.75,1525680,18546645,25790.35,2.798,2026-02-03 12:43:18,31825914
NIFTY,2026-02-03,23950.0,1853.1,2795,2535,0.75,554645,8972535,25790.35,2.798,2026-02-03 12:43:18,30510450
NIFTY,2026-02-03,24000.0,1785.95,91455,121030,0.7,10416250,71751745,25790.35,2.798,2026-02-03 12:43:18,29198075
NIFTY,2026-02-03,24050.0,1728.55,4290,4810,0.75,1055860,11645985,25790.35,2.798,2026-02-03 12:43:18,27953367
NIFTY,2026-02-03,24100.0,1718.25,6760,5070,0.8,2992340,25688520,25790.35,2.798,2026-02-03 12:43:18,26699017
NIFTY,2026-02-03,24150.0,1645.35,12350,5330,0.9,816205,9539530,25790.35,2.798,2026-02-03 12:43:18,25459923
NIFTY,2026-02-03,24200.0,1575.0,10335,11505,0.95,2808195,34620235,25790.35,2.798,2026-02-03 12:43:18,24226008
NIFTY,2026-02-03,24250.0,1543.25,8060,6305,0.95,862420,15653170,25790.35,2.798,2026-02-03 12:43:18,23005588
NIFTY,2026-02-03,24300.0,1465.0,43030,49920,0.85,4093960,35863685,25790.35,2.798,2026-02-03 12:43:18,21789322
NIFTY,2026-02-03,24350.0,1480.0,13325,17680,1.05,1749995,18736120,25790.35,2.798,2026-02-03 12:43:18,20598534
NIFTY,2026-02-03,24400.0,1390.65,50050,31915,1.05,3951415,39632645,25790.35,2.798,2026-02-03 12:43:18,19412395
NIFTY,2026-02-03,24450.0,1323.3,36075,21580,1.1,2098850,22562020,25790.35,2.798,2026-02-03 12:43:18,18251021
NIFTY,2026-02-03,24500.0,1288.8,168740,424320,1.15,12639835,100773530,25790.35,2.798,2026-02-03 12:43:18,17098319
NIFTY,2026-02-03,24550.0,1289.25,53430,43940,1.2,1477970,24216530,25790.35,2.798,2026-02-03 12:43:18,16025410
NIFTY,2026-02-03,24600.0,1180.45,124930,393315,1.3,4354870,51387505,25790.35,2.798,2026-02-03 12:43:18,14946576
NIFTY,2026-02-03,24650.0,1139.7,82290,150605,1.3,2475720,33291505,25790.35,2.798,2026-02-03 12:43:18,13897611
NIFTY,2026-02-03,24700.0,1086.35,750295,736060,1.35,5600400,72236645,25790.35,2.798,2026-02-03 12:43:18,12856312
NIFTY,2026-02-03,24750.0,1035.4,559975,467090,1.4,3204370,42845530,25790.35,2.798,2026-02-03 12:43:18,11918461
NIFTY,2026-02-03,24800.0,986.0,635895,2094950,1.4,8725145,106145845,25790.35,2.798,2026-02-03 12:43:18,10976212
NIFTY,2026-02-03,24850.0,937.0,559000,1742780,1.55,3225300,58146790,25790.35,2.798,2026-02-03 12:43:18,10084714
NIFTY,2026-02-03,24900.0,886.0,676780,3584945,1.65,5187975,87408165,25790.35,2.798,2026-02-03 12:43:18,9202538
NIFTY,2026-02-03,24950.0,838.4,492245,2350465,1.7,2442700,61705865,25790.35,2.798,2026-02-03 12:43:18,8356914
NIFTY,2026-02-03,25000.0,787.0,2270840,10122710,1.95,20048015,214315530,25790.35,2.798,2026-02-03 12:43:18,7507713
NIFTY,2026-02-03,25050.0,735.15,784810,4241380,2.05,3623425,78362960,25790.35,2.798,2026-02-03 12:43:18,6904057
NIFTY,2026-02-03,25100.0,685.9,1667965,11288485,2.2,6032455,114525580,25790.35,2.798,2026-02-03 12:43:18,6204589
NIFTY,2026-02-03,25150.0,635.9,1060800,7143955,2.35,2926560,68981055,25790.35,2.798,2026-02-03 12:43:18,5599750
NIFTY,2026-02-03,25200.0,584.45,3263455,18039385,2.5,8578440,150872930,25790.35,2.798,2026-02-03 12:43:18,4968537
NIFTY,2026-02-03,25250.0,536.4,1054820,9297275,2.8,3641170,90849330,25790.35,2.798,2026-02-03 12:43:18,4518353
NIFTY,2026-02-03,25300.0,487.5,3294265,22692150,3.25,8713315,186943380,25790.35,2.798,2026-02-03 12:43:18,3958622
NIFTY,2026-02-03,25350.0,439.05,1376830,12699245,3.75,4428385,152986080,25790.35,2.798,2026-02-03 12:43:18,3561132
NIFTY,2026-02-03,25400.0,390.4,1526265,28545790,4.5,9448530,218133500,25790.35,2.798,2026-02-03 12:43:18,3093693
NIFTY,2026-02-03,25450.0,340.95,631995,14487200,5.75,4565600,164182980,25790.35,2.798,2026-02-03 12:43:18,2677672
NIFTY,2026-02-03,25500.0,293.3,3939650,65158015,7.65,18957185,440173435,25790.35,2.798,2026-02-03 12:43:18,2251229
NIFTY,2026-02-03,25550.0,245.6,726570,24104730,10.1,6388655,210619890,25790.35,2.798,2026-02-03 12:43:18,2021395
NIFTY,2026-02-03,25600.0,199.6,2748265,83127590,14.1,13933595,385111415,25790.35,2.798,2026-02-03 12:43:18,1737481
NIFTY,2026-02-03,25650.0,157.25,1602250,76253905,20.9,10165870,282254960,25790.35,2.798,2026-02-03 12:43:18,1560794
NIFTY,2026-02-03,25700.0,117.8,5885425,262889055,32.25,17430985,499765175,25790.35,2.798,2026-02-03 12:43:18,1411687
NIFTY,2026-02-03,25750.0,84.6,6931405,281366410,48.45,11930945,366251470,25790.35,2.798,2026-02-03 12:43:18,1388328
NIFTY,2026-02-03,25800.0,57.7,21470280,685003735,71.85,17918095,528807045,25790.35,2.798,2026-02-03 12:43:18,1447000
NIFTY,2026-02-03,25850.0,38.15,13388700,383592235,102.8,5849610,201859385,25790.35,2.798,2026-02-03 12:43:18,1696922
NIFTY,2026-02-03,25900.0,25.3,18268120,458886805,138.9,3133845,111335640,25790.35,2.798,2026-02-03 12:43:18,2038838
NIFTY,2026-02-03,25950.0,16.45,7659665,246165660,181.25,639925,23266945,25790.35,2.798,2026-02-03 12:43:18,2499508
NIFTY,2026-02-03,26000.0,11.0,35794265,739802115,225.9,2582255,59714135,25790.35,2.798,2026-02-03 12:43:18,2999989
NIFTY,2026-02-03,26050.0,7.05,6373770,222453725,271.15,183170,6609135,25790.35,2.798,2026-02-03 12:43:18,3672391
NIFTY,2026-02-03,26100.0,4.7,13177190,291241665,319.15,485550,7462065,25790.35,2.798,2026-02-03 12:43:18,4396064
NIFTY,2026-02-03,26150.0,3.55,4379050,147329780,366.9,72735,1383135,25790.35,2.798,2026-02-03 12:43:18,5179221
NIFTY,2026-02-03,26200.0,2.75,11639875,248469780,417.9,255645,4557930,25790.35,2.798,2026-02-03 12:43:18,5992826
NIFTY,2026-02-03,26250.0,2.4,4153695,106522910,466.5,48880,753220,25790.35,2.798,2026-02-03 12:43:18,6859541
NIFTY,2026-02-03,26300.0,2.1,11137750,212644965,517.0,131365,5059730,25790.35,2.798,2026-02-03 12:43:18,7753467
NIFTY,2026-02-03,26350.0,1.9,4501120,100058075,556.2,30680,624065,25790.35,2.798,2026-02-03 12:43:18,8700569
NIFTY,2026-02-03,26400.0,1.7,8062925,131344200,614.1,42705,783185,25790.35,2.798,2026-02-03 12:43:18,9673932
NIFTY,2026-02-03,26450.0,1.55,3805100,81153085,684.65,7540,111475,25790.35,2.798,2026-02-03 12:43:18,10687423
NIFTY,2026-02-03,26500.0,1.4,17880590,214514300,715.5,98410,2228525,25790.35,2.798,2026-02-03 12:43:18,11721302
NIFTY,2026-02-03,26550.0,1.25,2716545,76374480,763.95,7150,39325,25790.35,2.798,2026-02-03 12:43:18,12840464
NIFTY,2026-02-03,26600.0,1.2,7540845,91676650,809.05,12090,161590,25790.35,2.798,2026-02-03 12:43:18,13977577
NIFTY,2026-02-03,26650.0,1.2,1842165,44131880,856.55,7085,10400,25790.35,2.798,2026-02-03 12:43:18,15152587
NIFTY,2026-02-03,26700.0,1.1,6208995,75258690,865.0,8320,75660,25790.35,2.798,2026-02-03 12:43:18,16336531
NIFTY,2026-02-03,26750.0,1.0,2959255,37531390,910.9,10075,13455,25790.35,2.798,2026-02-03 12:43:18,17551911
NIFTY,2026-02-03,26800.0,0.85,7478185,66027390,1007.35,5395,8125,25790.35,2.798,2026-02-03 12:43:18,18781552
NIFTY,2026-02-03,26850.0,0.85,1580280,25206090,1076.8,2795,2600,25790.35,2.798,2026-02-03 12:43:18,20049326
NIFTY,2026-02-03,26900.0,0.85,3430635,40064245,1097.2,2210,19565,25790.35,2.798,2026-02-03 12:43:18,21324755
NIFTY,2026-02-03,26950.0,0.8,1181245,16369600,1097.0,3575,2860,25790.35,2.798,2026-02-03 12:43:18,22617565
NIFTY,2026-02-03,27000.0,0.7,16330015,118090895,1210.0,30940,112710,25790.35,2.798,2026-02-03 12:43:18,23915952
NIFTY,2026-02-03,27050.0,0.75,1027520,15220400,1269.35,520,390,25790.35,2.798,2026-02-03 12:43:18,25293841
NIFTY,2026-02-03,27100.0,0.7,1617460,20172750,1350.0,3575,65,25790.35,2.798,2026-02-03 12:43:18,26679482
NIFTY,2026-02-03,27150.0,0.7,742170,10821395,1331.5,715,585,25790.35,2.798,2026-02-03 12:43:18,28072847
NIFTY,2026-02-03,27200.0,0.6,1808820,19521905,2150.0,3250,0,25790.35,2.798,2026-02-03 12:43:18,29470253
NIFTY,2026-02-03,27250.0,0.65,558025,7936760,1910.5,195,0,25790.35,2.798,2026-02-03 12:43:18,30876173
NIFTY,2026-02-03,27300.0,0.6,1466920,15519790,1299.05,715,2145,25790.35,2.798,2026-02-03 12:43:18,32285473
NIFTY,2026-02-03,27350.0,0.6,379535,6756295,1884.25,390,0,25790.35,2.798,2026-02-03 12:43:18,33702107
NIFTY,2026-02-03,27400.0,0.6,1036945,12246650,2443.0,390,0,25790.35,2.798,2026-02-03 12:43:18,35120594
NIFTY,2026-02-03,27450.0,0.6,402675,6298825,1616.9,780,780,25790.35,2.798,2026-02-03 12:43:18,36544287
NIFTY,2026-02-03,27500.0,0.4,4989985,42866915,1720.35,4875,6890,25790.35,2.798,2026-02-03 12:43:18,37969927
NIFTY,2026-02-03,27550.0,0.5,312390,5232305,2229.05,195,0,25790.35,2.798,2026-02-03 12:43:18,39420005
NIFTY,2026-02-03,27600.0,0.5,600145,9950070,1708.35,195,65,25790.35,2.798,2026-02-03 12:43:18,40872257
NIFTY,2026-02-03,27650.0,0.5,142870,2564380,1757.75,325,65,25790.35,2.798,2026-02-03 12:43:18,42327535
NIFTY,2026-02-03,27700.0,0.45,613275,7386860,2369.4,520,0,25790.35,2.798,2026-02-03 12:43:18,43783482
NIFTY,2026-02-03,27750.0,0.45,293670,3638440,1867.2,260,65,25790.35,2.798,2026-02-03 12:43:18,45242453
NIFTY,2026-02-03,27800.0,0.45,688350,7570355,1916.3,260,65,25790.35,2.798,2026-02-03 12:43:18,46702954
NIFTY,2026-02-03,27850.0,0.5,286520,3330275,2949.8,520,0,25790.35,2.798,2026-02-03 12:43:18,48166914
NIFTY,2026-02-03,27900.0,0.35,941460,11331775,2286.75,455,130,25790.35,2.798,2026-02-03 12:43:18,49632189
NIFTY,2026-02-03,27950.0,0.5,282490,3061695,2655.2,390,0,25790.35,2.798,2026-02-03 12:43:18,51102242
NIFTY,2026-02-03,28000.0,0.35,1914120,23912200,2183.15,30290,29510,25790.35,2.798,2026-02-03 12:43:18,52573691
NIFTY,2026-02-03,28050.0,0.5,307515,3402620,2805.9,130,0,25790.35,2.798,2026-02-03 12:43:18,54048405
NIFTY,2026-02-03,28100.0,0.35,2063425,14698255,2300.0,195,260,25790.35,2.798,2026-02-03 12:43:18,55531183
BANKNIFTY,2026-02-24,51000.0,9180.0,25350,7620,14.7,169650,256110,60101.95,2.53,2026-02-03 12:43:18,6550861
BANKNIFTY,2026-02-24,51500.0,8533.9,16110,600,16.2,57810,59040,60101.95,2.53,2026-02-03 12:43:18,6055814
BANKNIFTY,2026-02-24,52000.0,8200.0,126960,2190,19.75,190290,142920,60101.95,2.53,2026-02-03 12:43:18,5555096
BANKNIFTY,2026-02-24,52500.0,6680.0,60,0,23.1,37290,56670,60101.95,2.53,2026-02-03 12:43:18,5160318
BANKNIFTY,2026-02-24,53000.0,7250.0,15780,330,25.85,149850,190290,60101.95,2.53,2026-02-03 12:43:18,4663629
BANKNIFTY,2026-02-24,53400.0,0.0,0,0,23.45,2520,5580,60101.95,2.53,2026-02-03 12:43:18,4283994
BANKNIFTY,2026-02-24,53500.0,5150.0,900,0,28.25,60180,124140,60101.95,2.53,2026-02-03 12:43:18,4186341
BANKNIFTY,2026-02-24,53600.0,5674.9,30,0,29.9,1230,360,60101.95,2.53,2026-02-03 12:43:18,4089598
BANKNIFTY,2026-02-24,53700.0,5577.75,30,0,28.7,6150,11580,60101.95,2.53,2026-02-03 12:43:18,3992588
BANKNIFTY,2026-02-24,53800.0,5021.05,60,0,31.55,7110,10080,60101.95,2.53,2026-02-03 12:43:18,3895625
BANKNIFTY,2026-02-24,53900.0,4926.8,60,0,31.0,7050,5250,60101.95,2.53,2026-02-03 12:43:18,3798743
BANKNIFTY,2026-02-24,54000.0,6200.0,22680,930,32.0,298830,302850,60101.95,2.53,2026-02-03 12:43:18,3701931
BANKNIFTY,2026-02-24,54100.0,4700.0,60,0,32.05,5220,8910,60101.95,2.53,2026-02-03 12:43:18,3621433
BANKNIFTY,2026-02-24,54200.0,4641.2,60,0,34.35,12840,27120,60101.95,2.53,2026-02-03 12:43:18,3527893
BANKNIFTY,2026-02-24,54300.0,4547.0,30,0,35.0,12360,22260,60101.95,2.53,2026-02-03 12:43:18,3434455
BANKNIFTY,2026-02-24,54400.0,4451.2,60,0,36.95,4410,9630,60101.95,2.53,2026-02-03 12:43:18,3341127
BANKNIFTY,2026-02-24,54500.0,5500.0,13110,180,36.95,112320,207510,60101.95,2.53,2026-02-03 12:43:18,3247884
BANKNIFTY,2026-02-24,54600.0,4264.6,60,0,40.35,16050,21870,60101.95,2.53,2026-02-03 12:43:18,3162680
