Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1184.0,0.364,2026-01-02 10:58,2470
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1184.0,0.364,2026-01-02 10:58,1740
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1184.0,0.364,2026-01-02 10:58,1379
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1184.0,0.364,2026-01-02 10:58,1021
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1184.0,0.364,2026-01-02 10:58,667
360ONE,2026-01-27,1080.0,114.0,2500.0,6.8,14000.0,1184.0,0.364,2026-01-02 10:58,358
360ONE,2026-01-27,1100.0,0.0,0.0,9.0,22500.0,1184.0,0.364,2026-01-02 10:58,63
360ONE,2026-01-27,1120.0,0.0,0.0,14.0,1000.0,1184.0,0.364,2026-01-02 10:58,-225
360ONE,2026-01-27,1140.0,65.7,1500.0,19.55,13000.0,1184.0,0.364,2026-01-02 10:58,-494
360ONE,2026-01-27,1160.0,50.0,15500.0,24.45,20500.0,1184.0,0.364,2026-01-02 10:58,-747
360ONE,2026-01-27,1180.0,37.95,45500.0,34.7,42000.0,1184.0,0.364,2026-01-02 10:58,-886
360ONE,2026-01-27,1200.0,30.4,195500.0,44.2,61000.0,1184.0,0.364,2026-01-02 10:58,-850
360ONE,2026-01-27,1220.0,22.15,50000.0,0.0,0.0,1184.0,0.364,2026-01-02 10:58,-3
360ONE,2026-01-27,1240.0,16.5,15000.0,72.05,1000.0,1184.0,0.364,2026-01-02 10:58,728
360ONE,2026-01-27,1260.0,11.15,38000.0,0.0,0.0,1184.0,0.364,2026-01-02 10:58,1400
360ONE,2026-01-27,1280.0,9.0,52000.0,113.9,1000.0,1184.0,0.364,2026-01-02 10:58,2172
360ONE,2026-01-27,1300.0,6.85,23000.0,126.0,500.0,1184.0,0.364,2026-01-02 10:58,3044
360ONE,2026-01-27,1320.0,9.15,1000.0,0.0,0.0,1184.0,0.364,2026-01-02 10:58,3936
360ONE,2026-01-27,1360.0,3.05,33000.0,0.0,0.0,1184.0,0.364,2026-01-02 10:58,5707
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5178.5,0.039,2026-01-02 10:58,35934
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,31763
ABB,2026-01-27,4500.0,0.0,0.0,6.5,3125.0,5178.5,0.039,2026-01-02 10:58,27626
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,25546
ABB,2026-01-27,4600.0,0.0,0.0,8.0,125.0,5178.5,0.039,2026-01-02 10:58,23505
ABB,2026-01-27,4650.0,0.0,0.0,6.8,2625.0,5178.5,0.039,2026-01-02 10:58,21430
ABB,2026-01-27,4700.0,0.0,0.0,7.0,15625.0,5178.5,0.039,2026-01-02 10:58,19367
ABB,2026-01-27,4750.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,17373
ABB,2026-01-27,4800.0,0.0,0.0,11.25,25125.0,5178.5,0.039,2026-01-02 10:58,15390
ABB,2026-01-27,4850.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,13504
ABB,2026-01-27,4900.0,0.0,0.0,19.4,11750.0,5178.5,0.039,2026-01-02 10:58,11647
ABB,2026-01-27,4950.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,9825
ABB,2026-01-27,5000.0,238.35,11375.0,34.45,79250.0,5178.5,0.039,2026-01-02 10:58,8026
ABB,2026-01-27,5050.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,6679
ABB,2026-01-27,5100.0,166.85,23250.0,60.2,34125.0,5178.5,0.039,2026-01-02 10:58,5333
ABB,2026-01-27,5150.0,135.55,19000.0,78.0,22125.0,5178.5,0.039,2026-01-02 10:58,4457
ABB,2026-01-27,5200.0,108.1,122750.0,100.6,100250.0,5178.5,0.039,2026-01-02 10:58,3689
ABB,2026-01-27,5250.0,83.85,23625.0,125.7,9375.0,5178.5,0.039,2026-01-02 10:58,4269
ABB,2026-01-27,5300.0,64.0,59000.0,158.55,21125.0,5178.5,0.039,2026-01-02 10:58,4776
ABB,2026-01-27,5350.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,5646
ABB,2026-01-27,5400.0,36.0,50000.0,240.0,5625.0,5178.5,0.039,2026-01-02 10:58,6474
ABB,2026-01-27,5450.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,7624
ABB,2026-01-27,5500.0,20.0,33250.0,361.9,17000.0,5178.5,0.039,2026-01-02 10:58,8730
ABB,2026-01-27,5550.0,0.0,0.0,330.0,125.0,5178.5,0.039,2026-01-02 10:58,9538
ABB,2026-01-27,5600.0,11.0,15500.0,393.75,17125.0,5178.5,0.039,2026-01-02 10:58,10892
ABB,2026-01-27,5650.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,11755
ABB,2026-01-27,5700.0,6.3,42375.0,498.95,5750.0,5178.5,0.039,2026-01-02 10:58,13276
ABB,2026-01-27,5750.0,0.0,0.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,14777
ABB,2026-01-27,5800.0,5.0,500.0,602.0,2125.0,5178.5,0.039,2026-01-02 10:58,16538
ABB,2026-01-27,5850.0,8.0,125.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,18185
ABB,2026-01-27,5900.0,8.0,125.0,0.0,0.0,5178.5,0.039,2026-01-02 10:58,19960
ABB,2026-01-27,6000.0,2.6,13000.0,812.0,28250.0,5178.5,0.039,2026-01-02 10:58,23511
ABB,2026-01-27,6100.0,7.5,875.0,890.3,18875.0,5178.5,0.039,2026-01-02 10:58,25184
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.1,18600.0,362.2,0.069,2026-01-02 10:58,40861
ABCAPITAL,2026-01-27,300.0,59.85,843200.0,0.3,210800.0,362.2,0.069,2026-01-02 10:58,21678
ABCAPITAL,2026-01-27,310.0,46.65,114700.0,0.35,424700.0,362.2,0.069,2026-01-02 10:58,18181
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.5,161200.0,362.2,0.069,2026-01-02 10:58,14702
ABCAPITAL,2026-01-27,320.0,30.9,93000.0,0.6,635500.0,362.2,0.069,2026-01-02 10:58,10788
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,0.75,192200.0,362.2,0.069,2026-01-02 10:58,7485
ABCAPITAL,2026-01-27,330.0,38.15,133300.0,1.1,889700.0,362.2,0.069,2026-01-02 10:58,4094
ABCAPITAL,2026-01-27,335.0,26.05,18600.0,1.45,1060200.0,362.2,0.069,2026-01-02 10:58,1572
ABCAPITAL,2026-01-27,340.0,28.35,248000.0,2.05,970300.0,362.2,0.069,2026-01-02 10:58,-926
ABCAPITAL,2026-01-27,345.0,24.1,213900.0,2.95,951700.0,362.2,0.069,2026-01-02 10:58,-2206
ABCAPITAL,2026-01-27,350.0,18.5,2318800.0,4.15,1664700.0,362.2,0.069,2026-01-02 10:58,-3172
ABCAPITAL,2026-01-27,355.0,15.35,328600.0,5.7,455700.0,362.2,0.069,2026-01-02 10:58,1216
ABCAPITAL,2026-01-27,360.0,12.05,1847600.0,7.6,985800.0,362.2,0.069,2026-01-02 10:58,2644
ABCAPITAL,2026-01-27,365.0,9.4,1109800.0,10.0,319300.0,362.2,0.069,2026-01-02 10:58,6720
ABCAPITAL,2026-01-27,370.0,7.35,1844500.0,12.65,303800.0,362.2,0.069,2026-01-02 10:58,10758
ABCAPITAL,2026-01-27,375.0,5.55,1937500.0,16.2,223200.0,362.2,0.069,2026-01-02 10:58,16117
ABCAPITAL,2026-01-27,380.0,4.15,815300.0,20.0,12400.0,362.2,0.069,2026-01-02 10:58,22300
ABCAPITAL,2026-01-27,385.0,3.1,229400.0,21.9,6200.0,362.2,0.069,2026-01-02 10:58,28495
ABCAPITAL,2026-01-27,390.0,2.25,861800.0,25.85,77500.0,362.2,0.069,2026-01-02 10:58,34553
ABCAPITAL,2026-01-27,395.0,1.8,393700.0,0.0,0.0,362.2,0.069,2026-01-02 10:58,41016
ABCAPITAL,2026-01-27,400.0,1.35,2300200.0,34.1,46500.0,362.2,0.069,2026-01-02 10:58,47754
ABCAPITAL,2026-01-27,410.0,0.85,182900.0,0.0,0.0,362.2,0.069,2026-01-02 10:58,63585
ADANIENSOL,2026-01-27,840.0,160.55,2025.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,13443
ADANIENSOL,2026-01-27,860.0,165.5,4050.0,1.2,37125.0,1057.9,1.099,2026-01-02 10:58,10245
ADANIENSOL,2026-01-27,880.0,0.0,0.0,1.8,29700.0,1057.9,1.099,2026-01-02 10:58,7160
ADANIENSOL,2026-01-27,890.0,0.0,0.0,8.55,2700.0,1057.9,1.099,2026-01-02 10:58,5610
ADANIENSOL,2026-01-27,900.0,125.6,4050.0,2.0,155925.0,1057.9,1.099,2026-01-02 10:58,4066
ADANIENSOL,2026-01-27,910.0,0.0,0.0,2.2,34425.0,1057.9,1.099,2026-01-02 10:58,2704
ADANIENSOL,2026-01-27,920.0,0.0,0.0,3.65,18900.0,1057.9,1.099,2026-01-02 10:58,1349
ADANIENSOL,2026-01-27,930.0,0.0,0.0,4.3,30375.0,1057.9,1.099,2026-01-02 10:58,14
ADANIENSOL,2026-01-27,940.0,0.0,0.0,3.85,87075.0,1057.9,1.099,2026-01-02 10:58,-1297
ADANIENSOL,2026-01-27,950.0,110.0,7425.0,4.85,78300.0,1057.9,1.099,2026-01-02 10:58,-2541
ADANIENSOL,2026-01-27,960.0,79.0,2700.0,5.8,34425.0,1057.9,1.099,2026-01-02 10:58,-3623
ADANIENSOL,2026-01-27,970.0,0.0,0.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,-4709
ADANIENSOL,2026-01-27,980.0,65.0,12825.0,7.9,361125.0,1057.9,1.099,2026-01-02 10:58,-5797
ADANIENSOL,2026-01-27,990.0,82.0,2025.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,-6713
ADANIENSOL,2026-01-27,1000.0,74.6,213300.0,11.45,205200.0,1057.9,1.099,2026-01-02 10:58,-7409
ADANIENSOL,2026-01-27,1010.0,63.3,14850.0,13.5,50625.0,1057.9,1.099,2026-01-02 10:58,-6346
ADANIENSOL,2026-01-27,1020.0,59.9,191025.0,16.3,132975.0,1057.9,1.099,2026-01-02 10:58,-6549
ADANIENSOL,2026-01-27,1030.0,54.95,19575.0,19.1,45900.0,1057.9,1.099,2026-01-02 10:58,-5525
ADANIENSOL,2026-01-27,1040.0,47.8,421875.0,23.35,104625.0,1057.9,1.099,2026-01-02 10:58,-5344
ADANIENSOL,2026-01-27,1050.0,41.55,150525.0,27.3,60075.0,1057.9,1.099,2026-01-02 10:58,-2884
ADANIENSOL,2026-01-27,1060.0,36.4,341550.0,31.5,60750.0,1057.9,1.099,2026-01-02 10:58,-1524
ADANIENSOL,2026-01-27,1070.0,31.55,147150.0,36.55,31725.0,1057.9,1.099,2026-01-02 10:58,827
ADANIENSOL,2026-01-27,1080.0,27.05,110025.0,42.55,16875.0,1057.9,1.099,2026-01-02 10:58,2655
ADANIENSOL,2026-01-27,1090.0,23.0,33750.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,4488
ADANIENSOL,2026-01-27,1100.0,20.05,562950.0,55.65,38475.0,1057.9,1.099,2026-01-02 10:58,6205
ADANIENSOL,2026-01-27,1110.0,17.25,39825.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,9362
ADANIENSOL,2026-01-27,1120.0,14.8,88425.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,11712
ADANIENSOL,2026-01-27,1130.0,11.9,32400.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,14213
ADANIENSOL,2026-01-27,1140.0,10.45,147825.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,16654
ADANIENSOL,2026-01-27,1150.0,8.9,6750.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,19358
ADANIENSOL,2026-01-27,1160.0,7.75,197100.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,21921
ADANIENSOL,2026-01-27,1180.0,5.6,186975.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,27582
ADANIENSOL,2026-01-27,1200.0,0.0,0.0,0.0,0.0,1057.9,1.099,2026-01-02 10:58,33568
ADANIENT,2026-01-27,1840.0,0.0,0.0,1.45,53148.0,2268.0,0.354,2026-01-02 10:58,181856
ADANIENT,2026-01-27,1880.0,0.0,0.0,2.15,55929.0,2268.0,0.354,2026-01-02 10:58,161226
ADANIENT,2026-01-27,1920.0,302.0,6489.0,2.25,47277.0,2268.0,0.354,2026-01-02 10:58,140815
ADANIENT,2026-01-27,1938.95,537.85,309.0,2.3,18231.0,2268.0,0.354,2026-01-02 10:58,131438
ADANIENT,2026-01-27,1940.0,301.0,309.0,3.05,43878.0,2268.0,0.354,2026-01-02 10:58,130923
ADANIENT,2026-01-27,1960.0,0.0,0.0,2.45,23175.0,2268.0,0.354,2026-01-02 10:58,120952
ADANIENT,2026-01-27,1980.0,0.0,0.0,4.75,27501.0,2268.0,0.354,2026-01-02 10:58,111026
ADANIENT,2026-01-27,2000.0,253.0,14214.0,3.7,315489.0,2268.0,0.354,2026-01-02 10:58,101148
ADANIENT,2026-01-27,2020.0,0.0,0.0,0.0,0.0,2268.0,0.354,2026-01-02 10:58,92185
ADANIENT,2026-01-27,2040.0,192.05,618.0,5.1,171804.0,2268.0,0.354,2026-01-02 10:58,82979
ADANIENT,2026-01-27,2060.0,175.05,2163.0,0.0,0.0,2268.0,0.354,2026-01-02 10:58,74043
ADANIENT,2026-01-27,2080.0,0.0,0.0,0.0,0.0,2268.0,0.354,2026-01-02 10:58,65224
ADANIENT,2026-01-27,2100.0,189.85,44805.0,9.0,313944.0,2268.0,0.354,2026-01-02 10:58,56368
ADANIENT,2026-01-27,2120.0,0.0,0.0,10.9,17613.0,2268.0,0.354,2026-01-02 10:58,48797
ADANIENT,2026-01-27,2140.0,154.8,12360.0,13.25,104442.0,2268.0,0.354,2026-01-02 10:58,40674
ADANIENT,2026-01-27,2160.0,127.1,4635.0,0.0,0.0,2268.0,0.354,2026-01-02 10:58,32856
ADANIENT,2026-01-27,2180.0,116.0,76323.0,20.2,202086.0,2268.0,0.354,2026-01-02 10:58,25054
ADANIENT,2026-01-27,2200.0,106.0,923292.0,25.05,1086135.0,2268.0,0.354,2026-01-02 10:58,18227
ADANIENT,2026-01-27,2220.0,92.0,286134.0,30.6,247818.0,2268.0,0.354,2026-01-02 10:58,22008
ADANIENT,2026-01-27,2240.0,77.75,442797.0,37.2,359985.0,2268.0,0.354,2026-01-02 10:58,21665
ADANIENT,2026-01-27,2260.0,66.5,344226.0,45.2,191889.0,2268.0,0.354,2026-01-02 10:58,23157
ADANIENT,2026-01-27,2280.0,56.0,234840.0,54.7,226497.0,2268.0,0.354,2026-01-02 10:58,25039
ADANIENT,2026-01-27,2300.0,46.6,1386792.0,65.1,600078.0,2268.0,0.354,2026-01-02 10:58,26498
ADANIENT,2026-01-27,2320.0,38.5,108459.0,77.05,34917.0,2268.0,0.354,2026-01-02 10:58,34411
ADANIENT,2026-01-27,2326.75,36.0,70452.0,91.8,15141.0,2268.0,0.354,2026-01-02 10:58,36464
ADANIENT,2026-01-27,2340.0,31.7,105987.0,90.0,12051.0,2268.0,0.354,2026-01-02 10:58,40431
ADANIENT,2026-01-27,2360.0,26.7,165315.0,102.15,8343.0,2268.0,0.354,2026-01-02 10:58,46709
ADANIENT,2026-01-27,2380.0,21.65,59019.0,0.0,0.0,2268.0,0.354,2026-01-02 10:58,53464
ADANIENT,2026-01-27,2400.0,17.75,924528.0,135.35,322905.0,2268.0,0.354,2026-01-02 10:58,60108
ADANIENT,2026-01-27,2404.3,0.0,0.0,133.15,309.0,2268.0,0.354,2026-01-02 10:58,59315
ADANIENT,2026-01-27,2420.0,0.0,0.0,148.0,130707.0,2268.0,0.354,2026-01-02 10:58,66385
ADANIENT,2026-01-27,2440.0,0.0,0.0,218.0,63345.0,2268.0,0.354,2026-01-02 10:58,73724
ADANIENT,2026-01-27,2460.0,9.9,119583.0,249.0,4326.0,2268.0,0.354,2026-01-02 10:58,81743
ADANIENT,2026-01-27,2480.0,0.0,0.0,218.0,309.0,2268.0,0.354,2026-01-02 10:58,91401
