Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,316.75,2500.0,0.0,0.0,1196.0,2025-12-26 07:19,28821
360ONE,2025-12-30,920.0,0.0,0.0,0.05,0.0,1196.0,2025-12-26 07:19,23879
360ONE,2025-12-30,960.0,236.8,1500.0,0.05,0.0,1196.0,2025-12-26 07:19,18857
360ONE,2025-12-30,980.0,216.8,2000.0,0.05,2000.0,1196.0,2025-12-26 07:19,16384
360ONE,2025-12-30,1000.0,196.85,3500.0,0.05,27000.0,1196.0,2025-12-26 07:19,13927
360ONE,2025-12-30,1020.0,176.85,0.0,0.05,57000.0,1196.0,2025-12-26 07:19,11557
360ONE,2025-12-30,1040.0,156.9,4500.0,0.05,81000.0,1196.0,2025-12-26 07:19,9232
360ONE,2025-12-30,1060.0,137.05,8500.0,0.15,57000.0,1196.0,2025-12-26 07:19,7148
360ONE,2025-12-30,1080.0,124.85,14000.0,0.45,64000.0,1196.0,2025-12-26 07:19,5241
360ONE,2025-12-30,1100.0,98.6,72500.0,0.7,73500.0,1196.0,2025-12-26 07:19,3546
360ONE,2025-12-30,1120.0,76.35,58500.0,0.8,58500.0,1196.0,2025-12-26 07:19,2680
360ONE,2025-12-30,1140.0,61.35,80000.0,1.15,185000.0,1196.0,2025-12-26 07:19,1781
360ONE,2025-12-30,1160.0,39.25,96500.0,1.7,303000.0,1196.0,2025-12-26 07:19,1440
360ONE,2025-12-30,1180.0,22.05,70000.0,4.3,220000.0,1196.0,2025-12-26 07:19,1755
360ONE,2025-12-30,1200.0,9.7,182000.0,11.35,100500.0,1196.0,2025-12-26 07:19,2383
360ONE,2025-12-30,1220.0,3.3,176500.0,24.75,21000.0,1196.0,2025-12-26 07:19,3578
360ONE,2025-12-30,1240.0,1.05,499000.0,28.6,6500.0,1196.0,2025-12-26 07:19,5113
360ONE,2025-12-30,1260.0,0.7,109000.0,67.95,1500.0,1196.0,2025-12-26 07:19,7685
360ONE,2025-12-30,1280.0,0.6,89000.0,85.65,500.0,1196.0,2025-12-26 07:19,10443
