Symbol,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Spot,%Change,timestamp,Max_Pain
360ONE,2026-01-27,920.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.5,1.388,2026-01-22 10:03:14,31985
360ONE,2026-01-27,960.0,239.15,1500.0,0.0,0.2,23500.0,2500.0,1110.5,1.388,2026-01-22 10:03:14,24637
360ONE,2026-01-27,980.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.5,1.388,2026-01-22 10:03:14,21048
360ONE,2026-01-27,1000.0,110.4,25500.0,2000.0,0.2,48500.0,39000.0,1110.5,1.388,2026-01-22 10:03:14,17424
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,0.2,47000.0,4000.0,1110.5,1.388,2026-01-22 10:03:14,14229
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,0.3,42500.0,3500.0,1110.5,1.388,2026-01-22 10:03:14,10846
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,0.7,616500.0,92500.0,1110.5,1.388,2026-01-22 10:03:14,7548
360ONE,2026-01-27,1080.0,30.55,4000.0,4500.0,2.6,293000.0,57500.0,1110.5,1.388,2026-01-22 10:03:14,5486
360ONE,2026-01-27,1100.0,18.0,114000.0,49500.0,8.75,197500.0,63500.0,1110.5,1.388,2026-01-22 10:03:14,3958
360ONE,2026-01-27,1120.0,8.6,217500.0,177500.0,20.9,74000.0,6000.0,1110.5,1.388,2026-01-22 10:03:14,3149
360ONE,2026-01-27,1140.0,4.2,408500.0,164500.0,44.2,109000.0,0.0,1110.5,1.388,2026-01-22 10:03:14,2923
360ONE,2026-01-27,1160.0,2.05,235500.0,177500.0,53.6,55500.0,3000.0,1110.5,1.388,2026-01-22 10:03:14,3390
360ONE,2026-01-27,1180.0,1.35,257000.0,74000.0,74.0,121000.0,500.0,1110.5,1.388,2026-01-22 10:03:14,4500
360ONE,2026-01-27,1200.0,1.0,517000.0,102000.0,94.15,74000.0,1000.0,1110.5,1.388,2026-01-22 10:03:14,5754
360ONE,2026-01-27,1220.0,0.8,537000.0,249500.0,112.85,30500.0,0.0,1110.5,1.388,2026-01-22 10:03:14,8406
360ONE,2026-01-27,1240.0,0.65,315000.0,36000.0,130.2,70000.0,500.0,1110.5,1.388,2026-01-22 10:03:14,12537
360ONE,2026-01-27,1260.0,0.6,214000.0,24500.0,121.1,23500.0,0.0,1110.5,1.388,2026-01-22 10:03:14,16848
360ONE,2026-01-27,1280.0,0.45,191000.0,27500.0,81.0,1000.0,0.0,1110.5,1.388,2026-01-22 10:03:14,22253
360ONE,2026-01-27,1300.0,0.45,213500.0,11000.0,120.0,6000.0,0.0,1110.5,1.388,2026-01-22 10:03:14,28315
360ONE,2026-01-27,1320.0,0.35,68000.0,1000.0,0.0,0.0,0.0,1110.5,1.388,2026-01-22 10:03:14,34752
360ONE,2026-01-27,1340.0,0.5,22500.0,0.0,143.6,0.0,0.0,1110.5,1.388,2026-01-22 10:03:14,41391
