Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1200.1,0.0,2026-01-05 07:49,2694
360ONE,2026-01-27,1000.0,217.6,0.0,7.0,3000.0,1200.1,0.0,2026-01-05 07:49,1848
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1200.1,0.0,2026-01-05 07:49,1429
360ONE,2026-01-27,1040.0,189.4,0.0,1.95,2000.0,1200.1,0.0,2026-01-05 07:49,1013
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1200.1,0.0,2026-01-05 07:49,601
360ONE,2026-01-27,1080.0,124.95,2000.0,4.0,15000.0,1200.1,0.0,2026-01-05 07:49,234
360ONE,2026-01-27,1100.0,97.65,0.0,6.05,26500.0,1200.1,0.0,2026-01-05 07:49,-117
360ONE,2026-01-27,1120.0,140.2,0.0,9.9,2000.0,1200.1,0.0,2026-01-05 07:49,-451
360ONE,2026-01-27,1140.0,74.7,1500.0,12.6,11000.0,1200.1,0.0,2026-01-05 07:49,-767
360ONE,2026-01-27,1160.0,65.0,14000.0,18.85,25000.0,1200.1,0.0,2026-01-05 07:49,-1059
360ONE,2026-01-27,1180.0,53.0,32000.0,26.15,50000.0,1200.1,0.0,2026-01-05 07:49,-1226
360ONE,2026-01-27,1200.0,33.65,249500.0,36.85,74000.0,1200.1,0.0,2026-01-05 07:49,-1234
360ONE,2026-01-27,1220.0,26.35,50500.0,135.9,0.0,1200.1,0.0,2026-01-05 07:49,-67
360ONE,2026-01-27,1240.0,17.25,25000.0,64.9,500.0,1200.1,0.0,2026-01-05 07:49,766
360ONE,2026-01-27,1260.0,13.6,39500.0,164.5,0.0,1200.1,0.0,2026-01-05 07:49,1558
360ONE,2026-01-27,1280.0,9.9,115000.0,113.9,1000.0,1200.1,0.0,2026-01-05 07:49,2442
360ONE,2026-01-27,1300.0,6.9,40500.0,126.0,500.0,1200.1,0.0,2026-01-05 07:49,3608
360ONE,2026-01-27,1320.0,6.0,2000.0,186.65,0.0,1200.1,0.0,2026-01-05 07:49,4775
360ONE,2026-01-27,1360.0,2.65,49000.0,215.8,0.0,1200.1,0.0,2026-01-05 07:49,7074
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5205.5,0.0,2026-01-05 07:49,36530
ABB,2026-01-27,4400.0,786.0,625.0,73.0,0.0,5205.5,0.0,2026-01-05 07:49,32214
ABB,2026-01-27,4500.0,836.5,0.0,6.5,3125.0,5205.5,0.0,2026-01-05 07:49,27932
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5205.5,0.0,2026-01-05 07:49,25780
ABB,2026-01-27,4600.0,761.7,0.0,8.0,125.0,5205.5,0.0,2026-01-05 07:49,23665
ABB,2026-01-27,4650.0,576.5,0.0,6.8,2625.0,5205.5,0.0,2026-01-05 07:49,21518
ABB,2026-01-27,4700.0,690.5,0.0,7.1,18125.0,5205.5,0.0,2026-01-05 07:49,19383
ABB,2026-01-27,4750.0,507.25,0.0,137.05,0.0,5205.5,0.0,2026-01-05 07:49,17327
ABB,2026-01-27,4800.0,623.2,0.0,10.35,23500.0,5205.5,0.0,2026-01-05 07:49,15284
ABB,2026-01-27,4850.0,443.35,0.0,172.15,0.0,5205.5,0.0,2026-01-05 07:49,13334
ABB,2026-01-27,4900.0,560.25,0.0,18.55,15000.0,5205.5,0.0,2026-01-05 07:49,11408
ABB,2026-01-27,4950.0,384.75,0.0,212.5,0.0,5205.5,0.0,2026-01-05 07:49,9530
ABB,2026-01-27,5000.0,262.9,10625.0,30.8,77250.0,5205.5,0.0,2026-01-05 07:49,7679
ABB,2026-01-27,5050.0,331.55,0.0,258.25,0.0,5205.5,0.0,2026-01-05 07:49,6309
ABB,2026-01-27,5100.0,185.55,23125.0,55.85,36500.0,5205.5,0.0,2026-01-05 07:49,4898
