Symbol,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Spot,%Change,timestamp,Max_Pain
360ONE,2026-01-27,920.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.7,1.132,2026-01-22 10:22:33,32125
360ONE,2026-01-27,960.0,239.15,1500.0,0.0,0.2,23500.0,6000.0,1107.7,1.132,2026-01-22 10:22:33,24757
360ONE,2026-01-27,980.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.7,1.132,2026-01-22 10:22:33,21158
360ONE,2026-01-27,1000.0,111.0,25500.0,3500.0,0.25,48500.0,44000.0,1107.7,1.132,2026-01-22 10:22:33,17524
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,0.25,48000.0,9500.0,1107.7,1.132,2026-01-22 10:22:33,14320
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,0.3,42500.0,3500.0,1107.7,1.132,2026-01-22 10:22:33,10929
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,0.85,616500.0,149500.0,1107.7,1.132,2026-01-22 10:22:33,7623
360ONE,2026-01-27,1080.0,30.55,4000.0,4500.0,3.0,291000.0,99500.0,1107.7,1.132,2026-01-22 10:22:33,5543
360ONE,2026-01-27,1100.0,16.8,114000.0,54500.0,9.3,204000.0,98500.0,1107.7,1.132,2026-01-22 10:22:33,3992
360ONE,2026-01-27,1120.0,8.35,212500.0,236000.0,20.9,74000.0,6000.0,1107.7,1.132,2026-01-22 10:22:33,3154
360ONE,2026-01-27,1140.0,3.65,412000.0,198000.0,31.5,109000.0,1000.0,1107.7,1.132,2026-01-22 10:22:33,2910
360ONE,2026-01-27,1160.0,2.1,245500.0,222000.0,53.6,55500.0,3000.0,1107.7,1.132,2026-01-22 10:22:33,3492
360ONE,2026-01-27,1180.0,1.3,254500.0,92500.0,65.4,120500.0,1500.0,1107.7,1.132,2026-01-22 10:22:33,4623
360ONE,2026-01-27,1200.0,0.9,523000.0,144000.0,94.15,74000.0,1000.0,1107.7,1.132,2026-01-22 10:22:33,5995
360ONE,2026-01-27,1220.0,0.75,531000.0,282500.0,112.85,30500.0,0.0,1107.7,1.132,2026-01-22 10:22:33,8666
360ONE,2026-01-27,1240.0,0.55,314500.0,49000.0,130.2,70000.0,500.0,1107.7,1.132,2026-01-22 10:22:33,12806
360ONE,2026-01-27,1260.0,0.55,211500.0,30500.0,121.1,23500.0,0.0,1107.7,1.132,2026-01-22 10:22:33,17125
360ONE,2026-01-27,1280.0,0.5,175000.0,43500.0,81.0,1000.0,0.0,1107.7,1.132,2026-01-22 10:22:33,22535
360ONE,2026-01-27,1300.0,0.35,213000.0,14500.0,120.0,6000.0,0.0,1107.7,1.132,2026-01-22 10:22:33,28571
360ONE,2026-01-27,1320.0,0.35,68000.0,1500.0,0.0,0.0,0.0,1107.7,1.132,2026-01-22 10:22:33,34979
360ONE,2026-01-27,1340.0,0.5,22500.0,0.0,226.9,0.0,1500.0,1107.7,1.132,2026-01-22 10:22:33,41590
360ONE,2026-01-27,1360.0,0.2,149000.0,5500.0,152.1,4000.0,0.0,1107.7,1.132,2026-01-22 10:22:33,48246
360ONE,2026-01-27,1380.0,0.3,62500.0,1500.0,0.0,0.0,0.0,1107.7,1.132,2026-01-22 10:22:33,55148
ABB,2026-01-27,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,74998
ABB,2026-01-27,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,67824
ABB,2026-01-27,4100.0,0.0,0.0,0.0,1.45,875.0,0.0,4770.5,1.338,2026-01-22 10:22:33,60650
ABB,2026-01-27,4150.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,57068
ABB,2026-01-27,4200.0,615.0,0.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,53485
ABB,2026-01-27,4250.0,0.0,0.0,0.0,3.25,2750.0,0.0,4770.5,1.338,2026-01-22 10:22:33,49903
ABB,2026-01-27,4300.0,725.0,125.0,0.0,3.45,29375.0,10500.0,4770.5,1.338,2026-01-22 10:22:33,46333
ABB,2026-01-27,4350.0,0.0,0.0,0.0,3.25,2500.0,0.0,4770.5,1.338,2026-01-22 10:22:33,42911
ABB,2026-01-27,4400.0,786.0,625.0,0.0,6.15,12500.0,6500.0,4770.5,1.338,2026-01-22 10:22:33,39501
ABB,2026-01-27,4450.0,0.0,0.0,0.0,7.65,17875.0,0.0,4770.5,1.338,2026-01-22 10:22:33,36199
ABB,2026-01-27,4500.0,232.8,625.0,0.0,8.2,43125.0,14500.0,4770.5,1.338,2026-01-22 10:22:33,32932
ABB,2026-01-27,4550.0,180.85,1000.0,0.0,9.0,16375.0,7375.0,4770.5,1.338,2026-01-22 10:22:33,29876
ABB,2026-01-27,4600.0,179.0,1500.0,875.0,13.55,65500.0,39750.0,4770.5,1.338,2026-01-22 10:22:33,26931
ABB,2026-01-27,4650.0,0.0,0.0,0.0,18.0,24375.0,15375.0,4770.5,1.338,2026-01-22 10:22:33,24256
ABB,2026-01-27,4700.0,98.95,24875.0,31250.0,26.0,38500.0,31375.0,4770.5,1.338,2026-01-22 10:22:33,21721
ABB,2026-01-27,4750.0,61.45,29000.0,28500.0,35.9,25875.0,15250.0,4770.5,1.338,2026-01-22 10:22:33,19693
ABB,2026-01-27,4800.0,35.05,61375.0,102000.0,63.45,37500.0,22750.0,4770.5,1.338,2026-01-22 10:22:33,17878
ABB,2026-01-27,4850.0,18.0,29125.0,30750.0,79.95,5000.0,4250.0,4770.5,1.338,2026-01-22 10:22:33,16450
ABB,2026-01-27,4900.0,9.1,52750.0,61625.0,128.15,24125.0,12500.0,4770.5,1.338,2026-01-22 10:22:33,15227
ABB,2026-01-27,4950.0,5.2,19000.0,18125.0,159.25,9375.0,2125.0,4770.5,1.338,2026-01-22 10:22:33,14115
ABB,2026-01-27,5000.0,3.75,127375.0,83125.0,219.95,55250.0,18250.0,4770.5,1.338,2026-01-22 10:22:33,13267
ABB,2026-01-27,5050.0,3.05,59500.0,23125.0,254.4,8625.0,1125.0,4770.5,1.338,2026-01-22 10:22:33,12304
ABB,2026-01-27,5100.0,1.6,66375.0,91875.0,295.0,41125.0,250.0,4770.5,1.338,2026-01-22 10:22:33,12648
ABB,2026-01-27,5150.0,1.4,30125.0,12000.0,359.3,25875.0,125.0,4770.5,1.338,2026-01-22 10:22:33,12528
ABB,2026-01-27,5200.0,1.05,118000.0,38875.0,410.0,90875.0,3375.0,4770.5,1.338,2026-01-22 10:22:33,12965
ABB,2026-01-27,5250.0,1.0,45500.0,7125.0,454.3,18000.0,375.0,4770.5,1.338,2026-01-22 10:22:33,11658
ABB,2026-01-27,5300.0,1.1,156250.0,21750.0,598.9,34500.0,0.0,4770.5,1.338,2026-01-22 10:22:33,13569
ABB,2026-01-27,5350.0,1.35,44375.0,2875.0,617.45,5000.0,0.0,4770.5,1.338,2026-01-22 10:22:33,15198
ABB,2026-01-27,5400.0,1.1,135500.0,13125.0,675.5,7625.0,0.0,4770.5,1.338,2026-01-22 10:22:33,18821
ABB,2026-01-27,5450.0,1.0,21250.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,22961
ABB,2026-01-27,5500.0,0.9,82750.0,9750.0,776.35,13250.0,0.0,4770.5,1.338,2026-01-22 10:22:33,27710
ABB,2026-01-27,5550.0,1.25,20375.0,0.0,506.4,375.0,0.0,4770.5,1.338,2026-01-22 10:22:33,31916
ABB,2026-01-27,5600.0,1.75,28375.0,0.0,861.2,16875.0,0.0,4770.5,1.338,2026-01-22 10:22:33,37230
ABB,2026-01-27,5650.0,1.0,250.0,0.0,0.0,0.0,0.0,4770.5,1.338,2026-01-22 10:22:33,41339
ABB,2026-01-27,5700.0,1.6,42500.0,0.0,521.85,6875.0,0.0,4770.5,1.338,2026-01-22 10:22:33,46897
ABB,2026-01-27,5750.0,0.9,9375.0,250.0,412.0,1375.0,0.0,4770.5,1.338,2026-01-22 10:22:33,52350
ABB,2026-01-27,5800.0,1.2,34125.0,0.0,586.4,2750.0,0.0,4770.5,1.338,2026-01-22 10:22:33,58153
