Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1178.3,2025-12-26 15:18,27358
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1178.3,2025-12-26 15:18,22708
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1178.3,2025-12-26 15:18,17984
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1178.3,2025-12-26 15:18,15650
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1178.3,2025-12-26 15:18,13335
360ONE,2025-12-30,1020.0,152.25,0.0,0.3,55000.0,1178.3,2025-12-26 15:18,11111
360ONE,2025-12-30,1040.0,129.15,4500.0,0.4,94500.0,1178.3,2025-12-26 15:18,8935
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,53000.0,1178.3,2025-12-26 15:18,7013
360ONE,2025-12-30,1080.0,97.4,13000.0,0.5,62500.0,1178.3,2025-12-26 15:18,5232
360ONE,2025-12-30,1100.0,88.5,73000.0,0.5,63500.0,1178.3,2025-12-26 15:18,3653
360ONE,2025-12-30,1120.0,76.35,58500.0,0.55,65000.0,1178.3,2025-12-26 15:18,2867
360ONE,2025-12-30,1140.0,41.0,73500.0,0.6,144000.0,1178.3,2025-12-26 15:18,2128
360ONE,2025-12-30,1160.0,22.0,88000.0,1.4,336000.0,1178.3,2025-12-26 15:18,1674
360ONE,2025-12-30,1180.0,8.6,69000.0,7.0,189000.0,1178.3,2025-12-26 15:18,1921
360ONE,2025-12-30,1200.0,3.05,172500.0,21.3,61000.0,1178.3,2025-12-26 15:18,2465
360ONE,2025-12-30,1220.0,1.3,185500.0,40.5,18000.0,1178.3,2025-12-26 15:18,3472
360ONE,2025-12-30,1240.0,0.8,344000.0,28.6,6500.0,1178.3,2025-12-26 15:18,4914
360ONE,2025-12-30,1260.0,0.7,106000.0,73.1,1500.0,1178.3,2025-12-26 15:18,7115
360ONE,2025-12-30,1280.0,0.5,102000.0,92.15,2000.0,1178.3,2025-12-26 15:18,9519
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1178.3,2025-12-26 15:18,12120
360ONE,2025-12-30,1320.0,0.35,103000.0,0.0,0.0,1178.3,2025-12-26 15:18,14735
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1178.3,2025-12-26 15:18,20381
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5176.0,2025-12-26 15:18,56951
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5176.0,2025-12-26 15:18,45114
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5176.0,2025-12-26 15:18,42155
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5176.0,2025-12-26 15:18,39205
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5176.0,2025-12-26 15:18,36378
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1500.0,5176.0,2025-12-26 15:18,33491
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5176.0,2025-12-26 15:18,30648
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5176.0,2025-12-26 15:18,27779
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5176.0,2025-12-26 15:18,24904
ABB,2025-12-30,4700.0,481.25,125.0,1.35,52125.0,5176.0,2025-12-26 15:18,22082
ABB,2025-12-30,4750.0,431.6,0.0,1.05,14375.0,5176.0,2025-12-26 15:18,19521
