Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1179.1,2025-12-26 13:01,28277
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1179.1,2025-12-26 13:01,23485
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1179.1,2025-12-26 13:01,18619
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1179.1,2025-12-26 13:01,16214
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1179.1,2025-12-26 13:01,13828
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1179.1,2025-12-26 13:01,11533
360ONE,2025-12-30,1040.0,129.15,4500.0,0.35,94000.0,1179.1,2025-12-26 13:01,9289
360ONE,2025-12-30,1060.0,86.5,8500.0,0.4,51000.0,1179.1,2025-12-26 13:01,7300
360ONE,2025-12-30,1080.0,104.0,14000.0,0.4,62500.0,1179.1,2025-12-26 13:01,5447
360ONE,2025-12-30,1100.0,88.5,73000.0,0.4,65500.0,1179.1,2025-12-26 13:01,3818
360ONE,2025-12-30,1120.0,76.35,58500.0,0.6,63500.0,1179.1,2025-12-26 13:01,2966
360ONE,2025-12-30,1140.0,44.0,79500.0,0.7,152000.0,1179.1,2025-12-26 13:01,2158
360ONE,2025-12-30,1160.0,25.35,90000.0,1.35,339500.0,1179.1,2025-12-26 13:01,1709
360ONE,2025-12-30,1180.0,8.55,75000.0,8.0,211500.0,1179.1,2025-12-26 13:01,1962
360ONE,2025-12-30,1200.0,2.75,192000.0,23.0,62500.0,1179.1,2025-12-26 13:01,2501
360ONE,2025-12-30,1220.0,1.2,183500.0,38.0,18000.0,1179.1,2025-12-26 13:01,3563
360ONE,2025-12-30,1240.0,0.75,352500.0,28.6,6500.0,1179.1,2025-12-26 13:01,5073
360ONE,2025-12-30,1260.0,0.55,107000.0,73.1,1500.0,1179.1,2025-12-26 13:01,7355
360ONE,2025-12-30,1280.0,0.45,98000.0,92.15,2000.0,1179.1,2025-12-26 13:01,9841
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1179.1,2025-12-26 13:01,12518
360ONE,2025-12-30,1320.0,0.4,100000.0,0.0,0.0,1179.1,2025-12-26 13:01,15209
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1179.1,2025-12-26 13:01,20995
