Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1201.9,1.882,2026-01-02 14:56,2549
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1201.9,1.882,2026-01-02 14:56,1733
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1201.9,1.882,2026-01-02 14:56,1329
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1201.9,1.882,2026-01-02 14:56,927
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1201.9,1.882,2026-01-02 14:56,530
360ONE,2026-01-27,1080.0,124.95,2500.0,3.9,10000.0,1201.9,1.882,2026-01-02 14:56,178
360ONE,2026-01-27,1100.0,0.0,0.0,5.75,26000.0,1201.9,1.882,2026-01-02 14:56,-158
360ONE,2026-01-27,1120.0,0.0,0.0,9.9,1000.0,1201.9,1.882,2026-01-02 14:56,-486
360ONE,2026-01-27,1140.0,74.7,1500.0,13.85,10500.0,1201.9,1.882,2026-01-02 14:56,-798
360ONE,2026-01-27,1160.0,65.0,14000.0,19.85,24500.0,1201.9,1.882,2026-01-02 14:56,-1089
360ONE,2026-01-27,1180.0,53.0,32500.0,27.2,49500.0,1201.9,1.882,2026-01-02 14:56,-1256
360ONE,2026-01-27,1200.0,34.3,255000.0,38.0,74000.0,1201.9,1.882,2026-01-02 14:56,-1265
360ONE,2026-01-27,1220.0,26.0,50000.0,0.0,0.0,1201.9,1.882,2026-01-02 14:56,-59
360ONE,2026-01-27,1240.0,17.0,26000.0,64.9,1000.0,1201.9,1.882,2026-01-02 14:56,782
360ONE,2026-01-27,1260.0,12.75,39500.0,0.0,0.0,1201.9,1.882,2026-01-02 14:56,1586
360ONE,2026-01-27,1280.0,9.95,117500.0,113.9,1000.0,1201.9,1.882,2026-01-02 14:56,2481
360ONE,2026-01-27,1300.0,7.4,42500.0,126.0,500.0,1201.9,1.882,2026-01-02 14:56,3669
360ONE,2026-01-27,1320.0,6.0,1500.0,0.0,0.0,1201.9,1.882,2026-01-02 14:56,4862
360ONE,2026-01-27,1360.0,2.65,55000.0,0.0,0.0,1201.9,1.882,2026-01-02 14:56,7205
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5184.0,0.145,2026-01-02 14:56,36345
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5184.0,0.145,2026-01-02 14:56,32105
ABB,2026-01-27,4500.0,0.0,0.0,6.5,3125.0,5184.0,0.145,2026-01-02 14:56,27897
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5184.0,0.145,2026-01-02 14:56,25783
ABB,2026-01-27,4600.0,0.0,0.0,8.0,125.0,5184.0,0.145,2026-01-02 14:56,23706
ABB,2026-01-27,4650.0,0.0,0.0,6.8,2625.0,5184.0,0.145,2026-01-02 14:56,21597
