Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1176.8,0.53,2025-12-30 11:26,16038
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1176.8,0.53,2025-12-30 11:26,12998
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1176.8,0.53,2025-12-30 11:26,9884
360ONE,2025-12-30,980.0,179.2,2000.0,0.15,2500.0,1176.8,0.53,2025-12-30 11:26,8356
360ONE,2025-12-30,1000.0,173.2,3500.0,0.05,28000.0,1176.8,0.53,2025-12-30 11:26,6846
360ONE,2025-12-30,1020.0,152.25,0.0,0.15,58000.0,1176.8,0.53,2025-12-30 11:26,5425
360ONE,2025-12-30,1040.0,129.15,4500.0,0.1,114000.0,1176.8,0.53,2025-12-30 11:26,4058
360ONE,2025-12-30,1060.0,86.5,8500.0,0.15,53000.0,1176.8,0.53,2025-12-30 11:26,2986
360ONE,2025-12-30,1080.0,97.4,13500.0,0.2,63500.0,1176.8,0.53,2025-12-30 11:26,2053
360ONE,2025-12-30,1100.0,77.4,73000.0,0.3,46000.0,1176.8,0.53,2025-12-30 11:26,1331
360ONE,2025-12-30,1120.0,51.8,58500.0,0.25,66000.0,1176.8,0.53,2025-12-30 11:26,1281
360ONE,2025-12-30,1140.0,40.0,64000.0,0.45,141500.0,1176.8,0.53,2025-12-30 11:26,1217
360ONE,2025-12-30,1160.0,19.6,67000.0,2.7,89000.0,1176.8,0.53,2025-12-30 11:26,1513
360ONE,2025-12-30,1180.0,4.2,42000.0,11.55,57000.0,1176.8,0.53,2025-12-30 11:26,1978
360ONE,2025-12-30,1200.0,0.2,155500.0,19.5,36500.0,1176.8,0.53,2025-12-30 11:26,2486
360ONE,2025-12-30,1220.0,0.05,124500.0,36.75,16500.0,1176.8,0.53,2025-12-30 11:26,3358
360ONE,2025-12-30,1240.0,0.05,274500.0,59.85,6500.0,1176.8,0.53,2025-12-30 11:26,4520
360ONE,2025-12-30,1260.0,0.1,96500.0,73.1,1000.0,1176.8,0.53,2025-12-30 11:26,6266
360ONE,2025-12-30,1280.0,0.05,103000.0,92.15,2000.0,1176.8,0.53,2025-12-30 11:26,8239
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1176.8,0.53,2025-12-30 11:26,10410
360ONE,2025-12-30,1320.0,0.2,81000.0,0.0,0.0,1176.8,0.53,2025-12-30 11:26,12599
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1176.8,0.53,2025-12-30 11:26,17302
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5118.5,-0.9,2025-12-30 11:26,41073
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5118.5,-0.9,2025-12-30 11:26,32373
ABB,2025-12-30,4350.0,0.0,0.0,0.3,1000.0,5118.5,-0.9,2025-12-30 11:26,30198
ABB,2025-12-30,4400.0,778.0,625.0,0.6,5750.0,5118.5,-0.9,2025-12-30 11:26,28029
ABB,2025-12-30,4450.0,0.0,0.0,0.05,4250.0,5118.5,-0.9,2025-12-30 11:26,25940
ABB,2025-12-30,4500.0,668.0,500.0,0.6,1375.0,5118.5,-0.9,2025-12-30 11:26,23823
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5118.5,-0.9,2025-12-30 11:26,21750
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5118.5,-0.9,2025-12-30 11:26,19650
ABB,2025-12-30,4650.0,0.0,0.0,0.5,10625.0,5118.5,-0.9,2025-12-30 11:26,17545
ABB,2025-12-30,4700.0,481.25,125.0,0.25,47875.0,5118.5,-0.9,2025-12-30 11:26,15493
ABB,2025-12-30,4750.0,431.6,0.0,0.5,14500.0,5118.5,-0.9,2025-12-30 11:26,13686
ABB,2025-12-30,4800.0,390.0,375.0,0.4,24375.0,5118.5,-0.9,2025-12-30 11:26,11946
ABB,2025-12-30,4850.0,320.2,125.0,0.95,1000.0,5118.5,-0.9,2025-12-30 11:26,10344
ABB,2025-12-30,4900.0,238.15,4375.0,0.6,30000.0,5118.5,-0.9,2025-12-30 11:26,8737
ABB,2025-12-30,4950.0,261.55,2250.0,0.8,23625.0,5118.5,-0.9,2025-12-30 11:26,7402
ABB,2025-12-30,5000.0,128.05,31625.0,2.85,51250.0,5118.5,-0.9,2025-12-30 11:26,6150
ABB,2025-12-30,5050.0,146.1,7875.0,7.85,32250.0,5118.5,-0.9,2025-12-30 11:26,5646
ABB,2025-12-30,5100.0,57.65,25875.0,18.5,37500.0,5118.5,-0.9,2025-12-30 11:26,5042
ABB,2025-12-30,5150.0,15.45,8750.0,43.0,13375.0,5118.5,-0.9,2025-12-30 11:26,4745
