Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1210.4,2.602,2026-01-02 12:37,2111
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1210.4,2.602,2026-01-02 12:37,1344
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1210.4,2.602,2026-01-02 12:37,965
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1210.4,2.602,2026-01-02 12:37,589
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1210.4,2.602,2026-01-02 12:37,217
360ONE,2026-01-27,1080.0,124.95,2500.0,4.45,13500.0,1210.4,2.602,2026-01-02 12:37,-109
360ONE,2026-01-27,1100.0,0.0,0.0,5.7,24500.0,1210.4,2.602,2026-01-02 12:37,-417
360ONE,2026-01-27,1120.0,0.0,0.0,9.9,1000.0,1210.4,2.602,2026-01-02 12:37,-715
360ONE,2026-01-27,1140.0,77.6,1500.0,13.5,10500.0,1210.4,2.602,2026-01-02 12:37,-998
360ONE,2026-01-27,1160.0,65.0,14000.0,18.65,25000.0,1210.4,2.602,2026-01-02 12:37,-1258
360ONE,2026-01-27,1180.0,53.0,33500.0,25.85,44500.0,1210.4,2.602,2026-01-02 12:37,-1394
360ONE,2026-01-27,1200.0,41.2,233000.0,34.0,64000.0,1210.4,2.602,2026-01-02 12:37,-1355
360ONE,2026-01-27,1220.0,32.0,47500.0,0.0,0.0,1210.4,2.602,2026-01-02 12:37,-43
360ONE,2026-01-27,1240.0,23.0,21000.0,64.9,1000.0,1210.4,2.602,2026-01-02 12:37,773
360ONE,2026-01-27,1260.0,19.5,40000.0,0.0,0.0,1210.4,2.602,2026-01-02 12:37,1524
360ONE,2026-01-27,1280.0,14.65,52000.0,113.9,1000.0,1210.4,2.602,2026-01-02 12:37,2391
360ONE,2026-01-27,1300.0,11.6,39000.0,126.0,500.0,1210.4,2.602,2026-01-02 12:37,3351
360ONE,2026-01-27,1320.0,9.15,1000.0,0.0,0.0,1210.4,2.602,2026-01-02 12:37,4364
360ONE,2026-01-27,1360.0,4.75,33500.0,0.0,0.0,1210.4,2.602,2026-01-02 12:37,6317
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5172.0,-0.087,2026-01-02 12:37,36110
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,31914
ABB,2026-01-27,4500.0,0.0,0.0,6.5,3125.0,5172.0,-0.087,2026-01-02 12:37,27752
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,25660
ABB,2026-01-27,4600.0,0.0,0.0,8.0,125.0,5172.0,-0.087,2026-01-02 12:37,23606
ABB,2026-01-27,4650.0,0.0,0.0,6.8,2625.0,5172.0,-0.087,2026-01-02 12:37,21519
ABB,2026-01-27,4700.0,0.0,0.0,8.0,16625.0,5172.0,-0.087,2026-01-02 12:37,19443
ABB,2026-01-27,4750.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,17440
ABB,2026-01-27,4800.0,0.0,0.0,12.6,23250.0,5172.0,-0.087,2026-01-02 12:37,15449
ABB,2026-01-27,4850.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,13545
ABB,2026-01-27,4900.0,0.0,0.0,21.0,12625.0,5172.0,-0.087,2026-01-02 12:37,11671
ABB,2026-01-27,4950.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,9833
ABB,2026-01-27,5000.0,234.5,10750.0,36.0,77000.0,5172.0,-0.087,2026-01-02 12:37,8022
ABB,2026-01-27,5050.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,6624
ABB,2026-01-27,5100.0,167.0,23250.0,62.9,37875.0,5172.0,-0.087,2026-01-02 12:37,5252
ABB,2026-01-27,5150.0,135.5,21750.0,81.3,22375.0,5172.0,-0.087,2026-01-02 12:37,4335
ABB,2026-01-27,5200.0,107.5,123250.0,103.5,100625.0,5172.0,-0.087,2026-01-02 12:37,3601
ABB,2026-01-27,5250.0,85.0,22875.0,130.85,9750.0,5172.0,-0.087,2026-01-02 12:37,4158
ABB,2026-01-27,5300.0,66.0,61125.0,158.55,21125.0,5172.0,-0.087,2026-01-02 12:37,4661
ABB,2026-01-27,5350.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,5577
ABB,2026-01-27,5400.0,37.6,50125.0,240.0,5625.0,5172.0,-0.087,2026-01-02 12:37,6425
ABB,2026-01-27,5450.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,7604
ABB,2026-01-27,5500.0,21.55,31875.0,361.9,17000.0,5172.0,-0.087,2026-01-02 12:37,8731
ABB,2026-01-27,5550.0,0.0,0.0,330.0,125.0,5172.0,-0.087,2026-01-02 12:37,9555
ABB,2026-01-27,5600.0,12.05,15750.0,393.75,17125.0,5172.0,-0.087,2026-01-02 12:37,10922
ABB,2026-01-27,5650.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,11802
ABB,2026-01-27,5700.0,7.0,44000.0,498.95,5750.0,5172.0,-0.087,2026-01-02 12:37,13338
ABB,2026-01-27,5750.0,0.0,0.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,14866
ABB,2026-01-27,5800.0,5.0,500.0,602.0,2125.0,5172.0,-0.087,2026-01-02 12:37,16650
ABB,2026-01-27,5850.0,8.0,125.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,18320
ABB,2026-01-27,5900.0,8.0,125.0,0.0,0.0,5172.0,-0.087,2026-01-02 12:37,20118
ABB,2026-01-27,6000.0,2.6,13125.0,812.0,28250.0,5172.0,-0.087,2026-01-02 12:37,23716
ABB,2026-01-27,6100.0,7.5,875.0,890.3,18875.0,5172.0,-0.087,2026-01-02 12:37,25437
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.1,18600.0,361.9,-0.014,2026-01-02 12:37,42783
ABCAPITAL,2026-01-27,300.0,59.85,843200.0,0.3,210800.0,361.9,-0.014,2026-01-02 12:37,23098
ABCAPITAL,2026-01-27,310.0,46.65,114700.0,0.35,421600.0,361.9,-0.014,2026-01-02 12:37,19349
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.45,164300.0,361.9,-0.014,2026-01-02 12:37,15744
ABCAPITAL,2026-01-27,320.0,30.9,93000.0,0.65,675800.0,361.9,-0.014,2026-01-02 12:37,11705
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,0.75,226300.0,361.9,-0.014,2026-01-02 12:37,8290
ABCAPITAL,2026-01-27,330.0,35.8,133300.0,1.15,877300.0,361.9,-0.014,2026-01-02 12:37,4808
ABCAPITAL,2026-01-27,335.0,26.05,18600.0,1.55,1060200.0,361.9,-0.014,2026-01-02 12:37,2158
ABCAPITAL,2026-01-27,340.0,26.25,251100.0,2.3,970300.0,361.9,-0.014,2026-01-02 12:37,-445
ABCAPITAL,2026-01-27,345.0,24.1,213900.0,3.15,939300.0,361.9,-0.014,2026-01-02 12:37,-1886
ABCAPITAL,2026-01-27,350.0,17.9,2325000.0,4.35,1655400.0,361.9,-0.014,2026-01-02 12:37,-2967
ABCAPITAL,2026-01-27,355.0,15.0,316200.0,5.85,418500.0,361.9,-0.014,2026-01-02 12:37,1163
ABCAPITAL,2026-01-27,360.0,12.0,1897200.0,8.0,948600.0,361.9,-0.014,2026-01-02 12:37,2450
ABCAPITAL,2026-01-27,365.0,9.45,1209000.0,10.25,576600.0,361.9,-0.014,2026-01-02 12:37,6448
ABCAPITAL,2026-01-27,370.0,7.1,2129700.0,13.2,319300.0,361.9,-0.014,2026-01-02 12:37,10372
ABCAPITAL,2026-01-27,375.0,5.55,1996400.0,16.6,220100.0,361.9,-0.014,2026-01-02 12:37,16060
ABCAPITAL,2026-01-27,380.0,4.1,806000.0,20.0,12400.0,361.9,-0.014,2026-01-02 12:37,22508
ABCAPITAL,2026-01-27,385.0,3.1,220100.0,23.95,15500.0,361.9,-0.014,2026-01-02 12:37,28929
ABCAPITAL,2026-01-27,390.0,2.25,864900.0,28.15,77500.0,361.9,-0.014,2026-01-02 12:37,35192
ABCAPITAL,2026-01-27,395.0,1.7,399900.0,0.0,0.0,361.9,-0.014,2026-01-02 12:37,41872
ABCAPITAL,2026-01-27,400.0,1.25,2346700.0,37.1,52700.0,361.9,-0.014,2026-01-02 12:37,48844
ABCAPITAL,2026-01-27,410.0,0.75,260400.0,0.0,0.0,361.9,-0.014,2026-01-02 12:37,65149
ADANIENSOL,2026-01-27,840.0,160.55,2025.0,0.0,0.0,1063.5,1.634,2026-01-02 12:37,15490
ADANIENSOL,2026-01-27,860.0,165.5,4050.0,1.0,37125.0,1063.5,1.634,2026-01-02 12:37,11986
ADANIENSOL,2026-01-27,880.0,0.0,0.0,1.8,29700.0,1063.5,1.634,2026-01-02 12:37,8595
ADANIENSOL,2026-01-27,890.0,0.0,0.0,8.55,2700.0,1063.5,1.634,2026-01-02 12:37,6892
ADANIENSOL,2026-01-27,900.0,125.6,4050.0,1.8,155250.0,1063.5,1.634,2026-01-02 12:37,5194
ADANIENSOL,2026-01-27,910.0,0.0,0.0,2.15,36450.0,1063.5,1.634,2026-01-02 12:37,3682
ADANIENSOL,2026-01-27,920.0,0.0,0.0,3.65,18900.0,1063.5,1.634,2026-01-02 12:37,2175
ADANIENSOL,2026-01-27,930.0,0.0,0.0,4.3,30375.0,1063.5,1.634,2026-01-02 12:37,688
ADANIENSOL,2026-01-27,940.0,0.0,0.0,3.4,100575.0,1063.5,1.634,2026-01-02 12:37,-774
ADANIENSOL,2026-01-27,950.0,110.0,7425.0,4.3,92475.0,1063.5,1.634,2026-01-02 12:37,-2158
ADANIENSOL,2026-01-27,960.0,79.0,2700.0,5.3,35100.0,1063.5,1.634,2026-01-02 12:37,-3365
ADANIENSOL,2026-01-27,970.0,0.0,0.0,0.0,0.0,1063.5,1.634,2026-01-02 12:37,-4574
ADANIENSOL,2026-01-27,980.0,65.0,12825.0,7.6,363150.0,1063.5,1.634,2026-01-02 12:37,-5786
ADANIENSOL,2026-01-27,990.0,82.0,2025.0,0.0,0.0,1063.5,1.634,2026-01-02 12:37,-6814
ADANIENSOL,2026-01-27,1000.0,80.7,212625.0,10.5,215325.0,1063.5,1.634,2026-01-02 12:37,-7631
ADANIENSOL,2026-01-27,1010.0,68.55,16875.0,12.6,47925.0,1063.5,1.634,2026-01-02 12:37,-6547
