Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 13:01,1203.8,32900
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 13:01,1203.8,27230
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 13:01,1203.8,21491
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 13:01,1203.8,18651
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 13:01,1203.8,15831
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 13:01,1203.8,13108
360ONE,2025-12-30,1040.0,129.15,4500.0,0.4,92000.0,2025-12-24 13:01,1203.8,10436
360ONE,2025-12-30,1060.0,86.5,8500.0,0.4,76500.0,2025-12-24 13:01,1203.8,8013
360ONE,2025-12-30,1080.0,124.85,14500.0,0.55,65000.0,2025-12-24 13:01,1203.8,5777
360ONE,2025-12-30,1100.0,104.95,72500.0,0.55,88000.0,2025-12-24 13:01,1203.8,3806
360ONE,2025-12-30,1120.0,90.2,59500.0,0.65,62500.0,2025-12-24 13:01,1203.8,2735
360ONE,2025-12-30,1140.0,68.5,84000.0,0.9,242000.0,2025-12-24 13:01,1203.8,1685
360ONE,2025-12-30,1160.0,52.25,104500.0,1.45,286000.0,2025-12-24 13:01,1203.8,1307
360ONE,2025-12-30,1180.0,27.85,87000.0,3.25,262500.0,2025-12-24 13:01,1203.8,1662
360ONE,2025-12-30,1200.0,12.95,181000.0,9.4,128500.0,2025-12-24 13:01,1203.8,2368
360ONE,2025-12-30,1220.0,5.4,224500.0,20.75,32500.0,2025-12-24 13:01,1203.8,3649
360ONE,2025-12-30,1240.0,1.7,488000.0,28.6,7000.0,2025-12-24 13:01,1203.8,5385
360ONE,2025-12-30,1260.0,0.9,121000.0,128.15,1500.0,2025-12-24 13:01,1203.8,8120
360ONE,2025-12-30,1280.0,0.75,69000.0,137.0,500.0,2025-12-24 13:01,1203.8,11029
360ONE,2025-12-30,1320.0,0.5,81500.0,0.0,0.0,2025-12-24 13:01,1203.8,17139
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 13:01,1203.8,23581
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 13:01,5240.0,67750
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 13:01,5240.0,53680
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 13:01,5240.0,50163
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 13:01,5240.0,46656
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 13:01,5240.0,43272
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 13:01,5240.0,39830
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 13:01,5240.0,36432
