Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,239.15,1500.0,0.0,0.45,27500.0,40000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,28916
360ONE,2026-01-27,1000.0,157.0,25500.0,0.0,0.65,95000.0,149500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,21372
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,0.85,55000.0,46000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,18218
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,0.85,47000.0,22000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,14776
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,1.25,114500.0,120000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,11428
360ONE,2026-01-27,1080.0,63.5,3000.0,0.0,2.0,201500.0,266000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,8343
360ONE,2026-01-27,1100.0,43.2,96500.0,4000.0,4.35,206000.0,400000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,5622
360ONE,2026-01-27,1120.0,34.6,53000.0,18500.0,8.85,291500.0,797500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,3854
360ONE,2026-01-27,1140.0,21.6,106500.0,241500.0,17.0,282000.0,1194500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,2374
360ONE,2026-01-27,1160.0,13.05,243500.0,606000.0,28.85,151000.0,254500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,1495
360ONE,2026-01-27,1180.0,8.15,264500.0,684500.0,43.3,146000.0,48500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,1538
360ONE,2026-01-27,1200.0,5.35,637000.0,888500.0,60.5,146000.0,40500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,2102
360ONE,2026-01-27,1220.0,3.8,436500.0,383500.0,77.05,36500.0,6500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,4106
360ONE,2026-01-27,1240.0,2.75,367000.0,336000.0,96.15,87000.0,3500.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,7484
360ONE,2026-01-27,1260.0,1.85,497000.0,322000.0,118.25,26000.0,2000.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,11149
360ONE,2026-01-27,1280.0,1.5,216500.0,130000.0,81.0,1000.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,16381
360ONE,2026-01-27,1300.0,1.2,307500.0,213000.0,120.0,6000.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,22287
360ONE,2026-01-27,1320.0,0.85,120000.0,41000.0,0.0,0.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,28761
360ONE,2026-01-27,1340.0,0.7,43000.0,14000.0,143.6,0.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,35520
360ONE,2026-01-27,1360.0,0.45,244000.0,138500.0,152.1,4000.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,42358
360ONE,2026-01-27,1380.0,0.4,74500.0,110500.0,0.0,0.0,0.0,1143.9,1163.9,1129.2,-2.239,2026-01-20 10:04:14,49640
ABB,2026-01-27,4100.0,0.0,0.0,0.0,2.5,1000.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,69314
ABB,2026-01-27,4200.0,615.0,125.0,125.0,0.0,0.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,61808
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,58063
ABB,2026-01-27,4300.0,725.0,125.0,0.0,4.5,22000.0,500.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,54311
ABB,2026-01-27,4350.0,0.0,0.0,0.0,3.9,0.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,50668
ABB,2026-01-27,4400.0,786.0,625.0,0.0,4.5,8000.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,47026
ABB,2026-01-27,4450.0,0.0,0.0,0.0,5.25,14500.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,43473
ABB,2026-01-27,4500.0,397.3,625.0,0.0,12.4,31500.0,22000.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,39939
ABB,2026-01-27,4550.0,663.35,500.0,0.0,9.45,5750.0,0.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,36559
ABB,2026-01-27,4600.0,188.85,0.0,250.0,24.75,29625.0,19000.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,33252
ABB,2026-01-27,4650.0,0.0,0.0,0.0,34.3,18125.0,4875.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,29993
ABB,2026-01-27,4700.0,0.0,0.0,0.0,51.45,53875.0,70250.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,26835
ABB,2026-01-27,4750.0,153.0,1250.0,0.0,71.55,9500.0,10000.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,23732
ABB,2026-01-27,4800.0,55.0,20625.0,33000.0,95.85,50250.0,93750.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,20910
ABB,2026-01-27,4850.0,38.0,22000.0,32750.0,124.55,11875.0,16750.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,18124
ABB,2026-01-27,4900.0,22.7,66125.0,83125.0,163.15,41250.0,18875.0,4742.0,4855.0,4742.0,-2.538,2026-01-20 10:04:14,15811
