Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 15:17,1198.0,30453
360ONE,2025-12-30,920.0,0.0,0.0,0.2,1500.0,2025-12-24 15:17,1198.0,25229
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 15:17,1198.0,19937
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 15:17,1198.0,17319
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,28500.0,2025-12-24 15:17,1198.0,14722
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57500.0,2025-12-24 15:17,1198.0,12213
360ONE,2025-12-30,1040.0,129.15,4500.0,0.6,82500.0,2025-12-24 15:17,1198.0,9756
360ONE,2025-12-30,1060.0,86.5,8500.0,0.5,76000.0,2025-12-24 15:17,1198.0,7530
360ONE,2025-12-30,1080.0,124.85,14500.0,0.6,64000.0,2025-12-24 15:17,1198.0,5488
360ONE,2025-12-30,1100.0,101.5,73000.0,0.75,71500.0,2025-12-24 15:17,1198.0,3711
360ONE,2025-12-30,1120.0,90.2,59500.0,0.8,60000.0,2025-12-24 15:17,1198.0,2782
360ONE,2025-12-30,1140.0,61.3,81500.0,1.05,186000.0,2025-12-24 15:17,1198.0,1888
360ONE,2025-12-30,1160.0,42.3,98000.0,1.55,299500.0,2025-12-24 15:17,1198.0,1477
360ONE,2025-12-30,1180.0,25.45,73500.0,3.95,259000.0,2025-12-24 15:17,1198.0,1749
360ONE,2025-12-30,1200.0,10.25,185500.0,10.2,106500.0,2025-12-24 15:17,1198.0,2403
360ONE,2025-12-30,1220.0,3.35,162500.0,22.5,22500.0,2025-12-24 15:17,1198.0,3637
360ONE,2025-12-30,1240.0,1.1,508000.0,28.6,7000.0,2025-12-24 15:17,1198.0,5164
360ONE,2025-12-30,1260.0,0.7,109000.0,128.15,1500.0,2025-12-24 15:17,1198.0,7753
360ONE,2025-12-30,1280.0,0.6,87000.0,137.0,500.0,2025-12-24 15:17,1198.0,10515
360ONE,2025-12-30,1320.0,0.35,104500.0,0.0,0.0,2025-12-24 15:17,1198.0,16412
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 15:17,1198.0,22731
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 15:17,5216.0,63330
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 15:17,5216.0,50288
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 15:17,5216.0,47028
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 15:17,5216.0,43777
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 15:17,5216.0,40650
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 15:17,5216.0,37465
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 15:17,5216.0,34324
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 15:17,5216.0,31157
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 15:17,5216.0,27985
ABB,2025-12-30,4700.0,481.25,125.0,1.65,57125.0,2025-12-24 15:17,5216.0,24866
ABB,2025-12-30,4750.0,431.6,0.0,1.9,14375.0,2025-12-24 15:17,5216.0,22031
ABB,2025-12-30,4800.0,421.15,500.0,1.9,30750.0,2025-12-24 15:17,5216.0,19269
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 15:17,5216.0,16681
ABB,2025-12-30,4900.0,329.25,6500.0,2.15,41500.0,2025-12-24 15:17,5216.0,14083
ABB,2025-12-30,4950.0,261.55,2250.0,2.8,26000.0,2025-12-24 15:17,5216.0,11925
ABB,2025-12-30,5000.0,228.65,46125.0,3.4,80875.0,2025-12-24 15:17,5216.0,9756
ABB,2025-12-30,5050.0,167.75,10000.0,5.75,35375.0,2025-12-24 15:17,5216.0,9197
