Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,2.0,5000.0,6500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,14384
360ONE,2026-01-27,1000.0,0.0,0.0,0.0,2.9,4000.0,0.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,10925
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,4.2,39000.0,64000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,9203
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,6.4,11000.0,24000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,7544
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,9.35,2000.0,4000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,5915
360ONE,2026-01-27,1080.0,130.0,2000.0,0.0,12.25,57500.0,135500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,4342
360ONE,2026-01-27,1100.0,63.9,76000.0,5000.0,19.85,161500.0,427000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,2805
360ONE,2026-01-27,1120.0,0.0,0.0,0.0,26.45,47500.0,125000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,1953
360ONE,2026-01-27,1140.0,38.0,25000.0,35500.0,37.0,51500.0,311500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,906
360ONE,2026-01-27,1160.0,28.0,48000.0,88500.0,46.7,102500.0,227500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,41
360ONE,2026-01-27,1180.0,20.5,117000.0,163500.0,58.35,124000.0,75500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,-770
360ONE,2026-01-27,1200.0,15.75,267000.0,276500.0,68.65,183500.0,28500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,-1240
360ONE,2026-01-27,1220.0,11.2,200000.0,349500.0,84.7,29000.0,10500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,-1164
360ONE,2026-01-27,1240.0,8.95,185500.0,144500.0,98.9,42000.0,7000.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,186
360ONE,2026-01-27,1260.0,6.7,115000.0,62000.0,76.0,5000.0,0.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,1765
360ONE,2026-01-27,1280.0,4.6,129000.0,122500.0,128.0,1000.0,500.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,3872
360ONE,2026-01-27,1300.0,4.15,113000.0,86000.0,126.0,500.0,0.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,6246
360ONE,2026-01-27,1320.0,2.9,69000.0,21500.0,0.0,0.0,0.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,8842
360ONE,2026-01-27,1360.0,1.85,47500.0,36500.0,168.3,3000.0,0.0,1134.6,1184.4,1133.5,-4.083,2026-01-09 14:06:35,14248
ABB,2026-01-27,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,66455
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,62277
ABB,2026-01-27,4300.0,935.0,250.0,0.0,5.8,23625.0,31500.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,58100
ABB,2026-01-27,4350.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,54051
ABB,2026-01-27,4400.0,786.0,625.0,0.0,7.05,0.0,500.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,49993
ABB,2026-01-27,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,45987
ABB,2026-01-27,4500.0,556.25,375.0,0.0,10.5,29625.0,86750.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,41932
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,0.0,0.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,38017
ABB,2026-01-27,4600.0,0.0,0.0,0.0,15.35,16875.0,14500.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,34148
ABB,2026-01-27,4650.0,0.0,0.0,0.0,17.2,4250.0,4000.0,5091.0,5138.0,4983.5,1.394,2026-01-09 14:06:35,30303
