Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,2.0,5000.0,6500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,14433
360ONE,2026-01-27,1000.0,0.0,0.0,0.0,2.9,4000.0,0.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,10948
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,4.2,39000.0,64000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,9213
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,6.4,11000.0,24000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,7541
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,9.35,2000.0,4000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,5900
360ONE,2026-01-27,1080.0,130.0,2000.0,0.0,12.25,57500.0,135500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,4313
360ONE,2026-01-27,1100.0,63.9,76000.0,5000.0,17.5,161000.0,423000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,2763
360ONE,2026-01-27,1120.0,0.0,0.0,0.0,24.3,48000.0,124000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,1936
360ONE,2026-01-27,1140.0,38.05,25000.0,34500.0,33.85,56500.0,305500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,884
360ONE,2026-01-27,1160.0,29.4,47500.0,88000.0,44.9,103000.0,224000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,16
360ONE,2026-01-27,1180.0,21.75,116500.0,162500.0,56.0,125000.0,75000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,-776
360ONE,2026-01-27,1200.0,16.7,266500.0,276000.0,68.65,183500.0,28500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,-1211
360ONE,2026-01-27,1220.0,12.2,200500.0,348000.0,84.7,29000.0,10500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,-1114
360ONE,2026-01-27,1240.0,8.95,185500.0,144500.0,98.9,42000.0,7000.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,255
360ONE,2026-01-27,1260.0,6.7,115000.0,62000.0,76.0,5000.0,0.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,1832
360ONE,2026-01-27,1280.0,5.25,129500.0,122000.0,128.0,1000.0,500.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,3937
360ONE,2026-01-27,1300.0,4.15,113000.0,86000.0,126.0,500.0,0.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,6319
360ONE,2026-01-27,1320.0,3.05,69500.0,21000.0,0.0,0.0,0.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,8914
360ONE,2026-01-27,1360.0,1.85,47500.0,36500.0,168.3,3000.0,0.0,1138.0,1184.4,1135.8,-3.796,2026-01-09 14:01:35,14321
ABB,2026-01-27,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.0,5138.0,4983.5,1.553,2026-01-09 14:01:35,66454
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.0,5138.0,4983.5,1.553,2026-01-09 14:01:35,62279
