Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,2.0,5000.0,6500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,14450
360ONE,2026-01-27,1000.0,0.0,0.0,0.0,2.9,4000.0,0.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,11005
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,4.2,39000.0,64000.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,9290
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,6.5,11000.0,24500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,7638
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,9.35,2000.0,4000.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,6017
360ONE,2026-01-27,1080.0,130.0,2000.0,0.0,14.0,56500.0,137500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,4450
360ONE,2026-01-27,1100.0,60.3,76500.0,5500.0,20.0,163000.0,434500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,2910
360ONE,2026-01-27,1120.0,0.0,0.0,0.0,27.3,46500.0,129500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,2037
360ONE,2026-01-27,1140.0,36.0,25000.0,38000.0,36.85,51000.0,320500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,995
360ONE,2026-01-27,1160.0,27.3,50500.0,92000.0,47.35,103500.0,229000.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,134
360ONE,2026-01-27,1180.0,19.35,117500.0,166000.0,58.35,124000.0,75500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,-672
360ONE,2026-01-27,1200.0,14.5,269000.0,283500.0,75.45,181000.0,31500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,-1140
360ONE,2026-01-27,1220.0,10.55,191000.0,414000.0,89.6,28000.0,11000.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,-1188
360ONE,2026-01-27,1240.0,7.75,180000.0,147500.0,98.9,42000.0,7000.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,128
360ONE,2026-01-27,1260.0,5.6,115000.0,75000.0,76.0,5000.0,0.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,1662
360ONE,2026-01-27,1280.0,4.1,129000.0,125500.0,128.0,1000.0,500.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,3738
360ONE,2026-01-27,1300.0,3.3,111000.0,90000.0,126.0,500.0,0.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,6088
360ONE,2026-01-27,1320.0,2.9,69000.0,21500.0,0.0,0.0,0.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,8652
360ONE,2026-01-27,1360.0,1.6,48500.0,38500.0,168.3,3000.0,0.0,1133.0,1184.4,1133.0,-4.218,2026-01-09 14:16:37,14014
