Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,1500.0,1186.7,-0.411,2025-12-31 13:05,2385
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1186.7,-0.411,2025-12-31 13:05,1657
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1186.7,-0.411,2025-12-31 13:05,1297
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,1500.0,1186.7,-0.411,2025-12-31 13:05,940
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1186.7,-0.411,2025-12-31 13:05,585
360ONE,2026-01-27,1080.0,113.0,2000.0,8.0,13500.0,1186.7,-0.411,2025-12-31 13:05,277
360ONE,2026-01-27,1100.0,0.0,0.0,11.5,15500.0,1186.7,-0.411,2025-12-31 13:05,-26
360ONE,2026-01-27,1120.0,0.0,0.0,19.4,500.0,1186.7,-0.411,2025-12-31 13:05,-329
360ONE,2026-01-27,1140.0,65.7,1000.0,21.65,25000.0,1186.7,-0.411,2025-12-31 13:05,-614
360ONE,2026-01-27,1160.0,51.0,17000.0,29.05,22000.0,1186.7,-0.411,2025-12-31 13:05,-894
360ONE,2026-01-27,1180.0,39.6,40500.0,39.1,37000.0,1186.7,-0.411,2025-12-31 13:05,-1025
360ONE,2026-01-27,1200.0,31.1,239000.0,54.5,60500.0,1186.7,-0.411,2025-12-31 13:05,-1008
360ONE,2026-01-27,1220.0,24.0,40000.0,0.0,0.0,1186.7,-0.411,2025-12-31 13:05,4
360ONE,2026-01-27,1240.0,18.0,14500.0,110.0,500.0,1186.7,-0.411,2025-12-31 13:05,780
360ONE,2026-01-27,1260.0,10.6,23000.0,0.0,0.0,1186.7,-0.411,2025-12-31 13:05,1511
360ONE,2026-01-27,1280.0,10.0,48500.0,113.9,1000.0,1186.7,-0.411,2025-12-31 13:05,2291
360ONE,2026-01-27,1300.0,10.25,4000.0,126.0,1000.0,1186.7,-0.411,2025-12-31 13:05,3183
360ONE,2026-01-27,1320.0,9.15,1000.0,0.0,0.0,1186.7,-0.411,2025-12-31 13:05,4040
