Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 14:18,1202.7,30070
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 14:18,1202.7,24886
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 14:18,1202.7,19634
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 14:18,1202.7,17037
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 14:18,1202.7,14459
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 14:18,1202.7,11979
360ONE,2025-12-30,1040.0,129.15,4500.0,0.5,86000.0,2025-12-24 14:18,1202.7,9550
360ONE,2025-12-30,1060.0,86.5,8500.0,0.5,76500.0,2025-12-24 14:18,1202.7,7358
360ONE,2025-12-30,1080.0,124.85,14500.0,0.65,64000.0,2025-12-24 14:18,1202.7,5352
360ONE,2025-12-30,1100.0,96.6,73500.0,0.6,79500.0,2025-12-24 14:18,1202.7,3610
360ONE,2025-12-30,1120.0,90.2,59500.0,0.7,54500.0,2025-12-24 14:18,1202.7,2702
360ONE,2025-12-30,1140.0,56.35,82000.0,0.9,191500.0,2025-12-24 14:18,1202.7,1850
360ONE,2025-12-30,1160.0,37.9,100500.0,1.5,277500.0,2025-12-24 14:18,1202.7,1457
360ONE,2025-12-30,1180.0,24.05,77000.0,3.4,263500.0,2025-12-24 14:18,1202.7,1714
360ONE,2025-12-30,1200.0,11.0,192000.0,10.25,95000.0,2025-12-24 14:18,1202.7,2408
360ONE,2025-12-30,1220.0,4.15,173000.0,22.65,26000.0,2025-12-24 14:18,1202.7,3695
360ONE,2025-12-30,1240.0,1.3,516500.0,28.6,7000.0,2025-12-24 14:18,1202.7,5279
360ONE,2025-12-30,1260.0,0.65,111500.0,128.15,1500.0,2025-12-24 14:18,1202.7,7944
360ONE,2025-12-30,1280.0,0.5,70000.0,137.0,500.0,2025-12-24 14:18,1202.7,10776
360ONE,2025-12-30,1320.0,0.5,93000.0,0.0,0.0,2025-12-24 14:18,1202.7,16743
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 14:18,1202.7,23090
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 14:18,5250.0,67094
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 14:18,5250.0,53136
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 14:18,5250.0,49648
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 14:18,5250.0,46168
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 14:18,5250.0,42813
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 14:18,5250.0,39399
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 14:18,5250.0,36029
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 14:18,5250.0,32633
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 14:18,5250.0,29232
ABB,2025-12-30,4700.0,481.25,125.0,1.3,58750.0,2025-12-24 14:18,5250.0,25885
ABB,2025-12-30,4750.0,431.6,0.0,1.6,14625.0,2025-12-24 14:18,5250.0,22831
ABB,2025-12-30,4800.0,421.15,500.0,1.45,31000.0,2025-12-24 14:18,5250.0,19850
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 14:18,5250.0,17045
ABB,2025-12-30,4900.0,305.55,6625.0,1.75,42625.0,2025-12-24 14:18,5250.0,14229
ABB,2025-12-30,4950.0,261.55,2250.0,2.7,26000.0,2025-12-24 14:18,5250.0,11849
ABB,2025-12-30,5000.0,255.0,47250.0,2.9,89750.0,2025-12-24 14:18,5250.0,9468
ABB,2025-12-30,5050.0,167.75,10000.0,5.0,38750.0,2025-12-24 14:18,5250.0,8899
ABB,2025-12-30,5100.0,156.9,48500.0,6.75,79125.0,2025-12-24 14:18,5250.0,7543
ABB,2025-12-30,5150.0,109.75,14625.0,11.8,40750.0,2025-12-24 14:18,5250.0,7384
ABB,2025-12-30,5200.0,74.0,70250.0,21.25,63125.0,2025-12-24 14:18,5250.0,6907
ABB,2025-12-30,5250.0,42.35,76375.0,39.9,23750.0,2025-12-24 14:18,5250.0,7370
ABB,2025-12-30,5300.0,23.0,132000.0,66.8,60125.0,2025-12-24 14:18,5250.0,8177
ABB,2025-12-30,5350.0,11.7,43125.0,114.1,5875.0,2025-12-24 14:18,5250.0,9618
ABB,2025-12-30,5400.0,6.6,83750.0,153.1,9500.0,2025-12-24 14:18,5250.0,11385
ABB,2025-12-30,5450.0,3.9,49500.0,0.0,0.0,2025-12-24 14:18,5250.0,13545
ABB,2025-12-30,5500.0,2.8,107125.0,252.9,25250.0,2025-12-24 14:18,5250.0,16062
