Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 13:29,1202.3,31901
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 13:29,1202.3,26393
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 13:29,1202.3,20817
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 13:29,1202.3,18057
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 13:29,1202.3,15318
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 13:29,1202.3,12676
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,92500.0,2025-12-24 13:29,1202.3,10085
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,76500.0,2025-12-24 13:29,1202.3,7744
360ONE,2025-12-30,1080.0,124.85,14500.0,0.55,65000.0,2025-12-24 13:29,1202.3,5589
360ONE,2025-12-30,1100.0,104.95,72500.0,0.55,87500.0,2025-12-24 13:29,1202.3,3700
360ONE,2025-12-30,1120.0,90.2,59500.0,0.65,62500.0,2025-12-24 13:29,1202.3,2711
360ONE,2025-12-30,1140.0,61.05,84000.0,0.95,217500.0,2025-12-24 13:29,1202.3,1741
360ONE,2025-12-30,1160.0,52.25,104500.0,1.3,283500.0,2025-12-24 13:29,1202.3,1334
360ONE,2025-12-30,1180.0,24.6,80000.0,3.3,273500.0,2025-12-24 13:29,1202.3,1720
360ONE,2025-12-30,1200.0,11.85,177500.0,9.7,103500.0,2025-12-24 13:29,1202.3,2411
360ONE,2025-12-30,1220.0,4.55,204000.0,22.3,33000.0,2025-12-24 13:29,1202.3,3667
360ONE,2025-12-30,1240.0,1.55,525500.0,28.6,7000.0,2025-12-24 13:29,1202.3,5306
360ONE,2025-12-30,1260.0,0.8,120500.0,128.15,1500.0,2025-12-24 13:29,1202.3,8053
360ONE,2025-12-30,1280.0,0.6,66000.0,137.0,500.0,2025-12-24 13:29,1202.3,10972
360ONE,2025-12-30,1320.0,0.5,85500.0,0.0,0.0,2025-12-24 13:29,1202.3,17093
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 13:29,1202.3,23563
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 13:29,5243.0,67732
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 13:29,5243.0,53652
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 13:29,5243.0,50133
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 13:29,5243.0,46623
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 13:29,5243.0,43237
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 13:29,5243.0,39792
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 13:29,5243.0,36391
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 13:29,5243.0,32965
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 13:29,5243.0,29534
ABB,2025-12-30,4700.0,481.25,125.0,1.35,60250.0,2025-12-24 13:29,5243.0,26155
ABB,2025-12-30,4750.0,431.6,0.0,1.6,14625.0,2025-12-24 13:29,5243.0,23078
ABB,2025-12-30,4800.0,421.15,500.0,1.7,30500.0,2025-12-24 13:29,5243.0,20074
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 13:29,5243.0,17243
ABB,2025-12-30,4900.0,305.55,6625.0,2.0,43125.0,2025-12-24 13:29,5243.0,14401
ABB,2025-12-30,4950.0,261.55,2250.0,2.7,26000.0,2025-12-24 13:29,5243.0,11997
ABB,2025-12-30,5000.0,248.0,47375.0,3.7,91500.0,2025-12-24 13:29,5243.0,9593
ABB,2025-12-30,5050.0,167.75,10000.0,5.4,39125.0,2025-12-24 13:29,5243.0,8972
ABB,2025-12-30,5100.0,154.1,48625.0,8.5,80500.0,2025-12-24 13:29,5243.0,7602
ABB,2025-12-30,5150.0,108.3,14625.0,14.0,40750.0,2025-12-24 13:29,5243.0,7413
ABB,2025-12-30,5200.0,71.8,71375.0,26.8,64375.0,2025-12-24 13:29,5243.0,6920
ABB,2025-12-30,5250.0,41.9,76000.0,43.45,23125.0,2025-12-24 13:29,5243.0,7345
ABB,2025-12-30,5300.0,22.0,131875.0,77.05,59625.0,2025-12-24 13:29,5243.0,8144
ABB,2025-12-30,5350.0,11.4,42750.0,114.1,5875.0,2025-12-24 13:29,5243.0,9512
ABB,2025-12-30,5400.0,6.5,82750.0,158.8,9625.0,2025-12-24 13:29,5243.0,11275
ABB,2025-12-30,5450.0,4.0,49500.0,0.0,0.0,2025-12-24 13:29,5243.0,13420
ABB,2025-12-30,5500.0,3.1,107375.0,258.0,26125.0,2025-12-24 13:29,5243.0,15930
ABB,2025-12-30,5550.0,2.45,17500.0,0.0,0.0,2025-12-24 13:29,5243.0,18447
ABB,2025-12-30,5600.0,2.1,17500.0,406.0,8750.0,2025-12-24 13:29,5243.0,21697
ABB,2025-12-30,5650.0,1.5,39625.0,0.0,0.0,2025-12-24 13:29,5243.0,24723
ABB,2025-12-30,5700.0,1.05,750.0,438.2,7250.0,2025-12-24 13:29,5243.0,28303
ABB,2025-12-30,5750.0,0.35,11875.0,455.0,1875.0,2025-12-24 13:29,5243.0,31601
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2750.0,2025-12-24 13:29,5243.0,35200
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,2025-12-24 13:29,5243.0,38758
ABB,2025-12-30,5900.0,0.1,15375.0,650.85,500.0,2025-12-24 13:29,5243.0,42473
ABB,2025-12-30,6000.0,0.15,37750.0,755.0,11875.0,2025-12-24 13:29,5243.0,50029
ABB,2025-12-30,6100.0,0.05,15125.0,857.5,29000.0,2025-12-24 13:29,5243.0,57218
ABCAPITAL,2025-12-30,260.0,85.5,282100.0,0.1,182900.0,2025-12-24 13:29,349.95,97724
ABCAPITAL,2025-12-30,270.0,81.75,24800.0,0.0,0.0,2025-12-24 13:29,349.95,85508
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.1,120900.0,2025-12-24 13:29,349.95,71110
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,52700.0,2025-12-24 13:29,349.95,64121
ABCAPITAL,2025-12-30,290.0,61.0,558000.0,0.1,471200.0,2025-12-24 13:29,349.95,57017
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,2025-12-24 13:29,349.95,53738
ABCAPITAL,2025-12-30,300.0,49.1,319300.0,0.15,396800.0,2025-12-24 13:29,349.95,47781
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,93000.0,2025-12-24 13:29,349.95,43141
ABCAPITAL,2025-12-30,310.0,37.75,55800.0,0.15,499100.0,2025-12-24 13:29,349.95,37001
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.15,833900.0,2025-12-24 13:29,349.95,31328
ABCAPITAL,2025-12-30,320.0,33.25,130200.0,0.15,1255500.0,2025-12-24 13:29,349.95,25969
ABCAPITAL,2025-12-30,325.0,27.3,105400.0,0.2,703700.0,2025-12-24 13:29,349.95,21631
ABCAPITAL,2025-12-30,330.0,20.55,232500.0,0.25,1202800.0,2025-12-24 13:29,349.95,17557
ABCAPITAL,2025-12-30,335.0,15.1,226300.0,0.4,1370200.0,2025-12-24 13:29,349.95,14375
