Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1179.4,2025-12-26 20:13,27078
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1179.4,2025-12-26 20:13,22469
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1179.4,2025-12-26 20:13,17787
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1179.4,2025-12-26 20:13,15475
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1179.4,2025-12-26 20:13,13181
360ONE,2025-12-30,1020.0,152.25,0.0,0.3,55000.0,1179.4,2025-12-26 20:13,10978
360ONE,2025-12-30,1040.0,129.15,4500.0,0.35,95000.0,1179.4,2025-12-26 20:13,8823
360ONE,2025-12-30,1060.0,86.5,8500.0,0.35,54000.0,1179.4,2025-12-26 20:13,6924
360ONE,2025-12-30,1080.0,97.4,13000.0,0.5,62500.0,1179.4,2025-12-26 20:13,5166
360ONE,2025-12-30,1100.0,88.5,73000.0,0.45,61500.0,1179.4,2025-12-26 20:13,3612
360ONE,2025-12-30,1120.0,76.35,58500.0,0.5,64000.0,1179.4,2025-12-26 20:13,2846
360ONE,2025-12-30,1140.0,41.0,73500.0,0.55,140500.0,1179.4,2025-12-26 20:13,2126
360ONE,2025-12-30,1160.0,21.65,88000.0,1.6,337000.0,1179.4,2025-12-26 20:13,1683
360ONE,2025-12-30,1180.0,7.2,69500.0,5.5,185500.0,1179.4,2025-12-26 20:13,1934
360ONE,2025-12-30,1200.0,2.7,172500.0,20.65,58500.0,1179.4,2025-12-26 20:13,2506
360ONE,2025-12-30,1220.0,1.0,186500.0,41.6,17500.0,1179.4,2025-12-26 20:13,3518
360ONE,2025-12-30,1240.0,0.8,341500.0,28.6,6500.0,1179.4,2025-12-26 20:13,4957
360ONE,2025-12-30,1260.0,0.55,105500.0,73.1,1500.0,1179.4,2025-12-26 20:13,7156
360ONE,2025-12-30,1280.0,0.45,102500.0,92.15,2000.0,1179.4,2025-12-26 20:13,9555
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1179.4,2025-12-26 20:13,12154
360ONE,2025-12-30,1320.0,0.3,102000.0,0.0,0.0,1179.4,2025-12-26 20:13,14767
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1179.4,2025-12-26 20:13,20404
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5183.0,2025-12-26 20:13,56498
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5183.0,2025-12-26 20:13,44753
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5183.0,2025-12-26 20:13,41817
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5183.0,2025-12-26 20:13,38890
