Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,0.7,88000.0,57000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,28019
360ONE,2026-01-27,1000.0,157.0,25500.0,0.0,0.85,86500.0,98500.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,20345
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,1.1,43500.0,104000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,17128
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,1.7,46000.0,29000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,13600
360ONE,2026-01-27,1060.0,97.25,3000.0,0.0,1.45,88500.0,93000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,10161
360ONE,2026-01-27,1080.0,80.85,3000.0,0.0,1.8,72000.0,124500.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,6929
360ONE,2026-01-27,1100.0,113.0,92500.0,15500.0,2.65,152000.0,680000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,3843
360ONE,2026-01-27,1120.0,94.5,23500.0,71500.0,3.8,107000.0,431000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,2239
360ONE,2026-01-27,1140.0,75.0,42500.0,164500.0,5.65,282500.0,847000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,72
360ONE,2026-01-27,1160.0,58.0,48000.0,330500.0,8.95,420000.0,1217500.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,-1466
360ONE,2026-01-27,1180.0,46.85,82500.0,356000.0,15.1,172500.0,1210000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,-2325
360ONE,2026-01-27,1200.0,33.5,418500.0,3347000.0,23.75,279000.0,1930000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,-2451
360ONE,2026-01-27,1220.0,23.75,410000.0,3075500.0,33.15,86500.0,646000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,-569
360ONE,2026-01-27,1240.0,16.0,509000.0,3999500.0,46.0,72000.0,298000.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,2253
360ONE,2026-01-27,1260.0,10.9,588500.0,3021000.0,62.5,4500.0,5500.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,6034
360ONE,2026-01-27,1280.0,7.4,304000.0,1879000.0,131.8,1000.0,0.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,11132
360ONE,2026-01-27,1300.0,5.15,342500.0,2279000.0,150.5,500.0,0.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,16437
360ONE,2026-01-27,1320.0,3.7,174000.0,614500.0,0.0,0.0,0.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,22386
360ONE,2026-01-27,1360.0,2.1,417000.0,1662500.0,208.65,3000.0,0.0,1201.6,1236.2,1187.0,4.56,2026-01-16 11:26,34707
ABB,2026-01-27,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,72229
ABB,2026-01-27,4200.0,743.6,125.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,64257
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,60282
ABB,2026-01-27,4300.0,644.6,125.0,0.0,4.95,23875.0,1000.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,56297
ABB,2026-01-27,4350.0,0.0,0.0,0.0,2.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,52428
ABB,2026-01-27,4400.0,546.9,625.0,0.0,3.3,250.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,48563
ABB,2026-01-27,4450.0,0.0,0.0,0.0,7.1,9625.0,5500.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,44736
ABB,2026-01-27,4500.0,451.9,375.0,0.0,8.05,35375.0,7500.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,40917
ABB,2026-01-27,4550.0,406.0,500.0,0.0,8.1,8500.0,125.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,37272
ABB,2026-01-27,4600.0,0.0,0.0,0.0,14.0,27625.0,3750.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,33696
ABB,2026-01-27,4650.0,0.0,0.0,0.0,18.0,17375.0,2875.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,30207
ABB,2026-01-27,4700.0,0.0,0.0,0.0,25.0,58875.0,20875.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,26812
ABB,2026-01-27,4750.0,240.95,1000.0,0.0,31.2,6875.0,1625.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,23596
ABB,2026-01-27,4800.0,205.6,750.0,0.0,45.7,68250.0,23125.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,20568
ABB,2026-01-27,4850.0,0.0,0.0,0.0,58.25,1875.0,3625.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,17587
ABB,2026-01-27,4900.0,119.3,11250.0,10625.0,73.65,44375.0,33500.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,14900
ABB,2026-01-27,4950.0,91.55,21875.0,34750.0,100.05,11250.0,10875.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,12310
ABB,2026-01-27,5000.0,68.0,97875.0,108125.0,131.85,100250.0,28875.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,10166
ABB,2026-01-27,5050.0,51.8,36625.0,20500.0,142.0,11750.0,3875.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,8268
ABB,2026-01-27,5100.0,37.4,102875.0,63125.0,200.1,62125.0,1125.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,7292
ABB,2026-01-27,5150.0,27.45,29750.0,10250.0,231.5,29875.0,2375.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,6259
ABB,2026-01-27,5200.0,20.0,180250.0,46125.0,277.55,107375.0,375.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,5773
ABB,2026-01-27,5250.0,15.1,67250.0,15250.0,316.15,20250.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,4715
ABB,2026-01-27,5300.0,11.85,200625.0,41875.0,345.0,42875.0,500.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,6176
ABB,2026-01-27,5350.0,9.5,70250.0,19375.0,406.75,6500.0,375.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,8151
ABB,2026-01-27,5400.0,7.45,191750.0,31125.0,465.55,11000.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,11554
ABB,2026-01-27,5450.0,6.05,26000.0,10125.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,15799
ABB,2026-01-27,5500.0,4.95,127875.0,19500.0,515.05,15500.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,20559
ABB,2026-01-27,5550.0,6.0,27250.0,0.0,608.05,375.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,25286
ABB,2026-01-27,5600.0,3.3,46375.0,6125.0,656.75,17250.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,30879
ABB,2026-01-27,5650.0,1.8,250.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,35678
ABB,2026-01-27,5700.0,2.65,73000.0,250.0,755.1,6875.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,41597
ABB,2026-01-27,5750.0,0.8,9625.0,0.0,804.55,1375.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,47416
ABB,2026-01-27,5800.0,2.25,57875.0,2875.0,854.2,2750.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,53679
ABB,2026-01-27,5850.0,0.35,375.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,60133
ABB,2026-01-27,5900.0,0.25,2625.0,0.0,0.0,0.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,66811
ABB,2026-01-27,6000.0,2.0,47000.0,2875.0,1050.0,28000.0,625.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,80194
ABB,2026-01-27,6100.0,1.3,4750.0,0.0,1153.15,18875.0,0.0,4932.5,4960.0,4905.0,-0.051,2026-01-16 11:26,91396
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.0,0.05,31000.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,77967
ABCAPITAL,2026-01-27,300.0,59.5,756400.0,0.0,0.2,263500.0,15500.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,50005
ABCAPITAL,2026-01-27,310.0,49.35,99200.0,0.0,0.2,356500.0,34100.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,41539
ABCAPITAL,2026-01-27,315.0,44.45,3100.0,0.0,0.3,198400.0,24800.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,35769
ABCAPITAL,2026-01-27,320.0,43.5,37200.0,37200.0,0.35,682000.0,186000.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,29624
ABCAPITAL,2026-01-27,325.0,34.95,24800.0,0.0,0.4,508400.0,89900.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,23970
ABCAPITAL,2026-01-27,330.0,32.95,151900.0,18600.0,0.55,899000.0,375100.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,18511
ABCAPITAL,2026-01-27,335.0,21.7,40300.0,0.0,0.8,629300.0,186000.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,13961
ABCAPITAL,2026-01-27,340.0,21.05,288300.0,0.0,1.25,1258600.0,768800.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,9333
ABCAPITAL,2026-01-27,345.0,20.45,217000.0,6200.0,1.8,806000.0,737800.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,5890
ABCAPITAL,2026-01-27,350.0,13.55,1491100.0,998200.0,2.85,4268700.0,1636800.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,2809
ABCAPITAL,2026-01-27,355.0,10.1,824600.0,666500.0,4.25,1153200.0,1745300.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,3112
ABCAPITAL,2026-01-27,360.0,7.15,2018100.0,2666000.0,6.5,1171800.0,1209000.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,3943
ABCAPITAL,2026-01-27,365.0,4.95,1661600.0,1807300.0,9.2,961000.0,536300.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,6707
ABCAPITAL,2026-01-27,370.0,3.35,2287800.0,2876800.0,12.5,322400.0,223200.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,10040
ABCAPITAL,2026-01-27,375.0,2.3,1546900.0,1571700.0,15.65,186000.0,68200.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,15103
ABCAPITAL,2026-01-27,380.0,1.55,1450800.0,926900.0,20.55,49600.0,27900.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,20734
ABCAPITAL,2026-01-27,385.0,1.15,5229700.0,1314400.0,27.7,58900.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,27173
ABCAPITAL,2026-01-27,390.0,0.8,1692600.0,136400.0,31.55,142600.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,36572
ABCAPITAL,2026-01-27,395.0,0.7,830800.0,24800.0,36.6,3100.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,46136
ABCAPITAL,2026-01-27,400.0,0.5,2523400.0,365800.0,41.25,62000.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,56477
ABCAPITAL,2026-01-27,410.0,0.3,412300.0,68200.0,0.0,0.0,0.0,359.8,363.3,357.6,0.335,2026-01-16 11:26,79523
ADANIENSOL,2026-01-27,760.0,0.0,0.0,0.0,0.0,0.0,0.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,56600
ADANIENSOL,2026-01-27,780.0,0.0,0.0,0.0,0.0,0.0,0.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,50788
ADANIENSOL,2026-01-27,800.0,0.0,0.0,0.0,0.0,0.0,0.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,44976
ADANIENSOL,2026-01-27,820.0,0.0,0.0,0.0,2.0,29025.0,675.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,39165
ADANIENSOL,2026-01-27,830.0,0.0,0.0,0.0,2.65,4725.0,0.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,36282
ADANIENSOL,2026-01-27,840.0,90.4,2025.0,0.0,2.75,99225.0,5400.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,33408
ADANIENSOL,2026-01-27,850.0,0.0,0.0,0.0,3.9,16875.0,17550.0,918.4,929.6,916.0,-0.455,2026-01-16 11:26,30629
