Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1180.7,2025-12-26 14:28,27625
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1180.7,2025-12-26 14:28,22927
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1180.7,2025-12-26 14:28,18155
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1180.7,2025-12-26 14:28,15797
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1180.7,2025-12-26 14:28,13458
360ONE,2025-12-30,1020.0,152.25,0.0,0.3,57000.0,1180.7,2025-12-26 14:28,11210
360ONE,2025-12-30,1040.0,129.15,4500.0,0.3,94000.0,1180.7,2025-12-26 14:28,9014
360ONE,2025-12-30,1060.0,86.5,8500.0,0.3,52500.0,1180.7,2025-12-26 14:28,7072
360ONE,2025-12-30,1080.0,97.4,13000.0,0.45,62500.0,1180.7,2025-12-26 14:28,5269
360ONE,2025-12-30,1100.0,88.5,73000.0,0.5,69000.0,1180.7,2025-12-26 14:28,3669
360ONE,2025-12-30,1120.0,76.35,58500.0,0.55,65000.0,1180.7,2025-12-26 14:28,2872
360ONE,2025-12-30,1140.0,41.0,73500.0,0.75,145000.0,1180.7,2025-12-26 14:28,2122
360ONE,2025-12-30,1160.0,22.25,91000.0,1.7,340500.0,1180.7,2025-12-26 14:28,1656
360ONE,2025-12-30,1180.0,8.0,74500.0,7.0,190000.0,1180.7,2025-12-26 14:28,1908
360ONE,2025-12-30,1200.0,3.0,195500.0,21.95,60000.0,1180.7,2025-12-26 14:28,2470
360ONE,2025-12-30,1220.0,1.3,188000.0,40.5,18000.0,1180.7,2025-12-26 14:28,3544
360ONE,2025-12-30,1240.0,0.85,344500.0,28.6,6500.0,1180.7,2025-12-26 14:28,5055
360ONE,2025-12-30,1260.0,0.5,106500.0,73.1,1500.0,1180.7,2025-12-26 14:28,7327
