Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1179.7,2025-12-26 13:16,28161
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1179.7,2025-12-26 13:16,23390
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1179.7,2025-12-26 13:16,18546
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1179.7,2025-12-26 13:16,16153
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1179.7,2025-12-26 13:16,13778
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1179.7,2025-12-26 13:16,11494
360ONE,2025-12-30,1040.0,129.15,4500.0,0.35,93000.0,1179.7,2025-12-26 13:16,9261
360ONE,2025-12-30,1060.0,86.5,8500.0,0.4,51000.0,1179.7,2025-12-26 13:16,7281
360ONE,2025-12-30,1080.0,104.0,14000.0,0.4,62500.0,1179.7,2025-12-26 13:16,5436
360ONE,2025-12-30,1100.0,88.5,73000.0,0.4,65500.0,1179.7,2025-12-26 13:16,3816
360ONE,2025-12-30,1120.0,76.35,58500.0,0.6,63500.0,1179.7,2025-12-26 13:16,2974
360ONE,2025-12-30,1140.0,44.0,79500.0,0.85,149000.0,1179.7,2025-12-26 13:16,2175
360ONE,2025-12-30,1160.0,21.4,90000.0,1.7,339500.0,1179.7,2025-12-26 13:16,1727
360ONE,2025-12-30,1180.0,9.55,75000.0,7.5,211000.0,1179.7,2025-12-26 13:16,1936
360ONE,2025-12-30,1200.0,3.05,192000.0,20.45,61500.0,1179.7,2025-12-26 13:16,2495
360ONE,2025-12-30,1220.0,1.25,179500.0,40.5,18000.0,1179.7,2025-12-26 13:16,3581
360ONE,2025-12-30,1240.0,0.65,352500.0,28.6,6500.0,1179.7,2025-12-26 13:16,5078
360ONE,2025-12-30,1260.0,0.6,107500.0,73.1,1500.0,1179.7,2025-12-26 13:16,7349
360ONE,2025-12-30,1280.0,0.45,98000.0,92.15,2000.0,1179.7,2025-12-26 13:16,9828
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1179.7,2025-12-26 13:16,12498
360ONE,2025-12-30,1320.0,0.4,103000.0,0.0,0.0,1179.7,2025-12-26 13:16,15182
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1179.7,2025-12-26 13:16,20966
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5216.5,2025-12-26 13:16,60592
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5216.5,2025-12-26 13:16,47882
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5216.5,2025-12-26 13:16,44705
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5216.5,2025-12-26 13:16,41537
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5216.5,2025-12-26 13:16,38492
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,5216.5,2025-12-26 13:16,35387
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5216.5,2025-12-26 13:16,32326
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5216.5,2025-12-26 13:16,29240
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5216.5,2025-12-26 13:16,26148
ABB,2025-12-30,4700.0,481.25,125.0,1.2,54875.0,5216.5,2025-12-26 13:16,23108
ABB,2025-12-30,4750.0,431.6,0.0,1.8,14375.0,5216.5,2025-12-26 13:16,20343
ABB,2025-12-30,4800.0,421.15,500.0,1.25,26625.0,5216.5,2025-12-26 13:16,17649
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,5216.5,2025-12-26 13:16,15110
ABB,2025-12-30,4900.0,318.65,6250.0,1.65,38250.0,5216.5,2025-12-26 13:16,12559
ABB,2025-12-30,4950.0,261.55,2250.0,2.3,25625.0,5216.5,2025-12-26 13:16,10419
ABB,2025-12-30,5000.0,217.75,42875.0,3.95,96750.0,5216.5,2025-12-26 13:16,8278
ABB,2025-12-30,5050.0,175.55,8375.0,5.4,29000.0,5216.5,2025-12-26 13:16,7677
ABB,2025-12-30,5100.0,122.75,45250.0,9.45,69875.0,5216.5,2025-12-26 13:16,6500
ABB,2025-12-30,5150.0,78.5,12500.0,13.8,30125.0,5216.5,2025-12-26 13:16,6256
ABB,2025-12-30,5200.0,46.65,64500.0,30.35,71875.0,5216.5,2025-12-26 13:16,5793
ABB,2025-12-30,5250.0,24.0,94125.0,55.2,18000.0,5216.5,2025-12-26 13:16,6038
ABB,2025-12-30,5300.0,9.8,108875.0,90.0,53250.0,5216.5,2025-12-26 13:16,6887
ABB,2025-12-30,5350.0,4.65,39375.0,139.75,5250.0,5216.5,2025-12-26 13:16,8047
ABB,2025-12-30,5400.0,2.95,79125.0,187.65,9000.0,5216.5,2025-12-26 13:16,9748
ABB,2025-12-30,5450.0,1.55,37125.0,0.0,0.0,5216.5,2025-12-26 13:16,11800
ABB,2025-12-30,5500.0,1.45,95500.0,280.0,20750.0,5216.5,2025-12-26 13:16,14188
ABB,2025-12-30,5550.0,1.25,21000.0,0.0,0.0,5216.5,2025-12-26 13:16,16585
ABB,2025-12-30,5600.0,1.15,22125.0,406.0,8750.0,5216.5,2025-12-26 13:16,19656
ABB,2025-12-30,5650.0,1.35,37125.0,0.0,0.0,5216.5,2025-12-26 13:16,22526
ABB,2025-12-30,5700.0,0.5,625.0,460.3,4250.0,5216.5,2025-12-26 13:16,25940
ABB,2025-12-30,5750.0,0.4,11125.0,455.0,1875.0,5216.5,2025-12-26 13:16,29178
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2375.0,5216.5,2025-12-26 13:16,32591
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,5216.5,2025-12-26 13:16,35982
ABB,2025-12-30,5900.0,0.05,15375.0,650.85,500.0,5216.5,2025-12-26 13:16,39510
ABB,2025-12-30,6000.0,0.1,36250.0,776.0,9500.0,5216.5,2025-12-26 13:16,46691
ABB,2025-12-30,6100.0,0.05,15125.0,857.5,18625.0,5216.5,2025-12-26 13:16,53626
ABCAPITAL,2025-12-30,260.0,89.6,282100.0,0.05,182900.0,349.2,2025-12-26 13:16,91994
ABCAPITAL,2025-12-30,270.0,79.0,24800.0,0.0,0.0,349.2,2025-12-26 13:16,80707
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.05,124000.0,349.2,2025-12-26 13:16,67114
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,86800.0,349.2,2025-12-26 13:16,60534
ABCAPITAL,2025-12-30,290.0,61.0,554900.0,0.05,471200.0,349.2,2025-12-26 13:16,53854
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,349.2,2025-12-26 13:16,50982
ABCAPITAL,2025-12-30,300.0,48.0,313100.0,0.05,387500.0,349.2,2025-12-26 13:16,45448
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,80600.0,349.2,2025-12-26 13:16,41162
ABCAPITAL,2025-12-30,310.0,37.7,52700.0,0.1,486700.0,349.2,2025-12-26 13:16,35431
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.15,827700.0,349.2,2025-12-26 13:16,30151
ABCAPITAL,2025-12-30,320.0,24.5,133300.0,0.15,1255500.0,349.2,2025-12-26 13:16,25190
ABCAPITAL,2025-12-30,325.0,23.15,99200.0,0.1,607600.0,349.2,2025-12-26 13:16,21146
ABCAPITAL,2025-12-30,330.0,19.0,195300.0,0.2,1119100.0,349.2,2025-12-26 13:16,17370
ABCAPITAL,2025-12-30,335.0,14.55,232500.0,0.35,1354700.0,349.2,2025-12-26 13:16,14377
ABCAPITAL,2025-12-30,340.0,10.0,523900.0,1.0,1980900.0,349.2,2025-12-26 13:16,12120
ABCAPITAL,2025-12-30,345.0,6.15,2061500.0,2.5,1357800.0,349.2,2025-12-26 13:16,11150
ABCAPITAL,2025-12-30,350.0,3.65,2318800.0,4.45,1500400.0,349.2,2025-12-26 13:16,12492
ABCAPITAL,2025-12-30,355.0,1.9,1928200.0,8.25,802900.0,349.2,2025-12-26 13:16,14994
ABCAPITAL,2025-12-30,360.0,0.95,2514100.0,12.1,449500.0,349.2,2025-12-26 13:16,18387
ABCAPITAL,2025-12-30,365.0,0.5,2123500.0,17.95,523900.0,349.2,2025-12-26 13:16,23253
ABCAPITAL,2025-12-30,370.0,0.3,2393200.0,26.5,297600.0,349.2,2025-12-26 13:16,28913
ABCAPITAL,2025-12-30,375.0,0.15,2666000.0,27.85,89900.0,349.2,2025-12-26 13:16,36036
ABCAPITAL,2025-12-30,380.0,0.15,1677100.0,32.7,102300.0,349.2,2025-12-26 13:16,45044
ABCAPITAL,2025-12-30,385.0,0.1,663400.0,0.0,0.0,349.2,2025-12-26 13:16,54842
ABCAPITAL,2025-12-30,390.0,0.1,1165600.0,32.05,58900.0,349.2,2025-12-26 13:16,65288
ABCAPITAL,2025-12-30,395.0,0.05,86800.0,0.0,0.0,349.2,2025-12-26 13:16,76162
ABCAPITAL,2025-12-30,400.0,0.05,1097400.0,43.8,9300.0,349.2,2025-12-26 13:16,87258
ADANIENT,2025-12-30,1840.0,0.0,0.0,0.25,1236.0,2232.0,2025-12-26 13:16,299860
ADANIENT,2025-12-30,1880.0,0.0,0.0,0.05,9888.0,2232.0,2025-12-26 13:16,271090
ADANIENT,2025-12-30,1900.2,335.5,8343.0,0.3,97335.0,2232.0,2025-12-26 13:16,256582
ADANIENT,2025-12-30,1920.0,0.0,0.0,0.3,7107.0,2232.0,2025-12-26 13:16,242847
ADANIENT,2025-12-30,1938.95,0.0,0.0,0.3,59946.0,2232.0,2025-12-26 13:16,229450
ADANIENT,2025-12-30,1940.0,0.0,0.0,0.2,7107.0,2232.0,2025-12-26 13:16,228712
ADANIENT,2025-12-30,1960.0,0.0,0.0,0.65,31518.0,2232.0,2025-12-26 13:16,214707
ADANIENT,2025-12-30,1977.75,0.0,0.0,0.35,60564.0,2232.0,2025-12-26 13:16,202331
ADANIENT,2025-12-30,1980.0,0.0,0.0,0.0,0.0,2232.0,2025-12-26 13:16,200774
ADANIENT,2025-12-30,2000.0,228.0,4635.0,0.45,284898.0,2232.0,2025-12-26 13:16,186953
ADANIENT,2025-12-30,2016.55,0.0,0.0,0.4,50058.0,2232.0,2025-12-26 13:16,176088
ADANIENT,2025-12-30,2020.0,0.0,0.0,0.55,41715.0,2232.0,2025-12-26 13:16,173819
ADANIENT,2025-12-30,2035.9,0.0,0.0,0.5,30900.0,2232.0,2025-12-26 13:16,163436
