Symbol,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Spot,%Change,timestamp,Max_Pain
360ONE,2026-01-27,920.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.1,1.169,2026-01-22 10:41:21,31748
360ONE,2026-01-27,960.0,239.15,1500.0,0.0,0.2,23500.0,6000.0,1108.1,1.169,2026-01-22 10:41:21,24506
360ONE,2026-01-27,980.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.1,1.169,2026-01-22 10:41:21,20971
360ONE,2026-01-27,1000.0,111.0,25500.0,3500.0,0.25,47000.0,45500.0,1108.1,1.169,2026-01-22 10:41:21,17400
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,0.25,48500.0,11000.0,1108.1,1.169,2026-01-22 10:41:21,14256
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,0.3,42500.0,3500.0,1108.1,1.169,2026-01-22 10:41:21,10925
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,0.55,610000.0,256000.0,1108.1,1.169,2026-01-22 10:41:21,7680
360ONE,2026-01-27,1080.0,33.5,5000.0,5500.0,2.5,264000.0,144000.0,1108.1,1.169,2026-01-22 10:41:21,5667
360ONE,2026-01-27,1100.0,17.1,110500.0,69500.0,7.55,205500.0,112000.0,1108.1,1.169,2026-01-22 10:41:21,4138
360ONE,2026-01-27,1120.0,8.0,182500.0,320000.0,18.0,75500.0,10000.0,1108.1,1.169,2026-01-22 10:41:21,3324
360ONE,2026-01-27,1140.0,3.45,406500.0,275000.0,34.1,109000.0,2000.0,1108.1,1.169,2026-01-22 10:41:21,3002
360ONE,2026-01-27,1160.0,1.85,241500.0,244500.0,51.1,54000.0,5000.0,1108.1,1.169,2026-01-22 10:41:21,3470
360ONE,2026-01-27,1180.0,1.05,251000.0,122500.0,65.4,120500.0,1500.0,1108.1,1.169,2026-01-22 10:41:21,4528
