Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,2.0,5000.0,6500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,14330
360ONE,2026-01-27,1000.0,0.0,0.0,0.0,2.9,4000.0,0.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,10831
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,3.85,39000.0,62500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,9089
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,6.4,11000.0,24000.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,7411
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,10.05,1500.0,3500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,5763
360ONE,2026-01-27,1080.0,130.0,2000.0,0.0,12.0,57500.0,134000.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,4168
360ONE,2026-01-27,1100.0,65.2,76000.0,4500.0,16.75,163500.0,421500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,2612
360ONE,2026-01-27,1120.0,0.0,0.0,0.0,23.95,48000.0,121500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,1800
360ONE,2026-01-27,1140.0,42.0,25000.0,32500.0,31.85,57000.0,295500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,747
360ONE,2026-01-27,1160.0,32.6,44500.0,83000.0,42.2,103000.0,222000.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,-102
360ONE,2026-01-27,1180.0,24.65,116000.0,148000.0,53.6,126000.0,73500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,-871
360ONE,2026-01-27,1200.0,18.5,266500.0,273500.0,68.65,183500.0,28500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,-1255
360ONE,2026-01-27,1220.0,13.75,201000.0,331000.0,88.65,29000.0,9000.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,-1117
360ONE,2026-01-27,1240.0,9.65,186500.0,139500.0,98.9,42000.0,7000.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,266
360ONE,2026-01-27,1260.0,6.7,115000.0,61500.0,76.0,5000.0,0.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,1853
360ONE,2026-01-27,1280.0,5.45,146000.0,121500.0,128.0,1000.0,500.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,3954
360ONE,2026-01-27,1300.0,4.15,113000.0,86000.0,126.0,500.0,0.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,6377
360ONE,2026-01-27,1320.0,3.1,70000.0,20000.0,0.0,0.0,0.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,9000
360ONE,2026-01-27,1360.0,1.95,47000.0,33000.0,168.3,3000.0,0.0,1145.0,1184.4,1135.8,-3.204,2026-01-09 13:46:50,14468
ABB,2026-01-27,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,66632
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,62457
ABB,2026-01-27,4300.0,935.0,250.0,0.0,5.8,23625.0,31500.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,58281
ABB,2026-01-27,4350.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,54235
ABB,2026-01-27,4400.0,786.0,625.0,0.0,7.05,0.0,500.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,50178
ABB,2026-01-27,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,46174
ABB,2026-01-27,4500.0,556.25,375.0,0.0,11.0,28375.0,84875.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,42121
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,0.0,0.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,38201
ABB,2026-01-27,4600.0,0.0,0.0,0.0,14.75,16875.0,14125.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,34328
ABB,2026-01-27,4650.0,0.0,0.0,0.0,17.2,4250.0,4000.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,30480
ABB,2026-01-27,4700.0,0.0,0.0,0.0,23.6,43250.0,112250.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,26672
ABB,2026-01-27,4750.0,0.0,0.0,0.0,28.6,625.0,2000.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,22985
ABB,2026-01-27,4800.0,0.0,0.0,0.0,35.95,117750.0,617750.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,19401
ABB,2026-01-27,4850.0,0.0,0.0,0.0,44.95,500.0,1125.0,5090.0,5138.0,4983.5,1.374,2026-01-09 13:46:50,15985
