Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,1.8,5500.0,7000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,14170
360ONE,2026-01-27,1000.0,0.0,0.0,0.0,3.55,4000.0,2500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,10741
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,5.05,40500.0,73000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,9034
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,6.65,10500.0,34500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,7389
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,10.0,4000.0,8500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,5778
360ONE,2026-01-27,1080.0,130.0,2000.0,0.0,13.7,56000.0,163000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,4222
360ONE,2026-01-27,1100.0,63.0,76000.0,8500.0,19.2,156500.0,457500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,2698
360ONE,2026-01-27,1120.0,49.0,0.0,500.0,26.0,46000.0,154000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,1867
360ONE,2026-01-27,1140.0,38.6,29000.0,47000.0,35.0,56000.0,388000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,830
360ONE,2026-01-27,1160.0,30.0,54000.0,111000.0,45.25,102500.0,266000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,0
360ONE,2026-01-27,1180.0,22.4,112500.0,179500.0,57.6,122500.0,80500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,-735
360ONE,2026-01-27,1200.0,16.1,272000.0,308500.0,73.1,179000.0,38500.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,-1153
360ONE,2026-01-27,1220.0,11.85,189500.0,436500.0,89.6,28000.0,11000.0,1141.5,1184.4,1130.0,-3.5,2026-01-09 15:11:36,-1086
