Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 13:33,1200.6,31891
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 13:33,1200.6,26387
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 13:33,1200.6,20814
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 13:33,1200.6,18057
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 13:33,1200.6,15320
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 13:33,1200.6,12680
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,92500.0,2025-12-24 13:33,1200.6,10091
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,76500.0,2025-12-24 13:33,1200.6,7752
360ONE,2025-12-30,1080.0,124.85,14500.0,0.55,65000.0,2025-12-24 13:33,1200.6,5599
360ONE,2025-12-30,1100.0,104.95,72500.0,0.55,87000.0,2025-12-24 13:33,1200.6,3712
360ONE,2025-12-30,1120.0,90.2,59500.0,0.65,62500.0,2025-12-24 13:33,1200.6,2723
360ONE,2025-12-30,1140.0,61.05,84000.0,1.0,217000.0,2025-12-24 13:33,1200.6,1755
360ONE,2025-12-30,1160.0,52.25,104500.0,1.3,283500.0,2025-12-24 13:33,1200.6,1347
360ONE,2025-12-30,1180.0,24.6,79000.0,3.45,273500.0,2025-12-24 13:33,1200.6,1733
360ONE,2025-12-30,1200.0,11.5,177000.0,10.0,103500.0,2025-12-24 13:33,1200.6,2415
360ONE,2025-12-30,1220.0,4.4,210000.0,22.3,33000.0,2025-12-24 13:33,1200.6,3658
360ONE,2025-12-30,1240.0,1.45,525000.0,28.6,7000.0,2025-12-24 13:33,1200.6,5306
360ONE,2025-12-30,1260.0,0.85,119500.0,128.15,1500.0,2025-12-24 13:33,1200.6,8055
360ONE,2025-12-30,1280.0,0.6,66000.0,137.0,500.0,2025-12-24 13:33,1200.6,10981
360ONE,2025-12-30,1320.0,0.55,87500.0,0.0,0.0,2025-12-24 13:33,1200.6,17114
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 13:33,1200.6,23605
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 13:33,5239.0,67734
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 13:33,5239.0,53666
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 13:33,5239.0,50150
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 13:33,5239.0,46643
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 13:33,5239.0,43260
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 13:33,5239.0,39818
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 13:33,5239.0,36421
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 13:33,5239.0,32998
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 13:33,5239.0,29569
ABB,2025-12-30,4700.0,481.25,125.0,1.35,60250.0,2025-12-24 13:33,5239.0,26194
ABB,2025-12-30,4750.0,431.6,0.0,1.6,14625.0,2025-12-24 13:33,5239.0,23120
ABB,2025-12-30,4800.0,421.15,500.0,1.7,30500.0,2025-12-24 13:33,5239.0,20119
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 13:33,5239.0,17291
