Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1213.8,1.142,2026-01-05 12:25,3471
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1213.8,1.142,2026-01-05 12:25,2211
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1213.8,1.142,2026-01-05 12:25,1585
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1213.8,1.142,2026-01-05 12:25,962
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1213.8,1.142,2026-01-05 12:25,343
360ONE,2026-01-27,1080.0,124.95,2000.0,3.75,15000.0,1213.8,1.142,2026-01-05 12:25,-230
360ONE,2026-01-27,1100.0,0.0,0.0,5.75,54000.0,1213.8,1.142,2026-01-05 12:25,-789
360ONE,2026-01-27,1120.0,0.0,0.0,8.7,36000.0,1213.8,1.142,2026-01-05 12:25,-1290
360ONE,2026-01-27,1140.0,74.7,1500.0,12.1,26500.0,1213.8,1.142,2026-01-05 12:25,-1719
360ONE,2026-01-27,1160.0,68.0,14000.0,17.35,38500.0,1213.8,1.142,2026-01-05 12:25,-2082
360ONE,2026-01-27,1180.0,53.25,30000.0,23.25,55500.0,1213.8,1.142,2026-01-05 12:25,-2291
360ONE,2026-01-27,1200.0,40.6,286500.0,33.15,78500.0,1213.8,1.142,2026-01-05 12:25,-2326
360ONE,2026-01-27,1220.0,31.65,131000.0,40.0,2000.0,1213.8,1.142,2026-01-05 12:25,-759
360ONE,2026-01-27,1240.0,23.25,69000.0,64.9,500.0,1213.8,1.142,2026-01-05 12:25,577
360ONE,2026-01-27,1260.0,17.3,81500.0,66.9,1000.0,1213.8,1.142,2026-01-05 12:25,1803
360ONE,2026-01-27,1280.0,12.9,135000.0,113.9,1000.0,1213.8,1.142,2026-01-05 12:25,3171
360ONE,2026-01-27,1300.0,9.2,175500.0,126.0,500.0,1213.8,1.142,2026-01-05 12:25,4840
360ONE,2026-01-27,1320.0,6.3,8500.0,0.0,0.0,1213.8,1.142,2026-01-05 12:25,6853
360ONE,2026-01-27,1360.0,3.95,58000.0,0.0,0.0,1213.8,1.142,2026-01-05 12:25,10609
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5182.0,-0.451,2026-01-05 12:25,37487
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,33103
ABB,2026-01-27,4500.0,0.0,0.0,3.65,4000.0,5182.0,-0.451,2026-01-05 12:25,28754
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,26573
ABB,2026-01-27,4600.0,0.0,0.0,8.0,125.0,5182.0,-0.451,2026-01-05 12:25,24429
ABB,2026-01-27,4650.0,0.0,0.0,4.1,2500.0,5182.0,-0.451,2026-01-05 12:25,22253
ABB,2026-01-27,4700.0,0.0,0.0,6.25,18250.0,5182.0,-0.451,2026-01-05 12:25,20088
ABB,2026-01-27,4750.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,18004
ABB,2026-01-27,4800.0,0.0,0.0,11.65,25250.0,5182.0,-0.451,2026-01-05 12:25,15932
ABB,2026-01-27,4850.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,13956
ABB,2026-01-27,4900.0,0.0,0.0,20.85,12500.0,5182.0,-0.451,2026-01-05 12:25,12010
ABB,2026-01-27,4950.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,10100
ABB,2026-01-27,5000.0,240.0,10250.0,36.4,74500.0,5182.0,-0.451,2026-01-05 12:25,8216
ABB,2026-01-27,5050.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,6731
ABB,2026-01-27,5100.0,167.15,23500.0,63.7,42875.0,5182.0,-0.451,2026-01-05 12:25,5271
ABB,2026-01-27,5150.0,133.25,17875.0,81.7,21625.0,5182.0,-0.451,2026-01-05 12:25,4263
ABB,2026-01-27,5200.0,107.35,126500.0,104.15,105250.0,5182.0,-0.451,2026-01-05 12:25,3393
ABB,2026-01-27,5250.0,84.75,27875.0,130.8,16625.0,5182.0,-0.451,2026-01-05 12:25,3883
ABB,2026-01-27,5300.0,65.35,67000.0,160.3,22500.0,5182.0,-0.451,2026-01-05 12:25,4353
ABB,2026-01-27,5350.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,5328
ABB,2026-01-27,5400.0,37.6,57250.0,240.0,5625.0,5182.0,-0.451,2026-01-05 12:25,6226
ABB,2026-01-27,5450.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,7519
ABB,2026-01-27,5500.0,20.7,49375.0,266.0,17125.0,5182.0,-0.451,2026-01-05 12:25,8732
ABB,2026-01-27,5550.0,0.0,0.0,330.0,125.0,5182.0,-0.451,2026-01-05 12:25,9923
ABB,2026-01-27,5600.0,12.5,20875.0,393.75,17125.0,5182.0,-0.451,2026-01-05 12:25,11465
ABB,2026-01-27,5650.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,12552
ABB,2026-01-27,5700.0,8.0,46000.0,498.95,5750.0,5182.0,-0.451,2026-01-05 12:25,14288
ABB,2026-01-27,5750.0,0.0,0.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,16032
ABB,2026-01-27,5800.0,5.65,5750.0,542.15,2250.0,5182.0,-0.451,2026-01-05 12:25,18026
ABB,2026-01-27,5850.0,4.25,375.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,19942
ABB,2026-01-27,5900.0,8.0,125.0,0.0,0.0,5182.0,-0.451,2026-01-05 12:25,21978
ABB,2026-01-27,6000.0,2.9,15000.0,812.0,28250.0,5182.0,-0.451,2026-01-05 12:25,26052
ABB,2026-01-27,6100.0,7.5,875.0,855.0,18500.0,5182.0,-0.451,2026-01-05 12:25,28269
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.15,21700.0,366.05,1.329,2026-01-05 12:25,41744
ABCAPITAL,2026-01-27,300.0,66.9,843200.0,0.25,204600.0,366.05,1.329,2026-01-05 12:25,21786
ABCAPITAL,2026-01-27,310.0,46.65,114700.0,0.3,381300.0,366.05,1.329,2026-01-05 12:25,18491
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.45,164300.0,366.05,1.329,2026-01-05 12:25,14797
ABCAPITAL,2026-01-27,320.0,44.4,93000.0,0.55,669600.0,366.05,1.329,2026-01-05 12:25,10666
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,0.75,269700.0,366.05,1.329,2026-01-05 12:25,7290
ABCAPITAL,2026-01-27,330.0,37.65,133300.0,0.95,843200.0,366.05,1.329,2026-01-05 12:25,3732
ABCAPITAL,2026-01-27,335.0,29.5,15500.0,1.35,325500.0,366.05,1.329,2026-01-05 12:25,1037
ABCAPITAL,2026-01-27,340.0,28.55,235600.0,1.85,1013700.0,366.05,1.329,2026-01-05 12:25,-1907
ABCAPITAL,2026-01-27,345.0,24.3,217000.0,2.45,1085000.0,366.05,1.329,2026-01-05 12:25,-3744
ABCAPITAL,2026-01-27,350.0,20.85,1283400.0,3.4,1643000.0,366.05,1.329,2026-01-05 12:25,-5153
ABCAPITAL,2026-01-27,355.0,17.0,334800.0,4.75,536300.0,366.05,1.329,2026-01-05 12:25,-3244
ABCAPITAL,2026-01-27,360.0,13.8,1794900.0,6.45,1106700.0,366.05,1.329,2026-01-05 12:25,-2701
ABCAPITAL,2026-01-27,365.0,11.0,1416700.0,8.55,871100.0,366.05,1.329,2026-01-05 12:25,739
ABCAPITAL,2026-01-27,370.0,8.45,2359100.0,11.15,480500.0,366.05,1.329,2026-01-05 12:25,4376
ABCAPITAL,2026-01-27,375.0,6.6,1317500.0,14.0,210800.0,366.05,1.329,2026-01-05 12:25,10076
ABCAPITAL,2026-01-27,380.0,5.05,1577900.0,19.25,12400.0,366.05,1.329,2026-01-05 12:25,15657
ABCAPITAL,2026-01-27,385.0,3.85,7939100.0,21.5,18600.0,366.05,1.329,2026-01-05 12:25,22231
ABCAPITAL,2026-01-27,390.0,2.85,1670900.0,28.15,80600.0,366.05,1.329,2026-01-05 12:25,35028
ABCAPITAL,2026-01-27,395.0,2.15,601400.0,0.0,0.0,366.05,1.329,2026-01-05 12:25,45934
ABCAPITAL,2026-01-27,400.0,1.6,2585400.0,37.25,62000.0,366.05,1.329,2026-01-05 12:25,57020
ABCAPITAL,2026-01-27,410.0,0.9,486700.0,0.0,0.0,366.05,1.329,2026-01-05 12:25,81764
ADANIENSOL,2026-01-27,840.0,160.55,2025.0,0.0,0.0,1055.4,-0.236,2026-01-05 12:25,18954
ADANIENSOL,2026-01-27,860.0,165.5,4050.0,1.0,36450.0,1055.4,-0.236,2026-01-05 12:25,15299
ADANIENSOL,2026-01-27,880.0,0.0,0.0,1.8,29700.0,1055.4,-0.236,2026-01-05 12:25,11757
ADANIENSOL,2026-01-27,890.0,0.0,0.0,8.55,2700.0,1055.4,-0.236,2026-01-05 12:25,9978
ADANIENSOL,2026-01-27,900.0,125.6,4050.0,1.65,157950.0,1055.4,-0.236,2026-01-05 12:25,8205
ADANIENSOL,2026-01-27,910.0,0.0,0.0,1.95,42525.0,1055.4,-0.236,2026-01-05 12:25,6622
ADANIENSOL,2026-01-27,920.0,135.25,2025.0,3.65,18900.0,1055.4,-0.236,2026-01-05 12:25,5047
ADANIENSOL,2026-01-27,930.0,0.0,0.0,4.3,30375.0,1055.4,-0.236,2026-01-05 12:25,3523
ADANIENSOL,2026-01-27,940.0,0.0,0.0,3.75,97200.0,1055.4,-0.236,2026-01-05 12:25,1995
ADANIENSOL,2026-01-27,950.0,110.0,7425.0,4.25,86400.0,1055.4,-0.236,2026-01-05 12:25,541
