Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 13:15,1201.8,32366
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 13:15,1201.8,26788
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 13:15,1201.8,21142
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 13:15,1201.8,18347
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 13:15,1201.8,15573
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 13:15,1201.8,12896
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,92500.0,2025-12-24 13:15,1201.8,10270
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,76500.0,2025-12-24 13:15,1201.8,7894
360ONE,2025-12-30,1080.0,124.85,14500.0,0.55,65000.0,2025-12-24 13:15,1201.8,5704
360ONE,2025-12-30,1100.0,104.95,72500.0,0.55,87500.0,2025-12-24 13:15,1201.8,3780
360ONE,2025-12-30,1120.0,90.2,59500.0,0.65,62500.0,2025-12-24 13:15,1201.8,2756
360ONE,2025-12-30,1140.0,68.5,84000.0,0.95,220500.0,2025-12-24 13:15,1201.8,1751
360ONE,2025-12-30,1160.0,52.25,104500.0,1.4,283500.0,2025-12-24 13:15,1201.8,1378
360ONE,2025-12-30,1180.0,25.35,82500.0,3.3,280500.0,2025-12-24 13:15,1201.8,1732
360ONE,2025-12-30,1200.0,11.6,178500.0,10.1,111000.0,2025-12-24 13:15,1201.8,2423
360ONE,2025-12-30,1220.0,4.5,206500.0,22.75,33000.0,2025-12-24 13:15,1201.8,3670
360ONE,2025-12-30,1240.0,1.4,522500.0,28.6,7000.0,2025-12-24 13:15,1201.8,5320
360ONE,2025-12-30,1260.0,0.8,120500.0,128.15,1500.0,2025-12-24 13:15,1201.8,8064
360ONE,2025-12-30,1280.0,0.6,67500.0,137.0,500.0,2025-12-24 13:15,1201.8,10990
360ONE,2025-12-30,1320.0,0.45,83000.0,0.0,0.0,2025-12-24 13:15,1201.8,17129
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 13:15,1201.8,23607
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 13:15,5239.0,67826
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 13:15,5239.0,53746
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 13:15,5239.0,50226
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 13:15,5239.0,46716
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 13:15,5239.0,43331
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 13:15,5239.0,39886
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 13:15,5239.0,36485
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 13:15,5239.0,33059
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 13:15,5239.0,29627
ABB,2025-12-30,4700.0,481.25,125.0,1.35,60250.0,2025-12-24 13:15,5239.0,26249
ABB,2025-12-30,4750.0,431.6,0.0,1.6,14625.0,2025-12-24 13:15,5239.0,23172
ABB,2025-12-30,4800.0,421.15,500.0,1.7,30500.0,2025-12-24 13:15,5239.0,20168
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 13:15,5239.0,17337
ABB,2025-12-30,4900.0,305.55,6625.0,2.25,43125.0,2025-12-24 13:15,5239.0,14495
ABB,2025-12-30,4950.0,261.55,2250.0,2.7,26000.0,2025-12-24 13:15,5239.0,12090
ABB,2025-12-30,5000.0,251.15,47375.0,3.7,91500.0,2025-12-24 13:15,5239.0,9685
ABB,2025-12-30,5050.0,167.75,10000.0,5.4,39125.0,2025-12-24 13:15,5239.0,9079
ABB,2025-12-30,5100.0,154.1,48625.0,8.9,79875.0,2025-12-24 13:15,5239.0,7710
ABB,2025-12-30,5150.0,110.8,14500.0,14.0,40750.0,2025-12-24 13:15,5239.0,7514
ABB,2025-12-30,5200.0,72.7,71625.0,26.55,64125.0,2025-12-24 13:15,5239.0,7020
ABB,2025-12-30,5250.0,41.55,76125.0,44.8,22750.0,2025-12-24 13:15,5239.0,7452
ABB,2025-12-30,5300.0,21.75,132500.0,74.4,59500.0,2025-12-24 13:15,5239.0,8242
ABB,2025-12-30,5350.0,12.0,42750.0,114.1,5875.0,2025-12-24 13:15,5239.0,9623
ABB,2025-12-30,5400.0,6.55,82875.0,158.8,9625.0,2025-12-24 13:15,5239.0,11386
ABB,2025-12-30,5450.0,4.3,49500.0,0.0,0.0,2025-12-24 13:15,5239.0,13529
ABB,2025-12-30,5500.0,3.1,107375.0,258.0,26250.0,2025-12-24 13:15,5239.0,16039
ABB,2025-12-30,5550.0,2.3,17625.0,0.0,0.0,2025-12-24 13:15,5239.0,18552
ABB,2025-12-30,5600.0,2.1,17500.0,406.0,8750.0,2025-12-24 13:15,5239.0,21801
ABB,2025-12-30,5650.0,1.5,39625.0,0.0,0.0,2025-12-24 13:15,5239.0,24826
ABB,2025-12-30,5700.0,1.05,750.0,438.2,7250.0,2025-12-24 13:15,5239.0,28406
ABB,2025-12-30,5750.0,0.35,11875.0,455.0,1875.0,2025-12-24 13:15,5239.0,31703
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2750.0,2025-12-24 13:15,5239.0,35301
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,2025-12-24 13:15,5239.0,38859
ABB,2025-12-30,5900.0,0.1,15375.0,650.85,500.0,2025-12-24 13:15,5239.0,42573
ABB,2025-12-30,6000.0,0.15,37750.0,755.0,11875.0,2025-12-24 13:15,5239.0,50128
ABB,2025-12-30,6100.0,0.05,15125.0,856.7,30250.0,2025-12-24 13:15,5239.0,57316
ABCAPITAL,2025-12-30,260.0,85.5,282100.0,0.1,182900.0,2025-12-24 13:15,349.35,98007
ABCAPITAL,2025-12-30,270.0,81.75,24800.0,0.0,0.0,2025-12-24 13:15,349.35,85773
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.1,120900.0,2025-12-24 13:15,349.35,71356
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,52700.0,2025-12-24 13:15,349.35,64358
ABCAPITAL,2025-12-30,290.0,61.0,558000.0,0.1,471200.0,2025-12-24 13:15,349.35,57245
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,2025-12-24 13:15,349.35,53957
ABCAPITAL,2025-12-30,300.0,49.1,319300.0,0.15,396800.0,2025-12-24 13:15,349.35,47990
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,93000.0,2025-12-24 13:15,349.35,43341
ABCAPITAL,2025-12-30,310.0,37.75,55800.0,0.15,499100.0,2025-12-24 13:15,349.35,37192
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.15,833900.0,2025-12-24 13:15,349.35,31509
ABCAPITAL,2025-12-30,320.0,33.25,130200.0,0.15,1258600.0,2025-12-24 13:15,349.35,26141
ABCAPITAL,2025-12-30,325.0,27.3,105400.0,0.2,703700.0,2025-12-24 13:15,349.35,21795
ABCAPITAL,2025-12-30,330.0,19.5,232500.0,0.25,1221400.0,2025-12-24 13:15,349.35,17714
ABCAPITAL,2025-12-30,335.0,15.1,226300.0,0.45,1370200.0,2025-12-24 13:15,349.35,14508
ABCAPITAL,2025-12-30,340.0,10.8,672700.0,1.0,1965400.0,2025-12-24 13:15,349.35,11958
ABCAPITAL,2025-12-30,345.0,6.95,2145200.0,2.2,1463200.0,2025-12-24 13:15,349.35,10976
ABCAPITAL,2025-12-30,350.0,4.0,2290900.0,4.3,1649200.0,2025-12-24 13:15,349.35,12438
ABCAPITAL,2025-12-30,355.0,2.25,2582300.0,7.8,1047800.0,2025-12-24 13:15,349.35,14909
ABCAPITAL,2025-12-30,360.0,1.25,2938800.0,11.65,589000.0,2025-12-24 13:15,349.35,18750
ABCAPITAL,2025-12-30,365.0,0.7,2151400.0,14.9,527000.0,2025-12-24 13:15,349.35,24273
ABCAPITAL,2025-12-30,370.0,0.45,2737300.0,20.75,291400.0,2025-12-24 13:15,349.35,30820
ABCAPITAL,2025-12-30,375.0,0.35,2731100.0,24.35,80600.0,2025-12-24 13:15,349.35,39034
ABCAPITAL,2025-12-30,380.0,0.2,1729800.0,28.75,102300.0,2025-12-24 13:15,349.35,49035
ABCAPITAL,2025-12-30,385.0,0.15,703700.0,0.0,0.0,2025-12-24 13:15,349.35,59793
ABCAPITAL,2025-12-30,390.0,0.15,1165600.0,32.05,58900.0,2025-12-24 13:15,349.35,71172
ABCAPITAL,2025-12-30,395.0,0.15,195300.0,0.0,0.0,2025-12-24 13:15,349.35,82983
ABCAPITAL,2025-12-30,400.0,0.05,1249300.0,43.8,9300.0,2025-12-24 13:15,349.35,95065
ADANIENT,2025-12-30,1840.0,0.0,0.0,1.0,3399.0,2025-12-24 13:15,2237.8,313754
ADANIENT,2025-12-30,1880.0,0.0,0.0,0.55,15759.0,2025-12-24 13:15,2237.8,283148
ADANIENT,2025-12-30,1900.2,355.0,9579.0,0.6,98880.0,2025-12-24 13:15,2237.8,267723
ADANIENT,2025-12-30,1920.0,0.0,0.0,1.1,8343.0,2025-12-24 13:15,2237.8,253153
ADANIENT,2025-12-30,1938.95,0.0,0.0,1.0,73542.0,2025-12-24 13:15,2237.8,238904
ADANIENT,2025-12-30,1940.0,0.0,0.0,1.25,9888.0,2025-12-24 13:15,2237.8,238114
ADANIENT,2025-12-30,1960.0,0.0,0.0,0.7,44187.0,2025-12-24 13:15,2237.8,223242
ADANIENT,2025-12-30,1977.75,0.0,0.0,0.7,62727.0,2025-12-24 13:15,2237.8,210120
ADANIENT,2025-12-30,1980.0,0.0,0.0,0.0,0.0,2025-12-24 13:15,2237.8,208466
ADANIENT,2025-12-30,2000.0,247.5,4635.0,0.8,326304.0,2025-12-24 13:15,2237.8,193809
ADANIENT,2025-12-30,2016.55,0.0,0.0,0.95,57474.0,2025-12-24 13:15,2237.8,182317
ADANIENT,2025-12-30,2020.0,0.0,0.0,1.0,48513.0,2025-12-24 13:15,2237.8,179917
ADANIENT,2025-12-30,2035.9,0.0,0.0,1.1,36462.0,2025-12-24 13:15,2237.8,168954
ADANIENT,2025-12-30,2040.0,0.0,0.0,1.15,44496.0,2025-12-24 13:15,2237.8,166140
ADANIENT,2025-12-30,2055.3,0.0,0.0,1.3,75087.0,2025-12-24 13:15,2237.8,155714
ADANIENT,2025-12-30,2060.0,0.0,0.0,1.3,33063.0,2025-12-24 13:15,2237.8,152539
ADANIENT,2025-12-30,2074.7,0.0,0.0,2.55,31827.0,2025-12-24 13:15,2237.8,142682
ADANIENT,2025-12-30,2080.0,170.0,1236.0,1.75,69834.0,2025-12-24 13:15,2237.8,139138
ADANIENT,2025-12-30,2094.1,154.95,0.0,1.85,25029.0,2025-12-24 13:15,2237.8,129842
ADANIENT,2025-12-30,2100.0,150.2,45732.0,2.15,369255.0,2025-12-24 13:15,2237.8,125958
ADANIENT,2025-12-30,2113.5,329.5,309.0,2.55,39552.0,2025-12-24 13:15,2237.8,118250
ADANIENT,2025-12-30,2120.0,110.2,618.0,2.65,262032.0,2025-12-24 13:15,2237.8,114272
ADANIENT,2025-12-30,2132.85,120.05,12360.0,3.35,199923.0,2025-12-24 13:15,2237.8,106683
ADANIENT,2025-12-30,2140.0,110.5,11433.0,3.6,91773.0,2025-12-24 13:15,2237.8,102729
ADANIENT,2025-12-30,2152.25,0.0,0.0,4.35,66744.0,2025-12-24 13:15,2237.8,96033
ADANIENT,2025-12-30,2160.0,90.2,22866.0,4.95,63036.0,2025-12-24 13:15,2237.8,91761
ADANIENT,2025-12-30,2171.65,0.0,0.0,6.2,14832.0,2025-12-24 13:15,2237.8,85658
ADANIENT,2025-12-30,2180.0,72.55,40479.0,7.05,152337.0,2025-12-24 13:15,2237.8,81162
ADANIENT,2025-12-30,2191.05,0.0,0.0,8.95,47586.0,2025-12-24 13:15,2237.8,75623
ADANIENT,2025-12-30,2200.0,56.1,384705.0,10.7,461955.0,2025-12-24 13:15,2237.8,70985
ADANIENT,2025-12-30,2210.45,0.0,0.0,13.0,83121.0,2025-12-24 13:15,2237.8,68169
ADANIENT,2025-12-30,2220.0,41.35,93318.0,15.9,197451.0,2025-12-24 13:15,2237.8,64046
ADANIENT,2025-12-30,2229.8,35.55,68907.0,19.4,177675.0,2025-12-24 13:15,2237.8,60283
ADANIENT,2025-12-30,2240.0,29.35,231132.0,23.8,305910.0,2025-12-24 13:15,2237.8,56444
ADANIENT,2025-12-30,2249.2,25.4,57165.0,0.0,0.0,2025-12-24 13:15,2237.8,53515
ADANIENT,2025-12-30,2260.0,20.45,2005410.0,35.2,409425.0,2025-12-24 13:15,2237.8,50342
ADANIENT,2025-12-30,2268.6,17.4,86520.0,0.0,0.0,2025-12-24 13:15,2237.8,52436
ADANIENT,2025-12-30,2280.0,13.6,386868.0,48.2,191580.0,2025-12-24 13:15,2237.8,51936
ADANIENT,2025-12-30,2288.0,11.65,95172.0,0.0,0.0,2025-12-24 13:15,2237.8,51545
ADANIENT,2025-12-30,2300.0,9.1,2083278.0,63.45,773118.0,2025-12-24 13:15,2237.8,51779
ADANIENT,2025-12-30,2307.35,7.85,122673.0,70.2,55620.0,2025-12-24 13:15,2237.8,50944
ADANIENT,2025-12-30,2320.0,6.2,377907.0,80.7,121746.0,2025-12-24 13:15,2237.8,54618
ADANIENT,2025-12-30,2326.75,5.55,194670.0,83.95,206721.0,2025-12-24 13:15,2237.8,56325
ADANIENT,2025-12-30,2340.0,4.35,366474.0,93.3,153573.0,2025-12-24 13:15,2237.8,60048
ADANIENT,2025-12-30,2346.15,4.0,178911.0,96.05,84666.0,2025-12-24 13:15,2237.8,61578
ADANIENT,2025-12-30,2360.0,3.2,438780.0,109.25,161607.0,2025-12-24 13:15,2237.8,67515
ADANIENT,2025-12-30,2365.55,3.2,165933.0,119.5,150174.0,2025-12-24 13:15,2237.8,68899
ADANIENT,2025-12-30,2380.0,2.45,283662.0,127.3,61182.0,2025-12-24 13:15,2237.8,75450
ADANIENT,2025-12-30,2384.95,2.35,55002.0,147.25,7725.0,2025-12-24 13:15,2237.8,77752
ADANIENT,2025-12-30,2400.0,2.0,2116341.0,156.0,391812.0,2025-12-24 13:15,2237.8,86901
ADANIENT,2025-12-30,2404.3,2.1,76941.0,161.1,41406.0,2025-12-24 13:15,2237.8,84933
ADANIENT,2025-12-30,2420.0,1.6,147393.0,147.75,21012.0,2025-12-24 13:15,2237.8,98055
ADANIENT,2025-12-30,2423.7,1.6,217536.0,178.0,229278.0,2025-12-24 13:15,2237.8,101076
ADANIENT,2025-12-30,2440.0,1.35,314562.0,186.5,43260.0,2025-12-24 13:15,2237.8,112332
ADANIENT,2025-12-30,2443.1,1.4,35844.0,0.0,0.0,2025-12-24 13:15,2237.8,114589
ADANIENT,2025-12-30,2460.0,1.2,224643.0,209.0,66744.0,2025-12-24 13:15,2237.8,131124
ADANIENT,2025-12-30,2462.5,1.15,60564.0,214.5,30591.0,2025-12-24 13:15,2237.8,132274
ADANIENT,2025-12-30,2480.0,1.1,46041.0,225.5,6180.0,2025-12-24 13:15,2237.8,149412
ADANIENT,2025-12-30,2481.9,1.05,62109.0,211.7,41715.0,2025-12-24 13:15,2237.8,151219
ADANIENT,2025-12-30,2500.0,0.95,931017.0,256.0,253998.0,2025-12-24 13:15,2237.8,169021
ADANIENT,2025-12-30,2501.25,0.9,66744.0,160.0,7107.0,2025-12-24 13:15,2237.8,164046
ADANIENT,2025-12-30,2520.0,0.8,38007.0,271.3,16068.0,2025-12-24 13:15,2237.8,185648
ADANIENT,2025-12-30,2520.65,0.75,177366.0,272.8,64272.0,2025-12-24 13:15,2237.8,185972
ADANIENT,2025-12-30,2540.0,0.7,31209.0,0.0,0.0,2025-12-24 13:15,2237.8,207209
ADANIENT,2025-12-30,2540.05,0.65,67671.0,154.3,309.0,2025-12-24 13:15,2237.8,207271
ADANIENT,2025-12-30,2559.45,0.0,0.0,321.0,1854.0,2025-12-24 13:15,2237.8,230499
ADANIENT,2025-12-30,2560.0,0.6,95790.0,153.0,309.0,2025-12-24 13:15,2237.8,231098
ADANIENT,2025-12-30,2578.85,0.0,0.0,340.0,2472.0,2025-12-24 13:15,2237.8,253855
ADANIENT,2025-12-30,2598.2,0.35,26265.0,198.5,3399.0,2025-12-24 13:15,2237.8,277134
ADANIENT,2025-12-30,2600.0,0.55,225261.0,347.3,64581.0,2025-12-24 13:15,2237.8,279246
ADANIENT,2025-12-30,2617.6,0.8,107841.0,365.0,41406.0,2025-12-24 13:15,2237.8,298829
ADANIENT,2025-12-30,2620.0,0.0,0.0,266.6,1236.0,2025-12-24 13:15,2237.8,300336
