Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1180.1,0.034,2026-01-02 10:15,2481
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1180.1,0.034,2026-01-02 10:15,1751
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1180.1,0.034,2026-01-02 10:15,1390
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1180.1,0.034,2026-01-02 10:15,1032
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1180.1,0.034,2026-01-02 10:15,678
360ONE,2026-01-27,1080.0,114.0,2500.0,6.8,14000.0,1180.1,0.034,2026-01-02 10:15,369
360ONE,2026-01-27,1100.0,0.0,0.0,9.5,22000.0,1180.1,0.034,2026-01-02 10:15,74
360ONE,2026-01-27,1120.0,0.0,0.0,14.0,1000.0,1180.1,0.034,2026-01-02 10:15,-216
360ONE,2026-01-27,1140.0,65.7,1500.0,19.55,13000.0,1180.1,0.034,2026-01-02 10:15,-485
360ONE,2026-01-27,1160.0,50.0,15500.0,25.55,21000.0,1180.1,0.034,2026-01-02 10:15,-740
360ONE,2026-01-27,1180.0,38.8,44500.0,34.7,42000.0,1180.1,0.034,2026-01-02 10:15,-882
360ONE,2026-01-27,1200.0,29.25,197000.0,46.1,61000.0,1180.1,0.034,2026-01-02 10:15,-848
360ONE,2026-01-27,1220.0,22.3,50500.0,0.0,0.0,1180.1,0.034,2026-01-02 10:15,-30
360ONE,2026-01-27,1240.0,17.25,15500.0,72.05,1000.0,1180.1,0.034,2026-01-02 10:15,706
360ONE,2026-01-27,1260.0,11.15,38000.0,0.0,0.0,1180.1,0.034,2026-01-02 10:15,1382
360ONE,2026-01-27,1280.0,9.2,53500.0,113.9,1000.0,1180.1,0.034,2026-01-02 10:15,2157
360ONE,2026-01-27,1300.0,8.65,22500.0,126.0,500.0,1180.1,0.034,2026-01-02 10:15,3037
360ONE,2026-01-27,1320.0,9.15,1000.0,0.0,0.0,1180.1,0.034,2026-01-02 10:15,3938
360ONE,2026-01-27,1360.0,3.05,33000.0,0.0,0.0,1180.1,0.034,2026-01-02 10:15,5719
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5171.0,-0.106,2026-01-02 10:15,36050
