Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 13:51,1202.0,31598
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 13:51,1202.0,26158
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 13:51,1202.0,20650
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 13:51,1202.0,17924
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 13:51,1202.0,15219
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 13:51,1202.0,12611
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,92500.0,2025-12-24 13:51,1202.0,10054
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,76500.0,2025-12-24 13:51,1202.0,7747
360ONE,2025-12-30,1080.0,124.85,14500.0,0.65,64000.0,2025-12-24 13:51,1202.0,5626
360ONE,2025-12-30,1100.0,102.7,72500.0,0.5,79500.0,2025-12-24 13:51,1202.0,3769
360ONE,2025-12-30,1120.0,90.2,59500.0,0.6,63000.0,2025-12-24 13:51,1202.0,2779
360ONE,2025-12-30,1140.0,62.15,83000.0,1.0,217000.0,2025-12-24 13:51,1202.0,1827
360ONE,2025-12-30,1160.0,43.5,103000.0,1.35,279500.0,2025-12-24 13:51,1202.0,1437
360ONE,2025-12-30,1180.0,25.0,79000.0,3.3,272000.0,2025-12-24 13:51,1202.0,1727
360ONE,2025-12-30,1200.0,11.8,178000.0,9.45,104000.0,2025-12-24 13:51,1202.0,2417
360ONE,2025-12-30,1220.0,4.2,187500.0,22.2,30000.0,2025-12-24 13:51,1202.0,3674
360ONE,2025-12-30,1240.0,1.35,520000.0,28.6,7000.0,2025-12-24 13:51,1202.0,5267
360ONE,2025-12-30,1260.0,0.8,113000.0,128.15,1500.0,2025-12-24 13:51,1202.0,7953
360ONE,2025-12-30,1280.0,0.5,70000.0,137.0,500.0,2025-12-24 13:51,1202.0,10806
360ONE,2025-12-30,1320.0,0.5,90500.0,0.0,0.0,2025-12-24 13:51,1202.0,16813
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 13:51,1202.0,23190
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 13:51,5247.0,67630
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 13:51,5247.0,53570
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 13:51,5247.0,50056
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 13:51,5247.0,46550
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 13:51,5247.0,43170
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 13:51,5247.0,39730
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 13:51,5247.0,36334
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 13:51,5247.0,32913
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 13:51,5247.0,29486
ABB,2025-12-30,4700.0,481.25,125.0,1.35,60250.0,2025-12-24 13:51,5247.0,26113
ABB,2025-12-30,4750.0,431.6,0.0,1.6,14625.0,2025-12-24 13:51,5247.0,23041
ABB,2025-12-30,4800.0,421.15,500.0,1.75,30625.0,2025-12-24 13:51,5247.0,20042
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 13:51,5247.0,17216
ABB,2025-12-30,4900.0,305.55,6625.0,2.0,43125.0,2025-12-24 13:51,5247.0,14380
ABB,2025-12-30,4950.0,261.55,2250.0,2.7,26000.0,2025-12-24 13:51,5247.0,11982
ABB,2025-12-30,5000.0,248.0,47375.0,3.7,91500.0,2025-12-24 13:51,5247.0,9583
ABB,2025-12-30,5050.0,167.75,10000.0,5.2,38625.0,2025-12-24 13:51,5247.0,8968
ABB,2025-12-30,5100.0,151.25,48500.0,7.8,79875.0,2025-12-24 13:51,5247.0,7602
