Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 15:03,1198.8,30824
360ONE,2025-12-30,920.0,0.0,0.0,0.2,1500.0,2025-12-24 15:03,1198.8,25560
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 15:03,1198.8,20228
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 15:03,1198.8,17591
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,28500.0,2025-12-24 15:03,1198.8,14973
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57500.0,2025-12-24 15:03,1198.8,12444
360ONE,2025-12-30,1040.0,129.15,4500.0,0.55,83000.0,2025-12-24 15:03,1198.8,9967
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,76500.0,2025-12-24 15:03,1198.8,7722
360ONE,2025-12-30,1080.0,124.85,14500.0,0.6,64000.0,2025-12-24 15:03,1198.8,5663
360ONE,2025-12-30,1100.0,98.05,73000.0,0.75,72000.0,2025-12-24 15:03,1198.8,3868
360ONE,2025-12-30,1120.0,90.2,59500.0,0.8,60000.0,2025-12-24 15:03,1198.8,2897
360ONE,2025-12-30,1140.0,57.0,81500.0,1.1,187500.0,2025-12-24 15:03,1198.8,1985
360ONE,2025-12-30,1160.0,40.0,98500.0,1.45,299000.0,2025-12-24 15:03,1198.8,1524
360ONE,2025-12-30,1180.0,23.15,75500.0,4.0,277000.0,2025-12-24 15:03,1198.8,1765
360ONE,2025-12-30,1200.0,9.7,181500.0,11.0,95500.0,2025-12-24 15:03,1198.8,2424
360ONE,2025-12-30,1220.0,3.25,185000.0,24.6,23000.0,2025-12-24 15:03,1198.8,3644
360ONE,2025-12-30,1240.0,0.9,501500.0,28.6,7000.0,2025-12-24 15:03,1198.8,5213
360ONE,2025-12-30,1260.0,0.65,109500.0,128.15,1500.0,2025-12-24 15:03,1198.8,7820
360ONE,2025-12-30,1280.0,0.55,78500.0,137.0,500.0,2025-12-24 15:03,1198.8,10612
360ONE,2025-12-30,1320.0,0.4,105500.0,0.0,0.0,2025-12-24 15:03,1198.8,16533
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 15:03,1198.8,22883
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 15:03,5225.5,64742
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 15:03,5225.5,51384
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 15:03,5225.5,48045
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 15:03,5225.5,44716
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 15:03,5225.5,41510
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 15:03,5225.5,38246
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 15:03,5225.5,35026
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 15:03,5225.5,31780
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 15:03,5225.5,28530
ABB,2025-12-30,4700.0,481.25,125.0,1.35,58000.0,2025-12-24 15:03,5225.5,25332
ABB,2025-12-30,4750.0,431.6,0.0,1.65,14625.0,2025-12-24 15:03,5225.5,22425
ABB,2025-12-30,4800.0,421.15,500.0,1.55,30750.0,2025-12-24 15:03,5225.5,19590
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 15:03,5225.5,16930
ABB,2025-12-30,4900.0,329.25,6500.0,1.9,41875.0,2025-12-24 15:03,5225.5,14258
ABB,2025-12-30,4950.0,261.55,2250.0,2.8,26000.0,2025-12-24 15:03,5225.5,12031
ABB,2025-12-30,5000.0,228.65,46125.0,3.4,82375.0,2025-12-24 15:03,5225.5,9790
ABB,2025-12-30,5050.0,167.75,10000.0,6.3,37250.0,2025-12-24 15:03,5225.5,9166
ABB,2025-12-30,5100.0,137.0,47375.0,9.0,74500.0,2025-12-24 15:03,5225.5,7897
ABB,2025-12-30,5150.0,87.4,14250.0,16.0,38750.0,2025-12-24 15:03,5225.5,7674
ABB,2025-12-30,5200.0,53.3,70375.0,30.1,55250.0,2025-12-24 15:03,5225.5,7198
ABB,2025-12-30,5250.0,29.6,72125.0,55.45,21750.0,2025-12-24 15:03,5225.5,7495
ABB,2025-12-30,5300.0,15.0,127750.0,88.5,57625.0,2025-12-24 15:03,5225.5,8146
ABB,2025-12-30,5350.0,8.0,40500.0,114.1,5875.0,2025-12-24 15:03,5225.5,9313
ABB,2025-12-30,5400.0,4.5,81375.0,153.1,9500.0,2025-12-24 15:03,5225.5,10995
ABB,2025-12-30,5450.0,2.95,50875.0,0.0,0.0,2025-12-24 15:03,5225.5,13057
ABB,2025-12-30,5500.0,2.2,105750.0,275.0,25000.0,2025-12-24 15:03,5225.5,15498
ABB,2025-12-30,5550.0,1.7,15125.0,0.0,0.0,2025-12-24 15:03,5225.5,17913
ABB,2025-12-30,5600.0,1.5,17875.0,406.0,8750.0,2025-12-24 15:03,5225.5,21071
ABB,2025-12-30,5650.0,1.2,37625.0,0.0,0.0,2025-12-24 15:03,5225.5,24006
ABB,2025-12-30,5700.0,1.05,750.0,438.2,7250.0,2025-12-24 15:03,5225.5,27487
ABB,2025-12-30,5750.0,0.5,11875.0,455.0,1875.0,2025-12-24 15:03,5225.5,30686
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2750.0,2025-12-24 15:03,5225.5,34186
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,2025-12-24 15:03,5225.5,37646
ABB,2025-12-30,5900.0,0.1,15375.0,650.85,500.0,2025-12-24 15:03,5225.5,41262
ABB,2025-12-30,6000.0,0.25,37750.0,745.0,11750.0,2025-12-24 15:03,5225.5,48621
ABB,2025-12-30,6100.0,0.05,15125.0,857.5,29000.0,2025-12-24 15:03,5225.5,55633
ABCAPITAL,2025-12-30,260.0,85.5,282100.0,0.1,182900.0,2025-12-24 15:03,348.0,96566
ABCAPITAL,2025-12-30,270.0,81.75,24800.0,0.0,0.0,2025-12-24 15:03,348.0,84586
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.1,120900.0,2025-12-24 15:03,348.0,70423
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,52700.0,2025-12-24 15:03,348.0,63552
ABCAPITAL,2025-12-30,290.0,61.0,558000.0,0.1,471200.0,2025-12-24 15:03,348.0,56566
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,2025-12-24 15:03,348.0,53405
ABCAPITAL,2025-12-30,300.0,49.1,319300.0,0.15,399900.0,2025-12-24 15:03,348.0,47566
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,93000.0,2025-12-24 15:03,348.0,43045
ABCAPITAL,2025-12-30,310.0,37.75,55800.0,0.15,489800.0,2025-12-24 15:03,348.0,37024
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.2,833900.0,2025-12-24 15:03,348.0,31466
ABCAPITAL,2025-12-30,320.0,28.3,130200.0,0.2,1249300.0,2025-12-24 15:03,348.0,26218
ABCAPITAL,2025-12-30,325.0,27.3,105400.0,0.2,703700.0,2025-12-24 15:03,348.0,21921
ABCAPITAL,2025-12-30,330.0,18.3,229400.0,0.3,1202800.0,2025-12-24 15:03,348.0,17958
ABCAPITAL,2025-12-30,335.0,13.55,229400.0,0.5,1317500.0,2025-12-24 15:03,348.0,14822
ABCAPITAL,2025-12-30,340.0,9.65,685100.0,1.25,1974700.0,2025-12-24 15:03,348.0,12320
