Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1181.8,2025-12-26 10:22,27919
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1181.8,2025-12-26 10:22,23157
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1181.8,2025-12-26 10:22,18321
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1181.8,2025-12-26 10:22,15932
360ONE,2025-12-30,1000.0,173.2,3500.0,0.4,30000.0,1181.8,2025-12-26 10:22,13561
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1181.8,2025-12-26 10:22,11280
360ONE,2025-12-30,1040.0,129.15,4500.0,0.5,94500.0,1181.8,2025-12-26 10:22,9052
360ONE,2025-12-30,1060.0,86.5,8500.0,0.65,52000.0,1181.8,2025-12-26 10:22,7077
360ONE,2025-12-30,1080.0,124.85,14000.0,0.6,64500.0,1181.8,2025-12-26 10:22,5240
360ONE,2025-12-30,1100.0,88.5,73000.0,0.75,66500.0,1181.8,2025-12-26 10:22,3661
360ONE,2025-12-30,1120.0,76.35,58500.0,0.9,58000.0,1181.8,2025-12-26 10:22,2831
360ONE,2025-12-30,1140.0,46.85,80000.0,1.1,169000.0,1181.8,2025-12-26 10:22,2035
360ONE,2025-12-30,1160.0,30.45,94500.0,2.5,312000.0,1181.8,2025-12-26 10:22,1651
360ONE,2025-12-30,1180.0,10.9,71000.0,8.35,193000.0,1181.8,2025-12-26 10:22,1933
360ONE,2025-12-30,1200.0,3.9,197000.0,20.2,85000.0,1181.8,2025-12-26 10:22,2451
360ONE,2025-12-30,1220.0,1.4,185500.0,37.15,18000.0,1181.8,2025-12-26 10:22,3521
360ONE,2025-12-30,1240.0,0.55,495500.0,28.6,6500.0,1181.8,2025-12-26 10:22,5052
360ONE,2025-12-30,1260.0,0.35,109500.0,73.1,1500.0,1181.8,2025-12-26 10:22,7637
360ONE,2025-12-30,1280.0,0.3,89500.0,92.15,2000.0,1181.8,2025-12-26 10:22,10427
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1181.8,2025-12-26 10:22,13393
360ONE,2025-12-30,1320.0,0.25,99000.0,0.0,0.0,1181.8,2025-12-26 10:22,16374
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1181.8,2025-12-26 10:22,22734
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5225.0,2025-12-26 10:22,63304
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5225.0,2025-12-26 10:22,50024
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5225.0,2025-12-26 10:22,46705
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5225.0,2025-12-26 10:22,43395
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5225.0,2025-12-26 10:22,40206
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,5225.0,2025-12-26 10:22,36959
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5225.0,2025-12-26 10:22,33756
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5225.0,2025-12-26 10:22,30527
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5225.0,2025-12-26 10:22,27292
ABB,2025-12-30,4700.0,481.25,125.0,1.0,57375.0,5225.0,2025-12-26 10:22,24110
ABB,2025-12-30,4750.0,431.6,0.0,1.8,14375.0,5225.0,2025-12-26 10:22,21216
ABB,2025-12-30,4800.0,421.15,500.0,1.3,29750.0,5225.0,2025-12-26 10:22,18392
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,5225.0,2025-12-26 10:22,15739
ABB,2025-12-30,4900.0,323.4,6375.0,1.85,41875.0,5225.0,2025-12-26 10:22,13073
ABB,2025-12-30,4950.0,261.55,2250.0,2.85,25875.0,5225.0,2025-12-26 10:22,10842
ABB,2025-12-30,5000.0,229.95,44125.0,3.9,95750.0,5225.0,2025-12-26 10:22,8606
ABB,2025-12-30,5050.0,180.0,10000.0,5.45,35000.0,5225.0,2025-12-26 10:22,7994
ABB,2025-12-30,5100.0,138.1,47000.0,7.5,70250.0,5225.0,2025-12-26 10:22,6791
ABB,2025-12-30,5150.0,64.0,13250.0,13.0,32875.0,5225.0,2025-12-26 10:22,6610
ABB,2025-12-30,5200.0,52.0,65750.0,25.5,72500.0,5225.0,2025-12-26 10:22,6105
ABB,2025-12-30,5250.0,26.8,103250.0,51.0,17500.0,5225.0,2025-12-26 10:22,6407
ABB,2025-12-30,5300.0,11.45,109750.0,84.0,57375.0,5225.0,2025-12-26 10:22,7342
