Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Stock_LTP,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,2025-12-24 12:48,1210.0,33572
360ONE,2025-12-30,920.0,0.0,0.0,2.05,1500.0,2025-12-24 12:48,1210.0,27764
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,2025-12-24 12:48,1210.0,21887
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,3000.0,2025-12-24 12:48,1210.0,18978
360ONE,2025-12-30,1000.0,173.2,3500.0,0.25,33000.0,2025-12-24 12:48,1210.0,16089
360ONE,2025-12-30,1020.0,152.25,0.0,0.35,56500.0,2025-12-24 12:48,1210.0,13297
360ONE,2025-12-30,1040.0,129.15,4500.0,0.4,92000.0,2025-12-24 12:48,1210.0,10556
360ONE,2025-12-30,1060.0,86.5,8500.0,0.4,76500.0,2025-12-24 12:48,1210.0,8064
360ONE,2025-12-30,1080.0,124.85,14500.0,0.5,65000.0,2025-12-24 12:48,1210.0,5759
360ONE,2025-12-30,1100.0,110.8,76000.0,0.55,87500.0,2025-12-24 12:48,1210.0,3719
360ONE,2025-12-30,1120.0,90.2,59500.0,0.55,62500.0,2025-12-24 12:48,1210.0,2667
360ONE,2025-12-30,1140.0,70.5,84500.0,0.9,248500.0,2025-12-24 12:48,1210.0,1554
360ONE,2025-12-30,1160.0,52.25,104500.0,1.1,301500.0,2025-12-24 12:48,1210.0,1147
360ONE,2025-12-30,1180.0,31.75,89500.0,2.5,268000.0,2025-12-24 12:48,1210.0,1492
360ONE,2025-12-30,1200.0,17.4,178000.0,7.15,137500.0,2025-12-24 12:48,1210.0,2256
360ONE,2025-12-30,1220.0,7.95,211500.0,17.3,31000.0,2025-12-24 12:48,1210.0,3646
360ONE,2025-12-30,1240.0,2.75,486500.0,28.6,7000.0,2025-12-24 12:48,1210.0,5423
360ONE,2025-12-30,1260.0,1.25,124500.0,128.15,1500.0,2025-12-24 12:48,1210.0,8187
360ONE,2025-12-30,1280.0,0.75,69000.0,137.0,500.0,2025-12-24 12:48,1210.0,11085
360ONE,2025-12-30,1320.0,0.6,80500.0,0.0,0.0,2025-12-24 12:48,1210.0,17166
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,2025-12-24 12:48,1210.0,23575
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,2025-12-24 12:48,5236.0,67949
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,2025-12-24 12:48,5236.0,53836
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,2025-12-24 12:48,5236.0,50308
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,6250.0,2025-12-24 12:48,5236.0,46790
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,2025-12-24 12:48,5236.0,43396
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,2025-12-24 12:48,5236.0,39943
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,2025-12-24 12:48,5236.0,36535
ABB,2025-12-30,4600.0,685.75,0.0,0.55,375.0,2025-12-24 12:48,5236.0,33100
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10875.0,2025-12-24 12:48,5236.0,29661
ABB,2025-12-30,4700.0,481.25,125.0,1.3,61125.0,2025-12-24 12:48,5236.0,26274
ABB,2025-12-30,4750.0,431.6,0.0,1.6,15625.0,2025-12-24 12:48,5236.0,23194
ABB,2025-12-30,4800.0,421.15,500.0,1.7,30500.0,2025-12-24 12:48,5236.0,20190
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,2025-12-24 12:48,5236.0,17361
ABB,2025-12-30,4900.0,305.55,6625.0,2.0,43375.0,2025-12-24 12:48,5236.0,14520
ABB,2025-12-30,4950.0,261.55,2250.0,2.7,26000.0,2025-12-24 12:48,5236.0,12118
ABB,2025-12-30,5000.0,243.3,47250.0,3.85,91750.0,2025-12-24 12:48,5236.0,9717
ABB,2025-12-30,5050.0,167.75,10000.0,5.7,39125.0,2025-12-24 12:48,5236.0,9072
ABB,2025-12-30,5100.0,154.1,48625.0,9.3,80250.0,2025-12-24 12:48,5236.0,7704
ABB,2025-12-30,5150.0,110.8,14500.0,14.65,40750.0,2025-12-24 12:48,5236.0,7510
ABB,2025-12-30,5200.0,70.7,71875.0,28.4,63625.0,2025-12-24 12:48,5236.0,7019
ABB,2025-12-30,5250.0,41.2,76375.0,46.75,22500.0,2025-12-24 12:48,5236.0,7431
