Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1181.8,2025-12-26 12:06,28230
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1181.8,2025-12-26 12:06,23428
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1181.8,2025-12-26 12:06,18552
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1181.8,2025-12-26 12:06,16142
360ONE,2025-12-30,1000.0,173.2,3500.0,0.35,30000.0,1181.8,2025-12-26 12:06,13751
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1181.8,2025-12-26 12:06,11451
360ONE,2025-12-30,1040.0,129.15,4500.0,0.35,94000.0,1181.8,2025-12-26 12:06,9202
360ONE,2025-12-30,1060.0,86.5,8500.0,0.35,51000.0,1181.8,2025-12-26 12:06,7208
360ONE,2025-12-30,1080.0,104.0,14000.0,0.4,62500.0,1181.8,2025-12-26 12:06,5350
360ONE,2025-12-30,1100.0,88.5,73000.0,0.4,65500.0,1181.8,2025-12-26 12:06,3716
360ONE,2025-12-30,1120.0,76.35,58500.0,0.55,62500.0,1181.8,2025-12-26 12:06,2859
360ONE,2025-12-30,1140.0,50.0,79500.0,0.6,162500.0,1181.8,2025-12-26 12:06,2045
360ONE,2025-12-30,1160.0,25.0,91500.0,1.3,331500.0,1181.8,2025-12-26 12:06,1658
360ONE,2025-12-30,1180.0,10.55,76500.0,7.2,210000.0,1181.8,2025-12-26 12:06,1916
360ONE,2025-12-30,1200.0,3.95,193000.0,19.95,65000.0,1181.8,2025-12-26 12:06,2491
360ONE,2025-12-30,1220.0,1.5,196500.0,38.0,18000.0,1181.8,2025-12-26 12:06,3598
360ONE,2025-12-30,1240.0,1.0,363000.0,28.6,6500.0,1181.8,2025-12-26 12:06,5149
360ONE,2025-12-30,1260.0,0.65,106500.0,73.1,1500.0,1181.8,2025-12-26 12:06,7496
360ONE,2025-12-30,1280.0,0.5,96500.0,92.15,2000.0,1181.8,2025-12-26 12:06,10037
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1181.8,2025-12-26 12:06,12765
360ONE,2025-12-30,1320.0,0.4,96500.0,0.0,0.0,1181.8,2025-12-26 12:06,15507
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1181.8,2025-12-26 12:06,21381
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5222.0,2025-12-26 12:06,60801
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5222.0,2025-12-26 12:06,48005
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5222.0,2025-12-26 12:06,44807
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5222.0,2025-12-26 12:06,41618
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5222.0,2025-12-26 12:06,38551
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,5222.0,2025-12-26 12:06,35425
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5222.0,2025-12-26 12:06,32343
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5222.0,2025-12-26 12:06,29236
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5222.0,2025-12-26 12:06,26122
ABB,2025-12-30,4700.0,481.25,125.0,1.0,53750.0,5222.0,2025-12-26 12:06,23061
