Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,1500.0,1192.3,0.059,2025-12-31 14:10,2276
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1192.3,0.059,2025-12-31 14:10,1562
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1192.3,0.059,2025-12-31 14:10,1209
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,1500.0,1192.3,0.059,2025-12-31 14:10,859
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1192.3,0.059,2025-12-31 14:10,511
360ONE,2026-01-27,1080.0,113.0,2000.0,7.35,13500.0,1192.3,0.059,2025-12-31 14:10,210
360ONE,2026-01-27,1100.0,0.0,0.0,10.6,15500.0,1192.3,0.059,2025-12-31 14:10,-86
360ONE,2026-01-27,1120.0,0.0,0.0,19.4,500.0,1192.3,0.059,2025-12-31 14:10,-380
360ONE,2026-01-27,1140.0,65.7,1000.0,20.0,20500.0,1192.3,0.059,2025-12-31 14:10,-658
360ONE,2026-01-27,1160.0,52.5,17000.0,25.85,22500.0,1192.3,0.059,2025-12-31 14:10,-927
360ONE,2026-01-27,1180.0,43.2,45500.0,36.2,37500.0,1192.3,0.059,2025-12-31 14:10,-1050
360ONE,2026-01-27,1200.0,33.8,218000.0,46.25,60500.0,1192.3,0.059,2025-12-31 14:10,-979
360ONE,2026-01-27,1220.0,26.0,39500.0,0.0,0.0,1192.3,0.059,2025-12-31 14:10,45
360ONE,2026-01-27,1240.0,18.3,15500.0,110.0,500.0,1192.3,0.059,2025-12-31 14:10,795
360ONE,2026-01-27,1260.0,10.6,23000.0,0.0,0.0,1192.3,0.059,2025-12-31 14:10,1497
360ONE,2026-01-27,1280.0,10.8,50500.0,113.9,1000.0,1192.3,0.059,2025-12-31 14:10,2246
360ONE,2026-01-27,1300.0,8.5,5000.0,126.0,1000.0,1192.3,0.059,2025-12-31 14:10,3117
360ONE,2026-01-27,1320.0,9.15,1000.0,0.0,0.0,1192.3,0.059,2025-12-31 14:10,3949
360ONE,2026-01-27,1360.0,3.85,33000.0,0.0,0.0,1192.3,0.059,2025-12-31 14:10,5634
ABB,2026-01-27,4300.0,875.25,250.0,5.05,500.0,5172.5,0.662,2025-12-31 14:10,32759
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,29032
ABB,2026-01-27,4500.0,0.0,0.0,6.5,2625.0,5172.5,0.662,2025-12-31 14:10,25339
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,23479
ABB,2026-01-27,4600.0,0.0,0.0,8.0,0.0,5172.5,0.662,2025-12-31 14:10,21656
ABB,2026-01-27,4650.0,0.0,0.0,7.25,2250.0,5172.5,0.662,2025-12-31 14:10,19801
ABB,2026-01-27,4700.0,0.0,0.0,8.3,14875.0,5172.5,0.662,2025-12-31 14:10,17955
ABB,2026-01-27,4750.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,16172
ABB,2026-01-27,4800.0,0.0,0.0,13.15,21750.0,5172.5,0.662,2025-12-31 14:10,14402
ABB,2026-01-27,4850.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,12712
ABB,2026-01-27,4900.0,0.0,0.0,21.75,8250.0,5172.5,0.662,2025-12-31 14:10,11051
ABB,2026-01-27,4950.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,9413
ABB,2026-01-27,5000.0,245.25,11375.0,37.5,74750.0,5172.5,0.662,2025-12-31 14:10,7793
ABB,2026-01-27,5050.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,6603
ABB,2026-01-27,5100.0,172.15,20000.0,64.0,27875.0,5172.5,0.662,2025-12-31 14:10,5413
ABB,2026-01-27,5150.0,139.0,11750.0,81.5,11375.0,5172.5,0.662,2025-12-31 14:10,4629
ABB,2026-01-27,5200.0,111.15,101500.0,102.95,91250.0,5172.5,0.662,2025-12-31 14:10,3865
ABB,2026-01-27,5250.0,88.75,21250.0,165.0,6000.0,5172.5,0.662,2025-12-31 14:10,4183
ABB,2026-01-27,5300.0,69.95,56875.0,162.35,20375.0,5172.5,0.662,2025-12-31 14:10,4539
ABB,2026-01-27,5350.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,5258
ABB,2026-01-27,5400.0,39.65,42625.0,266.0,5500.0,5172.5,0.662,2025-12-31 14:10,5909
ABB,2026-01-27,5450.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,6825
ABB,2026-01-27,5500.0,22.2,17375.0,361.9,17000.0,5172.5,0.662,2025-12-31 14:10,7717
ABB,2026-01-27,5550.0,0.0,0.0,330.0,125.0,5172.5,0.662,2025-12-31 14:10,8205
ABB,2026-01-27,5600.0,12.4,11875.0,399.0,16750.0,5172.5,0.662,2025-12-31 14:10,9266
ABB,2026-01-27,5650.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,9820
ABB,2026-01-27,5700.0,7.0,40375.0,547.7,5625.0,5172.5,0.662,2025-12-31 14:10,11028
ABB,2026-01-27,5750.0,0.0,0.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,12187
ABB,2026-01-27,5800.0,7.0,375.0,590.0,2000.0,5172.5,0.662,2025-12-31 14:10,13625
ABB,2026-01-27,5850.0,8.0,125.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,14957
ABB,2026-01-27,5900.0,8.0,125.0,0.0,0.0,5172.5,0.662,2025-12-31 14:10,16408
ABB,2026-01-27,6000.0,2.2,9750.0,790.7,28000.0,5172.5,0.662,2025-12-31 14:10,19310
ABB,2026-01-27,6100.0,7.5,875.0,920.0,18750.0,5172.5,0.662,2025-12-31 14:10,20379
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.15,27900.0,355.6,1.804,2025-12-31 14:10,32807
ABCAPITAL,2026-01-27,300.0,58.65,725400.0,0.35,176700.0,355.6,1.804,2025-12-31 14:10,16612
ABCAPITAL,2026-01-27,310.0,46.65,114700.0,0.5,403000.0,355.6,1.804,2025-12-31 14:10,13666
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.7,145700.0,355.6,1.804,2025-12-31 14:10,10842
ABCAPITAL,2026-01-27,320.0,30.9,93000.0,0.9,505300.0,355.6,1.804,2025-12-31 14:10,7578
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,1.2,130200.0,355.6,1.804,2025-12-31 14:10,4855
ABCAPITAL,2026-01-27,330.0,29.75,151900.0,1.7,1624400.0,355.6,1.804,2025-12-31 14:10,2019
ABCAPITAL,2026-01-27,335.0,24.9,15500.0,2.3,427800.0,355.6,1.804,2025-12-31 14:10,196
ABCAPITAL,2026-01-27,340.0,21.55,238700.0,3.3,1106700.0,355.6,1.804,2025-12-31 14:10,-1641
ABCAPITAL,2026-01-27,345.0,17.75,201500.0,4.6,892800.0,355.6,1.804,2025-12-31 14:10,-2597
ABCAPITAL,2026-01-27,350.0,14.25,2830300.0,6.1,1364000.0,355.6,1.804,2025-12-31 14:10,-3208
ABCAPITAL,2026-01-27,355.0,11.25,737800.0,8.25,359600.0,355.6,1.804,2025-12-31 14:10,1531
ABCAPITAL,2026-01-27,360.0,8.9,1943700.0,10.75,641700.0,355.6,1.804,2025-12-31 14:10,4152
ABCAPITAL,2026-01-27,365.0,6.85,527000.0,13.5,62000.0,355.6,1.804,2025-12-31 14:10,8573
ABCAPITAL,2026-01-27,370.0,5.2,1934400.0,17.15,151900.0,355.6,1.804,2025-12-31 14:10,12525
ABCAPITAL,2026-01-27,375.0,3.95,430900.0,21.65,12400.0,355.6,1.804,2025-12-31 14:10,17989
ABCAPITAL,2026-01-27,380.0,2.85,703700.0,33.0,6200.0,355.6,1.804,2025-12-31 14:10,23072
ABCAPITAL,2026-01-27,385.0,2.1,151900.0,35.0,3100.0,355.6,1.804,2025-12-31 14:10,28547
ABCAPITAL,2026-01-27,390.0,1.6,620000.0,33.15,65100.0,355.6,1.804,2025-12-31 14:10,33940
ABCAPITAL,2026-01-27,395.0,1.2,192200.0,0.0,0.0,355.6,1.804,2025-12-31 14:10,39539
ABCAPITAL,2026-01-27,400.0,0.95,2225800.0,41.95,18600.0,355.6,1.804,2025-12-31 14:10,45373
ADANIENSOL,2026-01-27,840.0,160.55,2025.0,0.0,0.0,1021.8,-0.229,2025-12-31 14:10,7995
