Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1179.6,2025-12-26 11:25,28120
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1179.6,2025-12-26 11:25,23346
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1179.6,2025-12-26 11:25,18498
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1179.6,2025-12-26 11:25,16102
360ONE,2025-12-30,1000.0,173.2,3500.0,0.4,30000.0,1179.6,2025-12-26 11:25,13725
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1179.6,2025-12-26 11:25,11439
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,93000.0,1179.6,2025-12-26 11:25,9204
360ONE,2025-12-30,1060.0,86.5,8500.0,0.45,50500.0,1179.6,2025-12-26 11:25,7221
360ONE,2025-12-30,1080.0,124.85,14000.0,0.45,64500.0,1179.6,2025-12-26 11:25,5373
360ONE,2025-12-30,1100.0,88.5,73000.0,0.55,65500.0,1179.6,2025-12-26 11:25,3783
360ONE,2025-12-30,1120.0,76.35,58500.0,0.6,59500.0,1179.6,2025-12-26 11:25,2941
360ONE,2025-12-30,1140.0,50.0,79500.0,0.9,160500.0,1179.6,2025-12-26 11:25,2135
360ONE,2025-12-30,1160.0,25.0,92000.0,2.05,321000.0,1179.6,2025-12-26 11:25,1749
360ONE,2025-12-30,1180.0,9.5,70500.0,7.85,210000.0,1179.6,2025-12-26 11:25,1970
360ONE,2025-12-30,1200.0,2.8,192500.0,20.35,73000.0,1179.6,2025-12-26 11:25,2490
360ONE,2025-12-30,1220.0,0.9,202000.0,37.15,18000.0,1179.6,2025-12-26 11:25,3544
360ONE,2025-12-30,1240.0,0.4,482500.0,28.6,6500.0,1179.6,2025-12-26 11:25,5085
360ONE,2025-12-30,1260.0,0.45,141000.0,73.1,1500.0,1179.6,2025-12-26 11:25,7652
360ONE,2025-12-30,1280.0,0.4,96000.0,92.15,2000.0,1179.6,2025-12-26 11:25,10500
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1179.6,2025-12-26 11:25,13533
360ONE,2025-12-30,1320.0,0.25,95000.0,0.0,0.0,1179.6,2025-12-26 11:25,16581
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1179.6,2025-12-26 11:25,23060
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5218.0,2025-12-26 11:25,62044
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5218.0,2025-12-26 11:25,49021
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5218.0,2025-12-26 11:25,45766
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5218.0,2025-12-26 11:25,42520
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5218.0,2025-12-26 11:25,39396
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,5218.0,2025-12-26 11:25,36213
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5218.0,2025-12-26 11:25,33075
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5218.0,2025-12-26 11:25,29910
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5218.0,2025-12-26 11:25,26740
ABB,2025-12-30,4700.0,481.25,125.0,1.45,56750.0,5218.0,2025-12-26 11:25,23622
ABB,2025-12-30,4750.0,431.6,0.0,1.8,14375.0,5218.0,2025-12-26 11:25,20787
ABB,2025-12-30,4800.0,421.15,500.0,1.55,29375.0,5218.0,2025-12-26 11:25,18024
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,5218.0,2025-12-26 11:25,15429
ABB,2025-12-30,4900.0,323.4,6375.0,1.85,37875.0,5218.0,2025-12-26 11:25,12823
ABB,2025-12-30,4950.0,261.55,2250.0,2.6,25875.0,5218.0,2025-12-26 11:25,10632
ABB,2025-12-30,5000.0,223.7,43500.0,4.4,100125.0,5218.0,2025-12-26 11:25,8436
ABB,2025-12-30,5050.0,173.95,9000.0,5.9,34625.0,5218.0,2025-12-26 11:25,7834
ABB,2025-12-30,5100.0,128.5,46250.0,9.05,64125.0,5218.0,2025-12-26 11:25,6658
ABB,2025-12-30,5150.0,83.0,12500.0,14.8,31500.0,5218.0,2025-12-26 11:25,6434
ABB,2025-12-30,5200.0,47.0,65625.0,28.7,71500.0,5218.0,2025-12-26 11:25,5950
ABB,2025-12-30,5250.0,23.55,105875.0,58.2,18250.0,5218.0,2025-12-26 11:25,6198
ABB,2025-12-30,5300.0,10.4,105875.0,90.0,56750.0,5218.0,2025-12-26 11:25,7107
ABB,2025-12-30,5350.0,4.3,41375.0,125.95,5375.0,5218.0,2025-12-26 11:25,8285
ABB,2025-12-30,5400.0,2.6,77875.0,170.0,9500.0,5218.0,2025-12-26 11:25,10048
ABB,2025-12-30,5450.0,1.9,40125.0,0.0,0.0,5218.0,2025-12-26 11:25,12156
ABB,2025-12-30,5500.0,1.55,102500.0,270.0,22125.0,5218.0,2025-12-26 11:25,14613
ABB,2025-12-30,5550.0,1.5,20000.0,0.0,0.0,5218.0,2025-12-26 11:25,17105
ABB,2025-12-30,5600.0,1.0,18125.0,406.0,8750.0,5218.0,2025-12-26 11:25,20281
ABB,2025-12-30,5650.0,1.35,37125.0,0.0,0.0,5218.0,2025-12-26 11:25,23235
ABB,2025-12-30,5700.0,1.05,625.0,470.0,4625.0,5218.0,2025-12-26 11:25,26733
ABB,2025-12-30,5750.0,0.4,11125.0,455.0,1875.0,5218.0,2025-12-26 11:25,30035
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2375.0,5218.0,2025-12-26 11:25,33535
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,5218.0,2025-12-26 11:25,37013
ABB,2025-12-30,5900.0,0.2,15375.0,650.85,500.0,5218.0,2025-12-26 11:25,40627
ABB,2025-12-30,6000.0,0.1,36375.0,780.0,10250.0,5218.0,2025-12-26 11:25,47981
ABB,2025-12-30,6100.0,0.05,15125.0,857.5,18625.0,5218.0,2025-12-26 11:25,55034
ABCAPITAL,2025-12-30,260.0,85.5,282100.0,0.05,182900.0,344.55,2025-12-26 11:25,94736
ABCAPITAL,2025-12-30,270.0,81.75,24800.0,0.0,0.0,344.55,2025-12-26 11:25,83175
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.05,124000.0,344.55,2025-12-26 11:25,69431
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,86800.0,344.55,2025-12-26 11:25,62771
ABCAPITAL,2025-12-30,290.0,61.0,554900.0,0.05,471200.0,344.55,2025-12-26 11:25,56012
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,344.55,2025-12-26 11:25,53062
ABCAPITAL,2025-12-30,300.0,49.1,313100.0,0.05,393700.0,344.55,2025-12-26 11:25,47448
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,80600.0,344.55,2025-12-26 11:25,43122
ABCAPITAL,2025-12-30,310.0,37.7,52700.0,0.1,486700.0,344.55,2025-12-26 11:25,37315
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.15,827700.0,344.55,2025-12-26 11:25,31958
ABCAPITAL,2025-12-30,320.0,24.5,133300.0,0.2,1255500.0,344.55,2025-12-26 11:25,26922
ABCAPITAL,2025-12-30,325.0,23.15,99200.0,0.25,666500.0,344.55,2025-12-26 11:25,22795
ABCAPITAL,2025-12-30,330.0,14.6,220100.0,0.35,1143900.0,344.55,2025-12-26 11:25,18962
ABCAPITAL,2025-12-30,335.0,11.9,226300.0,0.8,1364000.0,344.55,2025-12-26 11:25,15880
ABCAPITAL,2025-12-30,340.0,6.55,589000.0,2.05,1884800.0,344.55,2025-12-26 11:25,13472
ABCAPITAL,2025-12-30,345.0,3.75,2194800.0,4.15,1463200.0,344.55,2025-12-26 11:25,12140
ABCAPITAL,2025-12-30,350.0,1.95,2467600.0,7.55,1453900.0,344.55,2025-12-26 11:25,12853
ABCAPITAL,2025-12-30,355.0,1.0,1999500.0,11.75,846300.0,344.55,2025-12-26 11:25,14695
ABCAPITAL,2025-12-30,360.0,0.55,2666000.0,14.5,502200.0,344.55,2025-12-26 11:25,17782
ABCAPITAL,2025-12-30,365.0,0.35,2219600.0,17.95,523900.0,344.55,2025-12-26 11:25,22666
ABCAPITAL,2025-12-30,370.0,0.2,2566800.0,23.15,297600.0,344.55,2025-12-26 11:25,28640
ABCAPITAL,2025-12-30,375.0,0.2,2687700.0,27.85,89900.0,344.55,2025-12-26 11:25,36272
ABCAPITAL,2025-12-30,380.0,0.1,1661600.0,32.7,102300.0,344.55,2025-12-26 11:25,45733
ABCAPITAL,2025-12-30,385.0,0.1,669600.0,0.0,0.0,344.55,2025-12-26 11:25,55955
ABCAPITAL,2025-12-30,390.0,0.1,1109800.0,32.05,58900.0,344.55,2025-12-26 11:25,66837
ABCAPITAL,2025-12-30,395.0,0.05,179800.0,0.0,0.0,344.55,2025-12-26 11:25,78118
ABCAPITAL,2025-12-30,400.0,0.05,1193500.0,43.8,9300.0,344.55,2025-12-26 11:25,89668
ADANIENT,2025-12-30,1840.0,0.0,0.0,0.25,1236.0,2232.3,2025-12-26 11:25,304623
ADANIENT,2025-12-30,1880.0,0.0,0.0,0.15,10506.0,2232.3,2025-12-26 11:25,275292
ADANIENT,2025-12-30,1900.2,335.0,8652.0,0.4,97953.0,2232.3,2025-12-26 11:25,260502
