Stock,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Stock_LTP,Stock_High,Stock_Low,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.0,2.7,115500.0,165500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,12950
360ONE,2026-01-27,1000.0,145.6,25500.0,4000.0,3.85,61000.0,111500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,8993
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,4.8,106500.0,86500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,7550
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,5.95,30500.0,46000.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,5922
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,7.4,72500.0,83500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,4388
360ONE,2026-01-27,1080.0,63.5,3000.0,0.0,9.5,69000.0,72000.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,3008
360ONE,2026-01-27,1100.0,57.3,103500.0,3500.0,13.0,144500.0,137500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,1741
360ONE,2026-01-27,1120.0,50.7,23000.0,62500.0,17.1,42500.0,68500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,1421
360ONE,2026-01-27,1140.0,37.85,87500.0,209000.0,24.3,75500.0,77500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,871
360ONE,2026-01-27,1160.0,26.3,118500.0,283500.0,32.65,92500.0,20500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,751
360ONE,2026-01-27,1180.0,18.2,91000.0,241500.0,45.15,82000.0,10500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,915
360ONE,2026-01-27,1200.0,11.85,342000.0,348000.0,59.65,132000.0,31000.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,1210
360ONE,2026-01-27,1220.0,8.0,165000.0,96500.0,85.65,28500.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,2276
360ONE,2026-01-27,1240.0,5.5,92500.0,92500.0,95.5,35000.0,500.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,3999
360ONE,2026-01-27,1260.0,3.75,110500.0,107000.0,76.0,5000.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,5805
360ONE,2026-01-27,1280.0,2.7,169500.0,164000.0,128.0,1000.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,8130
360ONE,2026-01-27,1300.0,2.1,68500.0,59500.0,126.0,500.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,10825
360ONE,2026-01-27,1320.0,1.65,67000.0,31000.0,0.0,0.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,13633
360ONE,2026-01-27,1360.0,1.0,54500.0,11000.0,168.3,3000.0,0.0,1148.4,1152.8,1130.1,1.02,2026-01-14 14:30,19512
ABB,2026-01-27,4200.0,845.0,125.0,0.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,63606
ABB,2026-01-27,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,59675
ABB,2026-01-27,4300.0,725.0,125.0,0.0,4.6,23750.0,500.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,55733
ABB,2026-01-27,4350.0,0.0,0.0,0.0,3.9,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,51908
ABB,2026-01-27,4400.0,786.0,625.0,0.0,7.05,250.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,48086
ABB,2026-01-27,4450.0,0.0,0.0,0.0,10.85,8250.0,1875.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,44317
ABB,2026-01-27,4500.0,556.25,375.0,0.0,10.55,34375.0,18625.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,40531
ABB,2026-01-27,4550.0,663.35,500.0,0.0,14.05,8500.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,36912
ABB,2026-01-27,4600.0,0.0,0.0,0.0,16.3,26625.0,7000.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,33376
ABB,2026-01-27,4650.0,0.0,0.0,0.0,18.55,19250.0,750.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,29907
ABB,2026-01-27,4700.0,0.0,0.0,0.0,27.05,56250.0,32750.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,26543
ABB,2026-01-27,4750.0,244.95,1000.0,0.0,34.4,6125.0,6000.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,23343
ABB,2026-01-27,4800.0,265.2,750.0,0.0,46.5,65875.0,33000.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,20335
ABB,2026-01-27,4850.0,0.0,0.0,0.0,47.9,750.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,17369
ABB,2026-01-27,4900.0,140.0,7375.0,9250.0,79.35,40625.0,40000.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,14691
ABB,2026-01-27,4950.0,113.9,11625.0,20375.0,98.7,10750.0,15875.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,12037
ABB,2026-01-27,5000.0,83.75,80500.0,217750.0,126.5,100375.0,30375.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,9740
ABB,2026-01-27,5050.0,65.0,31000.0,20375.0,142.4,11875.0,2000.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,7726
ABB,2026-01-27,5100.0,47.55,92500.0,72000.0,183.95,62625.0,4250.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,6554
ABB,2026-01-27,5150.0,36.9,28000.0,7250.0,211.75,32000.0,625.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,5413
ABB,2026-01-27,5200.0,26.25,179250.0,78000.0,253.35,108375.0,2875.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,4710
ABB,2026-01-27,5250.0,19.95,65500.0,39875.0,287.8,20250.0,375.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,3744
ABB,2026-01-27,5300.0,15.45,206625.0,75000.0,345.0,42875.0,1250.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,5030
ABB,2026-01-27,5350.0,11.95,62000.0,33375.0,323.15,6500.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,6856
ABB,2026-01-27,5400.0,9.7,190750.0,24250.0,371.4,11000.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,10048
ABB,2026-01-27,5450.0,8.0,27125.0,19375.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,14161
ABB,2026-01-27,5500.0,6.2,124125.0,29500.0,515.05,15750.0,375.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,18655
ABB,2026-01-27,5550.0,5.0,26750.0,125.0,506.4,375.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,23093
ABB,2026-01-27,5600.0,4.25,49500.0,11375.0,304.9,17250.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,28395
ABB,2026-01-27,5650.0,8.5,250.0,0.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,33531
ABB,2026-01-27,5700.0,3.45,72375.0,2250.0,521.85,6875.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,39174
ABB,2026-01-27,5750.0,3.5,9625.0,0.0,412.0,1375.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,44879
ABB,2026-01-27,5800.0,2.6,59375.0,2500.0,586.4,2750.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,50919
ABB,2026-01-27,5850.0,4.25,375.0,0.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,57178
ABB,2026-01-27,5900.0,2.3,2625.0,0.0,0.0,0.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,63584
ABB,2026-01-27,6000.0,2.15,45000.0,7250.0,751.4,28000.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,76424
ABB,2026-01-27,6100.0,2.15,4750.0,0.0,1080.0,18875.0,0.0,4943.0,4992.0,4941.0,-0.463,2026-01-14 14:30,87898
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.0,0.15,31000.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,71586
ABCAPITAL,2026-01-27,300.0,50.95,756400.0,0.0,0.2,244900.0,117800.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,45862
ABCAPITAL,2026-01-27,310.0,37.65,99200.0,0.0,0.3,359600.0,136400.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,37850
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.0,0.4,204600.0,102300.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,32512
ABCAPITAL,2026-01-27,320.0,27.85,68200.0,0.0,0.5,644800.0,434000.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,26918
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,0.0,0.6,514600.0,213900.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,21835
ABCAPITAL,2026-01-27,330.0,25.0,173600.0,12400.0,1.0,967200.0,740900.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,16901
ABCAPITAL,2026-01-27,335.0,21.7,40300.0,18600.0,1.45,486700.0,1010600.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,12838
ABCAPITAL,2026-01-27,340.0,18.35,300700.0,176700.0,2.2,1373300.0,4749200.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,8718
ABCAPITAL,2026-01-27,345.0,14.25,235600.0,613800.0,3.2,812200.0,2321900.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,5667
ABCAPITAL,2026-01-27,350.0,10.8,1661600.0,4581800.0,4.9,3961800.0,5146000.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,2967
ABCAPITAL,2026-01-27,355.0,7.75,914500.0,4532200.0,6.95,688200.0,2287800.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,2856
ABCAPITAL,2026-01-27,360.0,5.55,2157600.0,6506900.0,9.6,871100.0,1450800.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,3924
ABCAPITAL,2026-01-27,365.0,3.9,1739100.0,3964900.0,12.75,920700.0,192200.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,6636
ABCAPITAL,2026-01-27,370.0,2.7,2551300.0,4885600.0,16.6,341000.0,120900.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,9822
ABCAPITAL,2026-01-27,375.0,1.9,1531400.0,2349800.0,19.0,179800.0,18600.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,15072
ABCAPITAL,2026-01-27,380.0,1.3,1522100.0,1357800.0,24.4,31000.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,21004
ABCAPITAL,2026-01-27,385.0,1.0,5601700.0,2504800.0,29.65,58900.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,27886
ABCAPITAL,2026-01-27,390.0,0.7,1717400.0,685100.0,32.5,136400.0,9300.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,37861
ABCAPITAL,2026-01-27,395.0,0.55,864900.0,644800.0,42.0,3100.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,48055
ABCAPITAL,2026-01-27,400.0,0.4,2476900.0,449500.0,37.25,62000.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,59040
ABCAPITAL,2026-01-27,410.0,0.3,356500.0,12400.0,0.0,0.0,0.0,354.75,358.5,347.5,1.112,2026-01-14 14:30,83349
ADANIENSOL,2026-01-27,780.0,0.0,0.0,0.0,0.0,0.0,0.0,922.8,937.0,918.6,-1.04,2026-01-14 14:30,51152
ADANIENSOL,2026-01-27,800.0,0.0,0.0,0.0,0.0,0.0,0.0,922.8,937.0,918.6,-1.04,2026-01-14 14:30,45419
ADANIENSOL,2026-01-27,820.0,0.0,0.0,0.0,2.0,21600.0,24300.0,922.8,937.0,918.6,-1.04,2026-01-14 14:30,39687
ADANIENSOL,2026-01-27,830.0,0.0,0.0,0.0,2.55,3375.0,6075.0,922.8,937.0,918.6,-1.04,2026-01-14 14:30,36839
