Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,timestamp,Max_Pain
DRREDDY,2025-12-30,1060.0,0.0,0.0,0.1,7500.0,2025-12-23 21:08,43477
DRREDDY,2025-12-30,1080.0,203.95,3750.0,1.05,3125.0,2025-12-23 21:08,37190
DRREDDY,2025-12-30,1090.0,0.0,0.0,1.3,1875.0,2025-12-23 21:08,34129
DRREDDY,2025-12-30,1100.0,180.1,1875.0,0.05,214375.0,2025-12-23 21:08,30994
DRREDDY,2025-12-30,1110.0,0.0,0.0,0.25,3750.0,2025-12-23 21:08,28108
DRREDDY,2025-12-30,1120.0,0.0,0.0,0.25,103750.0,2025-12-23 21:08,25193
DRREDDY,2025-12-30,1130.0,0.0,0.0,0.3,8125.0,2025-12-23 21:08,22379
DRREDDY,2025-12-30,1140.0,0.0,0.0,0.1,375000.0,2025-12-23 21:08,19575
DRREDDY,2025-12-30,1150.0,127.0,1875.0,0.15,26875.0,2025-12-23 21:08,17144
DRREDDY,2025-12-30,1160.0,121.4,625.0,0.25,149375.0,2025-12-23 21:08,14768
DRREDDY,2025-12-30,1170.0,0.0,0.0,0.45,199375.0,2025-12-23 21:08,12522
DRREDDY,2025-12-30,1180.0,105.4,3750.0,0.35,135625.0,2025-12-23 21:08,10463
DRREDDY,2025-12-30,1190.0,69.2,3125.0,0.4,41250.0,2025-12-23 21:08,8587
DRREDDY,2025-12-30,1200.0,84.5,46250.0,0.55,193125.0,2025-12-23 21:08,6741
DRREDDY,2025-12-30,1210.0,0.0,0.0,0.65,21250.0,2025-12-23 21:08,5494
DRREDDY,2025-12-30,1220.0,62.15,33125.0,0.75,136250.0,2025-12-23 21:08,3887
DRREDDY,2025-12-30,1230.0,53.9,30625.0,0.95,69375.0,2025-12-23 21:08,2647
DRREDDY,2025-12-30,1240.0,45.8,53125.0,1.0,142500.0,2025-12-23 21:08,1469
DRREDDY,2025-12-30,1250.0,35.0,70625.0,1.4,188125.0,2025-12-23 21:08,557
DRREDDY,2025-12-30,1260.0,26.8,118125.0,2.2,241250.0,2025-12-23 21:08,-103
DRREDDY,2025-12-30,1270.0,18.25,433750.0,3.8,280625.0,2025-12-23 21:08,-362
DRREDDY,2025-12-30,1280.0,10.7,841875.0,6.85,352500.0,2025-12-23 21:08,514
DRREDDY,2025-12-30,1290.0,6.4,368750.0,12.1,117500.0,2025-12-23 21:08,2560
DRREDDY,2025-12-30,1300.0,3.4,2128750.0,19.2,87500.0,2025-12-23 21:08,4526
DRREDDY,2025-12-30,1310.0,1.65,145625.0,27.75,10625.0,2025-12-23 21:08,9171
DRREDDY,2025-12-30,1320.0,1.05,375625.0,40.9,4375.0,2025-12-23 21:08,13410
DRREDDY,2025-12-30,1330.0,0.75,70000.0,46.5,4375.0,2025-12-23 21:08,18057
DRREDDY,2025-12-30,1340.0,0.35,296250.0,56.3,23750.0,2025-12-23 21:08,22741
DRREDDY,2025-12-30,1350.0,0.35,259375.0,70.05,1875.0,2025-12-23 21:08,27637
DRREDDY,2025-12-30,1360.0,0.1,313750.0,99.7,1875.0,2025-12-23 21:08,32914
DRREDDY,2025-12-30,1370.0,0.2,71250.0,97.7,1875.0,2025-12-23 21:08,38494
DRREDDY,2025-12-30,1380.0,0.1,506250.0,129.6,1875.0,2025-12-23 21:08,44147
DRREDDY,2025-12-30,1390.0,0.0,0.0,0.0,0.0,2025-12-23 21:08,50305
DRREDDY,2025-12-30,1400.0,0.2,215625.0,116.0,4375.0,2025-12-23 21:08,56482
DRREDDY,2025-12-30,1420.0,0.1,26875.0,0.0,0.0,2025-12-23 21:08,69231
DRREDDY,2025-12-30,1440.0,0.1,13750.0,0.0,0.0,2025-12-23 21:08,82080
DRREDDY,2025-12-30,1460.0,0.15,8125.0,0.0,0.0,2025-12-23 21:08,94956
DRREDDY,2025-12-30,1480.0,0.0,0.0,0.0,0.0,2025-12-23 21:08,107849
EICHERMOT,2025-12-30,5700.0,1580.0,175.0,0.35,1225.0,2025-12-23 21:08,209664
EICHERMOT,2025-12-30,5800.0,1445.0,875.0,0.0,0.0,2025-12-23 21:08,189644
EICHERMOT,2025-12-30,5900.0,1358.0,0.0,0.0,0.0,2025-12-23 21:08,169731
EICHERMOT,2025-12-30,6000.0,1044.4,17850.0,0.4,8750.0,2025-12-23 21:08,149692
EICHERMOT,2025-12-30,6100.0,0.0,0.0,0.5,5950.0,2025-12-23 21:08,131782
EICHERMOT,2025-12-30,6150.0,0.0,0.0,1.0,12425.0,2025-12-23 21:08,121925
EICHERMOT,2025-12-30,6200.0,890.0,2275.0,0.2,69300.0,2025-12-23 21:08,112129
EICHERMOT,2025-12-30,6250.0,0.0,0.0,11.8,1050.0,2025-12-23 21:08,102893
EICHERMOT,2025-12-30,6300.0,1000.0,525.0,0.15,235900.0,2025-12-23 21:08,93461
EICHERMOT,2025-12-30,6350.0,0.0,0.0,1.05,9800.0,2025-12-23 21:08,85260
EICHERMOT,2025-12-30,6400.0,888.0,525.0,0.4,150500.0,2025-12-23 21:08,77059
EICHERMOT,2025-12-30,6450.0,0.0,0.0,0.6,56000.0,2025-12-23 21:08,69654
EICHERMOT,2025-12-30,6500.0,765.75,20475.0,0.75,83125.0,2025-12-23 21:08,62485
EICHERMOT,2025-12-30,6550.0,0.0,0.0,1.85,19950.0,2025-12-23 21:08,57399
EICHERMOT,2025-12-30,6600.0,604.45,350.0,2.3,147700.0,2025-12-23 21:08,50848
EICHERMOT,2025-12-30,6650.0,572.75,700.0,3.2,20125.0,2025-12-23 21:08,45028
EICHERMOT,2025-12-30,6700.0,405.0,5950.0,2.8,44450.0,2025-12-23 21:08,39358
EICHERMOT,2025-12-30,6750.0,530.0,350.0,3.05,15575.0,2025-12-23 21:08,34135
EICHERMOT,2025-12-30,6800.0,488.55,18900.0,3.9,115150.0,2025-12-23 21:08,28778
EICHERMOT,2025-12-30,6850.0,308.95,2625.0,4.1,16100.0,2025-12-23 21:08,24955
EICHERMOT,2025-12-30,6900.0,400.0,40600.0,5.15,43225.0,2025-12-23 21:08,20421
EICHERMOT,2025-12-30,6950.0,200.6,1050.0,5.95,19075.0,2025-12-23 21:08,17835
EICHERMOT,2025-12-30,7000.0,293.45,75425.0,7.5,148050.0,2025-12-23 21:08,13756
EICHERMOT,2025-12-30,7050.0,260.0,20650.0,9.2,39725.0,2025-12-23 21:08,12888
EICHERMOT,2025-12-30,7100.0,199.65,92050.0,13.05,156100.0,2025-12-23 21:08,10720
EICHERMOT,2025-12-30,7150.0,155.8,27650.0,19.0,58450.0,2025-12-23 21:08,10926
EICHERMOT,2025-12-30,7200.0,115.0,113575.0,29.8,160300.0,2025-12-23 21:08,10248
EICHERMOT,2025-12-30,7250.0,79.0,81900.0,45.0,85050.0,2025-12-23 21:08,11448
EICHERMOT,2025-12-30,7300.0,53.0,254450.0,69.15,104475.0,2025-12-23 21:08,12919
EICHERMOT,2025-12-30,7350.0,35.7,110425.0,100.3,16800.0,2025-12-23 21:08,16546
EICHERMOT,2025-12-30,7400.0,24.0,137375.0,137.55,62300.0,2025-12-23 21:08,20410
EICHERMOT,2025-12-30,7450.0,16.45,41825.0,325.3,2800.0,2025-12-23 21:08,24518
EICHERMOT,2025-12-30,7500.0,11.25,165550.0,217.1,86975.0,2025-12-23 21:08,29355
EICHERMOT,2025-12-30,7550.0,8.45,55475.0,0.0,0.0,2025-12-23 21:08,33774
EICHERMOT,2025-12-30,7600.0,5.75,115500.0,299.8,9275.0,2025-12-23 21:08,40220
EICHERMOT,2025-12-30,7650.0,4.45,19600.0,459.9,175.0,2025-12-23 21:08,47031
EICHERMOT,2025-12-30,7700.0,3.25,173775.0,388.8,350.0,2025-12-23 21:08,54153
EICHERMOT,2025-12-30,7750.0,3.0,20825.0,0.0,0.0,2025-12-23 21:08,62188
EICHERMOT,2025-12-30,7800.0,2.0,107800.0,570.0,0.0,2025-12-23 21:08,70291
EICHERMOT,2025-12-30,7850.0,2.65,13300.0,0.0,0.0,2025-12-23 21:08,78948
EICHERMOT,2025-12-30,7900.0,1.95,97650.0,0.0,0.0,2025-12-23 21:08,87653
EICHERMOT,2025-12-30,8000.0,1.65,160825.0,825.0,0.0,2025-12-23 21:08,106053
EICHERMOT,2025-12-30,8100.0,0.65,85575.0,0.0,0.0,2025-12-23 21:08,126068
EICHERMOT,2025-12-30,8200.0,0.65,4200.0,0.0,0.0,2025-12-23 21:08,146918
EICHERMOT,2025-12-30,8300.0,0.6,41475.0,0.0,0.0,2025-12-23 21:08,167804
ETERNAL,2025-12-30,230.0,57.05,4850.0,0.1,33950.0,2025-12-23 21:08,238352
ETERNAL,2025-12-30,240.0,0.0,0.0,0.05,625650.0,2025-12-23 21:08,196912
ETERNAL,2025-12-30,245.0,0.0,0.0,0.1,84875.0,2025-12-23 21:08,176488
ETERNAL,2025-12-30,250.0,35.4,21825.0,0.15,1246450.0,2025-12-23 21:08,156108
ETERNAL,2025-12-30,255.0,0.0,0.0,0.15,468025.0,2025-12-23 21:08,136423
ETERNAL,2025-12-30,260.0,27.15,63050.0,0.25,2602025.0,2025-12-23 21:08,116905
ETERNAL,2025-12-30,265.0,22.5,84875.0,0.25,1057300.0,2025-12-23 21:08,98834
ETERNAL,2025-12-30,270.0,15.2,288575.0,0.4,3341650.0,2025-12-23 21:08,81391
ETERNAL,2025-12-30,275.0,10.4,460750.0,0.85,2694175.0,2025-12-23 21:08,65905
ETERNAL,2025-12-30,280.0,6.55,979700.0,1.9,3853325.0,2025-12-23 21:08,51941
ETERNAL,2025-12-30,285.0,3.55,4297100.0,3.8,4808775.0,2025-12-23 21:08,40053
ETERNAL,2025-12-30,290.0,1.85,10682125.0,7.45,4292250.0,2025-12-23 21:08,32506
ETERNAL,2025-12-30,295.0,0.95,4549300.0,11.2,1799350.0,2025-12-23 21:08,31527
ETERNAL,2025-12-30,300.0,0.5,12934950.0,15.9,3523525.0,2025-12-23 21:08,33361
ETERNAL,2025-12-30,305.0,0.35,9561775.0,20.55,2706300.0,2025-12-23 21:08,40051
ETERNAL,2025-12-30,310.0,0.2,13681850.0,25.55,3264050.0,2025-12-23 21:08,52605
ETERNAL,2025-12-30,315.0,0.15,6950050.0,29.9,596550.0,2025-12-23 21:08,70792
ETERNAL,2025-12-30,320.0,0.15,4423200.0,33.2,2238275.0,2025-12-23 21:08,99139
ETERNAL,2025-12-30,325.0,0.05,1294950.0,38.35,247350.0,2025-12-23 21:08,125131
ETERNAL,2025-12-30,330.0,0.05,2946375.0,44.35,783275.0,2025-12-23 21:08,158317
ETERNAL,2025-12-30,335.0,0.1,645050.0,32.7,50925.0,2025-12-23 21:08,190851
ETERNAL,2025-12-30,340.0,0.05,1515625.0,55.25,431650.0,2025-12-23 21:08,227032
ETERNAL,2025-12-30,345.0,0.1,358900.0,53.25,29100.0,2025-12-23 21:08,261969
ETERNAL,2025-12-30,350.0,0.1,2117025.0,65.25,535925.0,2025-12-23 21:08,299327
ETERNAL,2025-12-30,355.0,0.05,203700.0,50.5,7275.0,2025-12-23 21:08,334686
ETERNAL,2025-12-30,360.0,0.05,572300.0,75.5,70325.0,2025-12-23 21:08,373591
ETERNAL,2025-12-30,365.0,0.1,70325.0,0.0,0.0,2025-12-23 21:08,412325
ETERNAL,2025-12-30,370.0,0.05,354050.0,65.0,4850.0,2025-12-23 21:08,451623
ETERNAL,2025-12-30,380.0,0.05,412250.0,83.25,109125.0,2025-12-23 21:08,530546
ETERNAL,2025-12-30,400.0,0.05,147925.0,0.0,0.0,2025-12-23 21:08,688589
EXIDEIND,2025-12-30,300.0,67.15,1800.0,0.05,27000.0,2025-12-23 21:08,49595
EXIDEIND,2025-12-30,310.0,0.0,0.0,0.1,12600.0,2025-12-23 21:08,42365
EXIDEIND,2025-12-30,320.0,0.0,0.0,0.1,72000.0,2025-12-23 21:08,35136
EXIDEIND,2025-12-30,325.0,0.0,0.0,0.1,59400.0,2025-12-23 21:08,31557
EXIDEIND,2025-12-30,330.0,52.1,7200.0,0.2,282600.0,2025-12-23 21:08,28008
EXIDEIND,2025-12-30,335.0,24.5,3600.0,0.25,97200.0,2025-12-23 21:08,24636
EXIDEIND,2025-12-30,340.0,28.55,59400.0,0.2,351000.0,2025-12-23 21:08,21289
EXIDEIND,2025-12-30,345.0,21.3,27000.0,0.25,234000.0,2025-12-23 21:08,18303
EXIDEIND,2025-12-30,350.0,18.5,99000.0,0.35,653400.0,2025-12-23 21:08,15337
EXIDEIND,2025-12-30,355.0,15.75,102600.0,0.4,406800.0,2025-12-23 21:08,12856
EXIDEIND,2025-12-30,360.0,10.8,558000.0,0.75,961200.0,2025-12-23 21:08,10615
EXIDEIND,2025-12-30,365.0,6.85,477000.0,1.7,531000.0,2025-12-23 21:08,9518
EXIDEIND,2025-12-30,370.0,3.75,1058400.0,3.75,761400.0,2025-12-23 21:08,8631
EXIDEIND,2025-12-30,375.0,2.0,858600.0,6.85,372600.0,2025-12-23 21:08,8529
EXIDEIND,2025-12-30,380.0,1.15,2264400.0,10.85,680400.0,2025-12-23 21:08,8848
EXIDEIND,2025-12-30,385.0,0.65,581400.0,15.2,95400.0,2025-12-23 21:08,10245
EXIDEIND,2025-12-30,390.0,0.5,1540800.0,21.25,333000.0,2025-12-23 21:08,12351
EXIDEIND,2025-12-30,395.0,0.35,360000.0,33.25,34200.0,2025-12-23 21:08,14870
EXIDEIND,2025-12-30,400.0,0.3,1575000.0,30.0,370800.0,2025-12-23 21:08,18116
EXIDEIND,2025-12-30,405.0,0.25,280800.0,37.25,10800.0,2025-12-23 21:08,21371
EXIDEIND,2025-12-30,410.0,0.15,324000.0,39.0,136800.0,2025-12-23 21:08,25804
EXIDEIND,2025-12-30,415.0,0.5,1800.0,48.0,10800.0,2025-12-23 21:08,29971
EXIDEIND,2025-12-30,420.0,0.2,385200.0,51.75,111600.0,2025-12-23 21:08,34622
EXIDEIND,2025-12-30,430.0,0.1,136800.0,60.55,280800.0,2025-12-23 21:08,43954
EXIDEIND,2025-12-30,440.0,0.05,275400.0,74.45,383400.0,2025-12-23 21:08,52575
FEDERALBNK,2025-12-30,190.0,0.0,0.0,0.05,265000.0,2025-12-23 21:08,230119
FEDERALBNK,2025-12-30,200.0,66.6,130000.0,0.05,585000.0,2025-12-23 21:08,189293
FEDERALBNK,2025-12-30,205.0,52.53,50000.0,0.05,215000.0,2025-12-23 21:08,170101
FEDERALBNK,2025-12-30,210.0,57.0,90000.0,0.05,635000.0,2025-12-23 21:08,150440
FEDERALBNK,2025-12-30,215.0,53.0,40000.0,0.05,195000.0,2025-12-23 21:08,131390
FEDERALBNK,2025-12-30,217.5,47.15,5000.0,0.0,0.0,2025-12-23 21:08,121879
FEDERALBNK,2025-12-30,220.0,46.75,120000.0,0.05,715000.0,2025-12-23 21:08,112183
FEDERALBNK,2025-12-30,222.5,26.0,10000.0,0.0,0.0,2025-12-23 21:08,103229
FEDERALBNK,2025-12-30,225.0,41.6,80000.0,0.05,530000.0,2025-12-23 21:08,93746
FEDERALBNK,2025-12-30,227.5,0.0,0.0,0.05,90000.0,2025-12-23 21:08,84720
FEDERALBNK,2025-12-30,230.0,37.3,290000.0,0.05,1140000.0,2025-12-23 21:08,75386
FEDERALBNK,2025-12-30,232.5,29.0,0.0,0.05,95000.0,2025-12-23 21:08,67486
FEDERALBNK,2025-12-30,235.0,34.5,165000.0,0.05,720000.0,2025-12-23 21:08,58533
FEDERALBNK,2025-12-30,237.5,25.9,15000.0,0.05,190000.0,2025-12-23 21:08,50367
FEDERALBNK,2025-12-30,240.0,26.4,1245000.0,0.1,2635000.0,2025-12-23 21:08,41725
FEDERALBNK,2025-12-30,242.5,23.8,80000.0,0.1,385000.0,2025-12-23 21:08,37276
FEDERALBNK,2025-12-30,245.0,21.5,965000.0,0.1,3260000.0,2025-12-23 21:08,29868
FEDERALBNK,2025-12-30,247.5,18.95,455000.0,0.1,940000.0,2025-12-23 21:08,25373
FEDERALBNK,2025-12-30,250.0,15.85,1410000.0,0.15,6505000.0,2025-12-23 21:08,20037
FEDERALBNK,2025-12-30,252.5,13.2,515000.0,0.15,2680000.0,2025-12-23 21:08,17964
FEDERALBNK,2025-12-30,255.0,10.95,1455000.0,0.2,4325000.0,2025-12-23 21:08,15193
FEDERALBNK,2025-12-30,257.5,8.85,945000.0,0.25,1040000.0,2025-12-23 21:08,14733
FEDERALBNK,2025-12-30,260.0,6.25,2645000.0,0.45,4200000.0,2025-12-23 21:08,14074
FEDERALBNK,2025-12-30,262.5,4.2,755000.0,0.85,1780000.0,2025-12-23 21:08,15779
FEDERALBNK,2025-12-30,265.0,2.65,3005000.0,1.75,3160000.0,2025-12-23 21:08,16820
FEDERALBNK,2025-12-30,267.5,1.5,1795000.0,3.1,1650000.0,2025-12-23 21:08,19479
FEDERALBNK,2025-12-30,270.0,0.9,5155000.0,4.95,1940000.0,2025-12-23 21:08,22515
FEDERALBNK,2025-12-30,272.5,0.55,1500000.0,7.2,75000.0,2025-12-23 21:08,27069
FEDERALBNK,2025-12-30,275.0,0.3,5255000.0,9.05,995000.0,2025-12-23 21:08,32543
FEDERALBNK,2025-12-30,277.5,0.25,735000.0,8.55,30000.0,2025-12-23 21:08,38808
FEDERALBNK,2025-12-30,280.0,0.15,4455000.0,10.95,115000.0,2025-12-23 21:08,45999
FEDERALBNK,2025-12-30,282.5,0.1,150000.0,0.0,0.0,2025-12-23 21:08,54281
FEDERALBNK,2025-12-30,285.0,0.1,2625000.0,0.0,0.0,2025-12-23 21:08,62662
FEDERALBNK,2025-12-30,287.5,0.1,25000.0,0.0,0.0,2025-12-23 21:08,71723
FEDERALBNK,2025-12-30,290.0,0.1,1090000.0,0.0,0.0,2025-12-23 21:08,80764
FEDERALBNK,2025-12-30,295.0,0.1,1005000.0,0.0,0.0,2025-12-23 21:08,99403
FEDERALBNK,2025-12-30,300.0,0.05,10000.0,0.0,0.0,2025-12-23 21:08,118543
FORTIS,2025-12-30,720.0,0.0,0.0,0.0,0.0,2025-12-23 21:08,42802
FORTIS,2025-12-30,740.0,0.0,0.0,0.0,0.0,2025-12-23 21:08,37299
FORTIS,2025-12-30,750.0,0.0,0.0,0.35,0.0,2025-12-23 21:08,34548
FORTIS,2025-12-30,760.0,138.1,2325.0,0.0,0.0,2025-12-23 21:08,31797
FORTIS,2025-12-30,770.0,0.0,0.0,0.45,2325.0,2025-12-23 21:08,29080
FORTIS,2025-12-30,780.0,0.0,0.0,0.4,54250.0,2025-12-23 21:08,26333
FORTIS,2025-12-30,790.0,0.0,0.0,0.4,51925.0,2025-12-23 21:08,23639
FORTIS,2025-12-30,800.0,80.8,4650.0,0.4,54250.0,2025-12-23 21:08,20996
FORTIS,2025-12-30,810.0,0.0,0.0,0.6,28675.0,2025-12-23 21:08,18450
FORTIS,2025-12-30,820.0,53.85,2325.0,0.6,131750.0,2025-12-23 21:08,15895
FORTIS,2025-12-30,830.0,0.0,0.0,0.6,99975.0,2025-12-23 21:08,13481
FORTIS,2025-12-30,840.0,61.0,47275.0,0.6,78275.0,2025-12-23 21:08,11156
FORTIS,2025-12-30,850.0,52.5,42625.0,0.7,173600.0,2025-12-23 21:08,9247
FORTIS,2025-12-30,860.0,40.75,133300.0,0.85,161200.0,2025-12-23 21:08,7482
FORTIS,2025-12-30,870.0,32.65,86025.0,1.25,240250.0,2025-12-23 21:08,6328
FORTIS,2025-12-30,880.0,22.6,173600.0,2.35,403775.0,2025-12-23 21:08,5223
FORTIS,2025-12-30,890.0,15.3,132525.0,4.7,174375.0,2025-12-23 21:08,4742
FORTIS,2025-12-30,900.0,9.5,377425.0,8.35,330925.0,2025-12-23 21:08,4390
FORTIS,2025-12-30,910.0,5.65,512275.0,14.3,137950.0,2025-12-23 21:08,4709
FORTIS,2025-12-30,920.0,3.25,437100.0,22.4,86800.0,2025-12-23 21:08,5688
FORTIS,2025-12-30,930.0,1.95,820725.0,31.05,100750.0,2025-12-23 21:08,7046
FORTIS,2025-12-30,940.0,1.15,356500.0,38.7,48825.0,2025-12-23 21:08,9225
FORTIS,2025-12-30,950.0,1.0,488250.0,38.15,120125.0,2025-12-23 21:08,11815
FORTIS,2025-12-30,960.0,0.8,382075.0,59.05,29450.0,2025-12-23 21:08,14751
FORTIS,2025-12-30,970.0,0.6,183675.0,68.0,13175.0,2025-12-23 21:08,18365
FORTIS,2025-12-30,980.0,0.45,135625.0,78.35,80600.0,2025-12-23 21:08,22240
FORTIS,2025-12-30,990.0,0.45,325500.0,53.0,4650.0,2025-12-23 21:08,25785
FORTIS,2025-12-30,1000.0,0.4,881950.0,98.15,121675.0,2025-12-23 21:08,30275
FORTIS,2025-12-30,1010.0,0.5,22475.0,130.15,775.0,2025-12-23 21:08,34620
FORTIS,2025-12-30,1020.0,0.5,136400.0,98.25,1550.0,2025-12-23 21:08,40139
FORTIS,2025-12-30,1030.0,0.2,10850.0,0.0,0.0,2025-12-23 21:08,45796
FORTIS,2025-12-30,1040.0,0.35,13175.0,138.0,5425.0,2025-12-23 21:08,51472
FORTIS,2025-12-30,1050.0,0.1,41850.0,140.95,2325.0,2025-12-23 21:08,57092
FORTIS,2025-12-30,1060.0,0.15,67425.0,191.15,3100.0,2025-12-23 21:08,62799
FORTIS,2025-12-30,1070.0,0.4,23250.0,0.0,0.0,2025-12-23 21:08,68550
FORTIS,2025-12-30,1080.0,0.0,0.0,80.6,1550.0,2025-12-23 21:08,74384
FORTIS,2025-12-30,1090.0,16.15,3100.0,88.05,2325.0,2025-12-23 21:08,80205
FORTIS,2025-12-30,1100.0,0.1,70525.0,0.0,0.0,2025-12-23 21:08,86029
FORTIS,2025-12-30,1110.0,12.45,5425.0,235.7,2325.0,2025-12-23 21:08,91940
FORTIS,2025-12-30,1120.0,0.2,3100.0,0.0,0.0,2025-12-23 21:08,97810
FORTIS,2025-12-30,1140.0,0.0,0.0,228.0,2325.0,2025-12-23 21:08,109652
FORTIS,2025-12-30,1150.0,0.15,0.0,0.0,0.0,2025-12-23 21:08,115522
FORTIS,2025-12-30,1160.0,0.3,3100.0,0.0,0.0,2025-12-23 21:08,121446
FORTIS,2025-12-30,1200.0,0.1,5425.0,0.0,0.0,2025-12-23 21:08,145152
GAIL,2025-12-30,140.0,0.0,0.0,0.08,3150.0,2025-12-23 21:08,106745
GAIL,2025-12-30,145.0,25.53,0.0,0.03,163800.0,2025-12-23 21:08,89919
GAIL,2025-12-30,147.5,0.0,0.0,0.02,132300.0,2025-12-23 21:08,81547
GAIL,2025-12-30,150.0,22.41,69300.0,0.06,869400.0,2025-12-23 21:08,73208
GAIL,2025-12-30,152.5,20.15,34650.0,0.07,233100.0,2025-12-23 21:08,65254
GAIL,2025-12-30,155.0,13.9,182700.0,0.09,1578150.0,2025-12-23 21:08,57285
GAIL,2025-12-30,157.5,10.7,56700.0,0.1,431550.0,2025-12-23 21:08,49927
GAIL,2025-12-30,160.0,12.24,529200.0,0.1,2699550.0,2025-12-23 21:08,42509
GAIL,2025-12-30,162.5,9.48,91350.0,0.12,793800.0,2025-12-23 21:08,36462
GAIL,2025-12-30,165.0,7.42,733950.0,0.17,3379950.0,2025-12-23 21:08,30092
GAIL,2025-12-30,167.5,4.99,611100.0,0.34,1609650.0,2025-12-23 21:08,25161
GAIL,2025-12-30,170.0,3.0,5024250.0,0.81,5591250.0,2025-12-23 21:08,20549
GAIL,2025-12-30,172.5,1.48,3027150.0,1.8,1729350.0,2025-12-23 21:08,19394
GAIL,2025-12-30,175.0,0.71,9207450.0,3.53,2806650.0,2025-12-23 21:08,18511
GAIL,2025-12-30,177.5,0.33,2605050.0,5.75,1171800.0,2025-12-23 21:08,20158
GAIL,2025-12-30,180.0,0.16,8568000.0,8.03,2825550.0,2025-12-23 21:08,22498
GAIL,2025-12-30,182.5,0.12,2176650.0,10.45,1121400.0,2025-12-23 21:08,26142
GAIL,2025-12-30,185.0,0.09,6167700.0,12.75,2315250.0,2025-12-23 21:08,31598
GAIL,2025-12-30,187.5,0.07,1124550.0,15.56,283500.0,2025-12-23 21:08,37423
GAIL,2025-12-30,190.0,0.05,6117300.0,17.8,1228500.0,2025-12-23 21:08,46063
GAIL,2025-12-30,192.5,0.06,349650.0,22.63,78750.0,2025-12-23 21:08,54817
GAIL,2025-12-30,195.0,0.06,976500.0,22.5,504000.0,2025-12-23 21:08,65658
GAIL,2025-12-30,197.5,0.05,245700.0,28.28,9450.0,2025-12-23 21:08,75917
GAIL,2025-12-30,200.0,0.03,3348450.0,27.5,970200.0,2025-12-23 21:08,87343
GAIL,2025-12-30,202.5,0.03,100800.0,0.0,0.0,2025-12-23 21:08,97215
GAIL,2025-12-30,205.0,0.04,699300.0,33.18,403200.0,2025-12-23 21:08,109771
GAIL,2025-12-30,210.0,0.03,378000.0,37.82,721350.0,2025-12-23 21:08,134099
GMRAIRPORT,2025-12-30,78.0,0.0,0.0,0.02,97650.0,2025-12-23 21:08,136798
GMRAIRPORT,2025-12-30,80.0,21.0,6975.0,0.05,244125.0,2025-12-23 21:08,122939
GMRAIRPORT,2025-12-30,82.0,0.0,0.0,0.08,97650.0,2025-12-23 21:08,109145
GMRAIRPORT,2025-12-30,83.0,0.0,0.0,0.0,0.0,2025-12-23 21:08,102250
GMRAIRPORT,2025-12-30,84.0,0.0,0.0,0.02,6975.0,2025-12-23 21:08,95356
GMRAIRPORT,2025-12-30,85.0,17.3,34875.0,0.0,0.0,2025-12-23 21:08,88463
GMRAIRPORT,2025-12-30,86.0,10.3,0.0,0.01,104625.0,2025-12-23 21:08,81633
GMRAIRPORT,2025-12-30,87.0,0.0,0.0,0.01,48825.0,2025-12-23 21:08,74754
GMRAIRPORT,2025-12-30,88.0,15.02,13950.0,0.03,55800.0,2025-12-23 21:08,67879
GMRAIRPORT,2025-12-30,89.0,14.02,27900.0,0.04,697500.0,2025-12-23 21:08,61032
GMRAIRPORT,2025-12-30,90.0,11.92,341775.0,0.03,1994850.0,2025-12-23 21:08,54274
GMRAIRPORT,2025-12-30,91.0,13.35,34875.0,0.03,313875.0,2025-12-23 21:08,48114
GMRAIRPORT,2025-12-30,92.0,11.05,69750.0,0.04,648675.0,2025-12-23 21:08,41633
GMRAIRPORT,2025-12-30,93.0,9.14,20925.0,0.05,1506600.0,2025-12-23 21:08,35253
GMRAIRPORT,2025-12-30,94.0,10.38,69750.0,0.04,1395000.0,2025-12-23 21:08,28962
GMRAIRPORT,2025-12-30,95.0,9.87,1569375.0,0.06,3055050.0,2025-12-23 21:08,22874
GMRAIRPORT,2025-12-30,96.0,8.9,481275.0,0.06,3180600.0,2025-12-23 21:08,18711
GMRAIRPORT,2025-12-30,97.0,8.2,1708875.0,0.07,5984550.0,2025-12-23 21:08,13794
GMRAIRPORT,2025-12-30,98.0,6.88,1694925.0,0.07,5280075.0,2025-12-23 21:08,10596
GMRAIRPORT,2025-12-30,99.0,5.89,1701900.0,0.11,5015025.0,2025-12-23 21:08,7865
GMRAIRPORT,2025-12-30,100.0,5.0,4324500.0,0.19,7993350.0,2025-12-23 21:08,5624
GMRAIRPORT,2025-12-30,101.0,4.11,4010625.0,0.26,3808350.0,2025-12-23 21:08,5678
GMRAIRPORT,2025-12-30,102.0,3.17,8293275.0,0.42,5886900.0,2025-12-23 21:08,6052
GMRAIRPORT,2025-12-30,103.0,2.48,3382875.0,0.68,3661875.0,2025-12-23 21:08,8678
GMRAIRPORT,2025-12-30,104.0,1.88,5580000.0,1.06,2434275.0,2025-12-23 21:08,10215
GMRAIRPORT,2025-12-30,105.0,1.42,15456600.0,1.6,4150125.0,2025-12-23 21:08,12756
GMRAIRPORT,2025-12-30,106.0,1.03,6019425.0,2.17,1604250.0,2025-12-23 21:08,17997
GMRAIRPORT,2025-12-30,107.0,0.74,7574850.0,2.93,1799550.0,2025-12-23 21:08,22741
