Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,timestamp,Max_Pain
360ONE,2025-12-30,880.0,295.05,2500.0,0.0,0.0,1184.0,2025-12-26 10:49,27682
360ONE,2025-12-30,920.0,0.0,0.0,0.2,0.0,1184.0,2025-12-26 10:49,22956
360ONE,2025-12-30,960.0,171.7,1500.0,0.0,0.0,1184.0,2025-12-26 10:49,18156
360ONE,2025-12-30,980.0,179.2,2000.0,0.05,2000.0,1184.0,2025-12-26 10:49,15785
360ONE,2025-12-30,1000.0,173.2,3500.0,0.4,30000.0,1184.0,2025-12-26 10:49,13431
360ONE,2025-12-30,1020.0,152.25,0.0,0.45,57000.0,1184.0,2025-12-26 10:49,11169
360ONE,2025-12-30,1040.0,129.15,4500.0,0.45,92000.0,1184.0,2025-12-26 10:49,8958
360ONE,2025-12-30,1060.0,86.5,8500.0,0.5,50500.0,1184.0,2025-12-26 10:49,6997
360ONE,2025-12-30,1080.0,124.85,14000.0,0.45,64500.0,1184.0,2025-12-26 10:49,5171
360ONE,2025-12-30,1100.0,88.5,73000.0,0.55,67500.0,1184.0,2025-12-26 10:49,3603
360ONE,2025-12-30,1120.0,76.35,58500.0,0.75,59000.0,1184.0,2025-12-26 10:49,2786
360ONE,2025-12-30,1140.0,50.0,79500.0,0.85,163500.0,1184.0,2025-12-26 10:49,2005
360ONE,2025-12-30,1160.0,27.5,92500.0,1.9,318000.0,1184.0,2025-12-26 10:49,1650
360ONE,2025-12-30,1180.0,12.35,71000.0,6.35,196000.0,1184.0,2025-12-26 10:49,1927
360ONE,2025-12-30,1200.0,3.8,197500.0,19.0,74500.0,1184.0,2025-12-26 10:49,2507
360ONE,2025-12-30,1220.0,1.35,176000.0,37.15,18000.0,1184.0,2025-12-26 10:49,3602
360ONE,2025-12-30,1240.0,0.55,496000.0,28.6,6500.0,1184.0,2025-12-26 10:49,5108
360ONE,2025-12-30,1260.0,0.4,110000.0,73.1,1500.0,1184.0,2025-12-26 10:49,7671
360ONE,2025-12-30,1280.0,0.25,90500.0,92.15,2000.0,1184.0,2025-12-26 10:49,10441
360ONE,2025-12-30,1300.0,0.0,0.0,0.0,0.0,1184.0,2025-12-26 10:49,13387
360ONE,2025-12-30,1320.0,0.2,97500.0,0.0,0.0,1184.0,2025-12-26 10:49,16349
360ONE,2025-12-30,1360.0,1.0,500.0,0.0,0.0,1184.0,2025-12-26 10:49,22665
ABB,2025-12-30,4100.0,0.0,0.0,1.0,1875.0,5228.0,2025-12-26 10:49,62524
ABB,2025-12-30,4300.0,948.65,0.0,5.5,125.0,5228.0,2025-12-26 10:49,49341
ABB,2025-12-30,4350.0,0.0,0.0,1.0,1875.0,5228.0,2025-12-26 10:49,46046
ABB,2025-12-30,4400.0,780.0,1125.0,0.6,5750.0,5228.0,2025-12-26 10:49,42760
ABB,2025-12-30,4450.0,0.0,0.0,1.0,5750.0,5228.0,2025-12-26 10:49,39596
ABB,2025-12-30,4500.0,668.0,500.0,1.0,1625.0,5228.0,2025-12-26 10:49,36373
ABB,2025-12-30,4550.0,528.8,125.0,0.0,0.0,5228.0,2025-12-26 10:49,33195
ABB,2025-12-30,4600.0,685.75,0.0,0.55,250.0,5228.0,2025-12-26 10:49,29990
ABB,2025-12-30,4650.0,0.0,0.0,1.2,10625.0,5228.0,2025-12-26 10:49,26780
ABB,2025-12-30,4700.0,481.25,125.0,1.0,57250.0,5228.0,2025-12-26 10:49,23622
ABB,2025-12-30,4750.0,431.6,0.0,1.8,14375.0,5228.0,2025-12-26 10:49,20752
ABB,2025-12-30,4800.0,421.15,500.0,1.3,29750.0,5228.0,2025-12-26 10:49,17952
ABB,2025-12-30,4850.0,320.2,125.0,0.0,0.0,5228.0,2025-12-26 10:49,15322
ABB,2025-12-30,4900.0,323.4,6375.0,1.8,41625.0,5228.0,2025-12-26 10:49,12680
ABB,2025-12-30,4950.0,261.55,2250.0,2.45,25875.0,5228.0,2025-12-26 10:49,10472
ABB,2025-12-30,5000.0,234.55,44125.0,3.65,95875.0,5228.0,2025-12-26 10:49,8259
ABB,2025-12-30,5050.0,180.0,10000.0,5.05,34500.0,5228.0,2025-12-26 10:49,7693
ABB,2025-12-30,5100.0,136.7,46875.0,6.75,70125.0,5228.0,2025-12-26 10:49,6513
ABB,2025-12-30,5150.0,90.0,12625.0,11.85,32750.0,5228.0,2025-12-26 10:49,6348
ABB,2025-12-30,5200.0,54.9,65625.0,24.25,72125.0,5228.0,2025-12-26 10:49,5892
ABB,2025-12-30,5250.0,30.8,99750.0,51.0,17500.0,5228.0,2025-12-26 10:49,6234
ABB,2025-12-30,5300.0,12.75,107500.0,79.95,57000.0,5228.0,2025-12-26 10:49,7196
ABB,2025-12-30,5350.0,5.2,42250.0,125.75,5625.0,5228.0,2025-12-26 10:49,8444
ABB,2025-12-30,5400.0,2.8,77375.0,170.0,9500.0,5228.0,2025-12-26 10:49,10201
ABB,2025-12-30,5450.0,1.8,46250.0,0.0,0.0,5228.0,2025-12-26 10:49,12301
ABB,2025-12-30,5500.0,1.3,101500.0,272.0,22125.0,5228.0,2025-12-26 10:49,14780
ABB,2025-12-30,5550.0,1.25,15625.0,0.0,0.0,5228.0,2025-12-26 10:49,17281
ABB,2025-12-30,5600.0,1.0,18125.0,406.0,8750.0,5228.0,2025-12-26 10:49,20451
ABB,2025-12-30,5650.0,1.35,37125.0,0.0,0.0,5228.0,2025-12-26 10:49,23399
ABB,2025-12-30,5700.0,1.05,625.0,470.0,4625.0,5228.0,2025-12-26 10:49,26892
ABB,2025-12-30,5750.0,0.35,11250.0,455.0,1875.0,5228.0,2025-12-26 10:49,30188
ABB,2025-12-30,5800.0,1.1,2625.0,555.0,2375.0,5228.0,2025-12-26 10:49,33682
ABB,2025-12-30,5850.0,1.25,875.0,0.0,0.0,5228.0,2025-12-26 10:49,37155
ABB,2025-12-30,5900.0,0.05,15375.0,650.85,500.0,5228.0,2025-12-26 10:49,40764
ABB,2025-12-30,6000.0,0.1,36375.0,767.0,10375.0,5228.0,2025-12-26 10:49,48108
ABB,2025-12-30,6100.0,0.05,15125.0,857.5,18625.0,5228.0,2025-12-26 10:49,55156
ABCAPITAL,2025-12-30,260.0,85.5,282100.0,0.05,182900.0,345.8,2025-12-26 10:49,95215
ABCAPITAL,2025-12-30,270.0,81.75,24800.0,0.0,0.0,345.8,2025-12-26 10:49,83564
ABCAPITAL,2025-12-30,280.0,85.5,27900.0,0.05,124000.0,345.8,2025-12-26 10:49,69730
ABCAPITAL,2025-12-30,285.0,56.9,15500.0,0.1,86800.0,345.8,2025-12-26 10:49,63026
ABCAPITAL,2025-12-30,290.0,61.0,554900.0,0.05,471200.0,345.8,2025-12-26 10:49,56222
ABCAPITAL,2025-12-30,295.0,52.55,114700.0,0.05,120900.0,345.8,2025-12-26 10:49,53226
ABCAPITAL,2025-12-30,300.0,49.1,313100.0,0.05,393700.0,345.8,2025-12-26 10:49,47568
ABCAPITAL,2025-12-30,305.0,45.5,3100.0,0.1,80600.0,345.8,2025-12-26 10:49,43196
ABCAPITAL,2025-12-30,310.0,37.7,52700.0,0.15,489800.0,345.8,2025-12-26 10:49,37344
ABCAPITAL,2025-12-30,315.0,35.5,27900.0,0.15,827700.0,345.8,2025-12-26 10:49,31942
ABCAPITAL,2025-12-30,320.0,28.15,136400.0,0.2,1255500.0,345.8,2025-12-26 10:49,26862
ABCAPITAL,2025-12-30,325.0,23.15,99200.0,0.2,669600.0,345.8,2025-12-26 10:49,22751
ABCAPITAL,2025-12-30,330.0,15.7,229400.0,0.25,1165600.0,345.8,2025-12-26 10:49,18881
ABCAPITAL,2025-12-30,335.0,11.05,226300.0,0.6,1339200.0,345.8,2025-12-26 10:49,15824
ABCAPITAL,2025-12-30,340.0,7.15,629300.0,1.75,1915800.0,345.8,2025-12-26 10:49,13388
ABCAPITAL,2025-12-30,345.0,4.1,2191700.0,3.65,1457000.0,345.8,2025-12-26 10:49,12170
ABCAPITAL,2025-12-30,350.0,2.1,2480000.0,6.75,1478700.0,345.8,2025-12-26 10:49,13028
ABCAPITAL,2025-12-30,355.0,1.1,1980900.0,10.7,868000.0,345.8,2025-12-26 10:49,15021
ABCAPITAL,2025-12-30,360.0,0.65,2697000.0,15.1,517700.0,345.8,2025-12-26 10:49,18206
ABCAPITAL,2025-12-30,365.0,0.4,2238200.0,17.95,523900.0,345.8,2025-12-26 10:49,23102
ABCAPITAL,2025-12-30,370.0,0.2,2585400.0,23.15,297600.0,345.8,2025-12-26 10:49,29134
ABCAPITAL,2025-12-30,375.0,0.15,2703200.0,27.85,89900.0,345.8,2025-12-26 10:49,36822
ABCAPITAL,2025-12-30,380.0,0.1,1661600.0,32.7,102300.0,345.8,2025-12-26 10:49,46334
ABCAPITAL,2025-12-30,385.0,0.1,669600.0,0.0,0.0,345.8,2025-12-26 10:49,56620
ABCAPITAL,2025-12-30,390.0,0.1,1119100.0,32.05,58900.0,345.8,2025-12-26 10:49,67565
ABCAPITAL,2025-12-30,395.0,0.05,186000.0,0.0,0.0,345.8,2025-12-26 10:49,78914
ABCAPITAL,2025-12-30,400.0,0.05,1202800.0,43.8,9300.0,345.8,2025-12-26 10:49,90536
ADANIENT,2025-12-30,1840.0,0.0,0.0,0.25,1236.0,2244.0,2025-12-26 10:49,307832
ADANIENT,2025-12-30,1880.0,0.0,0.0,0.55,10506.0,2244.0,2025-12-26 10:49,278000
ADANIENT,2025-12-30,1900.2,335.0,8652.0,0.4,98262.0,2244.0,2025-12-26 10:49,262955
ADANIENT,2025-12-30,1920.0,0.0,0.0,0.4,8034.0,2244.0,2025-12-26 10:49,248707
ADANIENT,2025-12-30,1938.95,0.0,0.0,1.0,65817.0,2244.0,2025-12-26 10:49,234811
ADANIENT,2025-12-30,1940.0,0.0,0.0,0.55,8343.0,2244.0,2025-12-26 10:49,234042
ADANIENT,2025-12-30,1960.0,0.0,0.0,0.65,31518.0,2244.0,2025-12-26 10:49,219524
ADANIENT,2025-12-30,1977.75,0.0,0.0,0.4,60564.0,2244.0,2025-12-26 10:49,206695
ADANIENT,2025-12-30,1980.0,0.0,0.0,0.0,0.0,2244.0,2025-12-26 10:49,205080
ADANIENT,2025-12-30,2000.0,228.3,4635.0,0.4,300039.0,2244.0,2025-12-26 10:49,190747
ADANIENT,2025-12-30,2016.55,0.0,0.0,0.55,51294.0,2244.0,2025-12-26 10:49,179485
ADANIENT,2025-12-30,2020.0,0.0,0.0,0.65,41715.0,2244.0,2025-12-26 10:49,177133
ADANIENT,2025-12-30,2035.9,0.0,0.0,0.65,31518.0,2244.0,2025-12-26 10:49,166368
ADANIENT,2025-12-30,2040.0,0.0,0.0,0.8,43569.0,2244.0,2025-12-26 10:49,163603
ADANIENT,2025-12-30,2055.3,0.0,0.0,0.75,73542.0,2244.0,2025-12-26 10:49,153359
ADANIENT,2025-12-30,2060.0,0.0,0.0,0.75,27810.0,2244.0,2025-12-26 10:49,150242
ADANIENT,2025-12-30,2074.7,0.0,0.0,0.95,30282.0,2244.0,2025-12-26 10:49,140549
ADANIENT,2025-12-30,2080.0,170.0,1236.0,0.95,67671.0,2244.0,2025-12-26 10:49,137069
ADANIENT,2025-12-30,2094.1,154.95,0.0,1.3,35535.0,2244.0,2025-12-26 10:49,127928
ADANIENT,2025-12-30,2100.0,156.0,39861.0,1.3,392121.0,2244.0,2025-12-26 10:49,124113
ADANIENT,2025-12-30,2113.5,329.5,309.0,1.6,39243.0,2244.0,2025-12-26 10:49,116550
ADANIENT,2025-12-30,2120.0,110.2,618.0,1.4,259869.0,2244.0,2025-12-26 10:49,112663
ADANIENT,2025-12-30,2132.85,101.55,12051.0,1.9,173967.0,2244.0,2025-12-26 10:49,105276
ADANIENT,2025-12-30,2140.0,103.7,10815.0,2.15,79104.0,2244.0,2025-12-26 10:49,101405
ADANIENT,2025-12-30,2152.25,0.0,0.0,2.65,56856.0,2244.0,2025-12-26 10:49,94824
ADANIENT,2025-12-30,2160.0,74.0,22557.0,3.0,61491.0,2244.0,2025-12-26 10:49,90630
ADANIENT,2025-12-30,2171.65,0.0,0.0,3.85,14523.0,2244.0,2025-12-26 10:49,84594
ADANIENT,2025-12-30,2180.0,65.0,38934.0,4.5,167169.0,2244.0,2025-12-26 10:49,80168
ADANIENT,2025-12-30,2191.05,0.0,0.0,5.95,41097.0,2244.0,2025-12-26 10:49,74723
ADANIENT,2025-12-30,2200.0,54.75,364311.0,7.25,495327.0,2244.0,2025-12-26 10:49,70182
ADANIENT,2025-12-30,2210.45,0.0,0.0,9.3,81576.0,2244.0,2025-12-26 10:49,67442
ADANIENT,2025-12-30,2220.0,42.1,76941.0,11.7,214755.0,2244.0,2025-12-26 10:49,63445
ADANIENT,2025-12-30,2229.8,32.7,72615.0,15.1,159753.0,2244.0,2025-12-26 10:49,59780
ADANIENT,2025-12-30,2240.0,26.8,313017.0,19.05,387177.0,2244.0,2025-12-26 10:49,56123
ADANIENT,2025-12-30,2249.2,22.5,70452.0,0.0,0.0,2244.0,2025-12-26 10:49,53573
ADANIENT,2025-12-30,2260.0,18.1,1861107.0,30.5,364620.0,2244.0,2025-12-26 10:49,50696
ADANIENT,2025-12-30,2268.6,15.25,84975.0,0.0,0.0,2244.0,2025-12-26 10:49,52449
ADANIENT,2025-12-30,2280.0,11.65,336192.0,43.55,161298.0,2244.0,2025-12-26 10:49,52008
ADANIENT,2025-12-30,2288.0,9.7,63036.0,0.0,0.0,2244.0,2025-12-26 10:49,51695
ADANIENT,2025-12-30,2300.0,7.75,2061957.0,59.55,740673.0,2244.0,2025-12-26 10:49,51829
ADANIENT,2025-12-30,2307.35,6.55,115257.0,70.75,54384.0,2244.0,2025-12-26 10:49,51120
ADANIENT,2025-12-30,2320.0,4.95,380997.0,76.85,114639.0,2244.0,2025-12-26 10:49,54647
ADANIENT,2025-12-30,2326.75,4.2,201468.0,83.0,198378.0,2244.0,2025-12-26 10:49,56336
ADANIENT,2025-12-30,2340.0,3.25,359676.0,95.05,144303.0,2244.0,2025-12-26 10:49,59979
ADANIENT,2025-12-30,2346.15,3.0,155427.0,100.75,84357.0,2244.0,2025-12-26 10:49,61450
ADANIENT,2025-12-30,2360.0,2.2,446814.0,112.2,154809.0,2244.0,2025-12-26 10:49,67117
ADANIENT,2025-12-30,2365.55,2.1,190344.0,120.0,147084.0,2244.0,2025-12-26 10:49,68405
ADANIENT,2025-12-30,2380.0,1.8,258633.0,127.3,60873.0,2244.0,2025-12-26 10:49,74788
ADANIENT,2025-12-30,2384.95,1.8,53457.0,147.25,7725.0,2244.0,2025-12-26 10:49,76995
ADANIENT,2025-12-30,2400.0,1.5,2093784.0,153.0,369255.0,2244.0,2025-12-26 10:49,85908
ADANIENT,2025-12-30,2404.3,0.5,71379.0,156.0,40788.0,2244.0,2025-12-26 10:49,84208
ADANIENT,2025-12-30,2420.0,1.15,93936.0,170.95,19776.0,2244.0,2025-12-26 10:49,97025
ADANIENT,2025-12-30,2423.7,0.9,212592.0,170.0,225570.0,2244.0,2025-12-26 10:49,99909
ADANIENT,2025-12-30,2440.0,1.05,261105.0,186.75,40788.0,2244.0,2025-12-26 10:49,110957
ADANIENT,2025-12-30,2443.1,1.0,30282.0,0.0,0.0,2244.0,2025-12-26 10:49,113143
ADANIENT,2025-12-30,2460.0,0.9,208575.0,217.25,63345.0,2244.0,2025-12-26 10:49,129118
ADANIENT,2025-12-30,2462.5,0.9,55929.0,230.8,27810.0,2244.0,2025-12-26 10:49,130191
