Symbol,Expiry,Strike,CE_LTP,CE_OI,CE_Volume,PE_LTP,PE_OI,PE_Volume,Spot,%Change,timestamp,Max_Pain
360ONE,2026-01-27,920.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.1,1.443,2026-01-22 10:04:03,31921
360ONE,2026-01-27,960.0,239.15,1500.0,0.0,0.2,23500.0,6000.0,1111.1,1.443,2026-01-22 10:04:03,24579
360ONE,2026-01-27,980.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.1,1.443,2026-01-22 10:04:03,20993
360ONE,2026-01-27,1000.0,111.0,25500.0,3500.0,0.2,48500.0,39000.0,1111.1,1.443,2026-01-22 10:04:03,17372
360ONE,2026-01-27,1020.0,0.0,0.0,0.0,0.2,47000.0,4000.0,1111.1,1.443,2026-01-22 10:04:03,14182
360ONE,2026-01-27,1040.0,0.0,0.0,0.0,0.3,42500.0,3500.0,1111.1,1.443,2026-01-22 10:04:03,10802
360ONE,2026-01-27,1060.0,129.8,3000.0,0.0,0.65,616500.0,93000.0,1111.1,1.443,2026-01-22 10:04:03,7506
360ONE,2026-01-27,1080.0,30.55,4000.0,4500.0,2.35,291000.0,59000.0,1111.1,1.443,2026-01-22 10:04:03,5450
360ONE,2026-01-27,1100.0,18.5,114000.0,50500.0,7.95,198000.0,64500.0,1111.1,1.443,2026-01-22 10:04:03,3929
360ONE,2026-01-27,1120.0,9.25,217500.0,181000.0,20.9,74000.0,6000.0,1111.1,1.443,2026-01-22 10:04:03,3142
360ONE,2026-01-27,1140.0,4.5,409000.0,165000.0,44.2,109000.0,0.0,1111.1,1.443,2026-01-22 10:04:03,2930
360ONE,2026-01-27,1160.0,2.35,235500.0,180000.0,53.6,55500.0,3000.0,1111.1,1.443,2026-01-22 10:04:03,3410
360ONE,2026-01-27,1180.0,1.6,253500.0,74500.0,74.0,121000.0,500.0,1111.1,1.443,2026-01-22 10:04:03,4528
360ONE,2026-01-27,1200.0,1.0,517000.0,105000.0,94.15,74000.0,1000.0,1111.1,1.443,2026-01-22 10:04:03,5782
360ONE,2026-01-27,1220.0,0.75,537500.0,256500.0,112.85,30500.0,0.0,1111.1,1.443,2026-01-22 10:04:03,8428
360ONE,2026-01-27,1240.0,0.55,315000.0,36000.0,130.2,70000.0,500.0,1111.1,1.443,2026-01-22 10:04:03,12551
360ONE,2026-01-27,1260.0,0.6,214000.0,24500.0,121.1,23500.0,0.0,1111.1,1.443,2026-01-22 10:04:03,16854
360ONE,2026-01-27,1280.0,0.45,191000.0,27500.0,81.0,1000.0,0.0,1111.1,1.443,2026-01-22 10:04:03,22255
360ONE,2026-01-27,1300.0,0.45,213500.0,11000.0,120.0,6000.0,0.0,1111.1,1.443,2026-01-22 10:04:03,28311
