Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,0.0,0.0,0.65,2000.0,1204.5,0.367,2026-01-05 09:33,2716
360ONE,2026-01-27,1000.0,0.0,0.0,7.0,3000.0,1204.5,0.367,2026-01-05 09:33,1870
360ONE,2026-01-27,1020.0,0.0,0.0,3.6,500.0,1204.5,0.367,2026-01-05 09:33,1451
360ONE,2026-01-27,1040.0,0.0,0.0,1.95,2000.0,1204.5,0.367,2026-01-05 09:33,1035
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1204.5,0.367,2026-01-05 09:33,622
360ONE,2026-01-27,1080.0,124.95,2000.0,4.0,15000.0,1204.5,0.367,2026-01-05 09:33,256
360ONE,2026-01-27,1100.0,0.0,0.0,6.05,26500.0,1204.5,0.367,2026-01-05 09:33,-95
360ONE,2026-01-27,1120.0,0.0,0.0,9.9,2000.0,1204.5,0.367,2026-01-05 09:33,-429
360ONE,2026-01-27,1140.0,74.7,1500.0,12.45,10500.0,1204.5,0.367,2026-01-05 09:33,-745
360ONE,2026-01-27,1160.0,65.0,14000.0,17.8,25000.0,1204.5,0.367,2026-01-05 09:33,-1037
360ONE,2026-01-27,1180.0,53.0,32000.0,26.15,50000.0,1204.5,0.367,2026-01-05 09:33,-1203
360ONE,2026-01-27,1200.0,34.3,239000.0,33.05,74500.0,1204.5,0.367,2026-01-05 09:33,-1212
360ONE,2026-01-27,1220.0,26.3,51000.0,0.0,0.0,1204.5,0.367,2026-01-05 09:33,-59
360ONE,2026-01-27,1240.0,16.8,25000.0,64.9,500.0,1204.5,0.367,2026-01-05 09:33,755
360ONE,2026-01-27,1260.0,13.0,39500.0,0.0,0.0,1204.5,0.367,2026-01-05 09:33,1526
360ONE,2026-01-27,1280.0,9.65,115000.0,113.9,1000.0,1204.5,0.367,2026-01-05 09:33,2388
360ONE,2026-01-27,1300.0,7.85,42000.0,126.0,500.0,1204.5,0.367,2026-01-05 09:33,3531
360ONE,2026-01-27,1320.0,6.0,2000.0,0.0,0.0,1204.5,0.367,2026-01-05 09:33,4685
360ONE,2026-01-27,1360.0,2.85,49500.0,0.0,0.0,1204.5,0.367,2026-01-05 09:33,6951
ABB,2026-01-27,4300.0,875.25,250.0,3.45,750.0,5212.5,0.134,2026-01-05 09:33,36512
ABB,2026-01-27,4400.0,786.0,625.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,32200
ABB,2026-01-27,4500.0,0.0,0.0,6.5,3125.0,5212.5,0.134,2026-01-05 09:33,27921
ABB,2026-01-27,4550.0,663.35,500.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,25771
ABB,2026-01-27,4600.0,0.0,0.0,8.0,125.0,5212.5,0.134,2026-01-05 09:33,23659
ABB,2026-01-27,4650.0,0.0,0.0,6.5,2625.0,5212.5,0.134,2026-01-05 09:33,21514
ABB,2026-01-27,4700.0,0.0,0.0,4.9,18125.0,5212.5,0.134,2026-01-05 09:33,19380
ABB,2026-01-27,4750.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,17330
ABB,2026-01-27,4800.0,0.0,0.0,9.8,23375.0,5212.5,0.134,2026-01-05 09:33,15289
ABB,2026-01-27,4850.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,13341
ABB,2026-01-27,4900.0,0.0,0.0,16.55,15000.0,5212.5,0.134,2026-01-05 09:33,11417
ABB,2026-01-27,4950.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,9543
ABB,2026-01-27,5000.0,275.0,10625.0,30.0,75875.0,5212.5,0.134,2026-01-05 09:33,7693
ABB,2026-01-27,5050.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,6341
ABB,2026-01-27,5100.0,211.9,23125.0,51.75,37625.0,5212.5,0.134,2026-01-05 09:33,4924
ABB,2026-01-27,5150.0,149.05,18125.0,70.0,22375.0,5212.5,0.134,2026-01-05 09:33,4106
ABB,2026-01-27,5200.0,123.6,124375.0,87.6,102750.0,5212.5,0.134,2026-01-05 09:33,3309
ABB,2026-01-27,5250.0,93.15,26125.0,104.9,15500.0,5212.5,0.134,2026-01-05 09:33,4172
ABB,2026-01-27,5300.0,76.2,62250.0,131.85,22125.0,5212.5,0.134,2026-01-05 09:33,4685
ABB,2026-01-27,5350.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,5723
ABB,2026-01-27,5400.0,42.7,52500.0,240.0,5625.0,5212.5,0.134,2026-01-05 09:33,6578
ABB,2026-01-27,5450.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,7813
ABB,2026-01-27,5500.0,24.35,48250.0,266.0,17125.0,5212.5,0.134,2026-01-05 09:33,8958
ABB,2026-01-27,5550.0,0.0,0.0,330.0,125.0,5212.5,0.134,2026-01-05 09:33,10093
ABB,2026-01-27,5600.0,14.2,21750.0,393.75,17125.0,5212.5,0.134,2026-01-05 09:33,11562
ABB,2026-01-27,5650.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,12586
ABB,2026-01-27,5700.0,8.65,44125.0,498.95,5750.0,5212.5,0.134,2026-01-05 09:33,14254
ABB,2026-01-27,5750.0,0.0,0.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,15922
ABB,2026-01-27,5800.0,6.1,4375.0,542.15,2250.0,5212.5,0.134,2026-01-05 09:33,17839
ABB,2026-01-27,5850.0,8.0,125.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,19669
ABB,2026-01-27,5900.0,8.0,125.0,0.0,0.0,5212.5,0.134,2026-01-05 09:33,21620
ABB,2026-01-27,6000.0,3.5,14375.0,812.0,28250.0,5212.5,0.134,2026-01-05 09:33,25523
ABB,2026-01-27,6100.0,7.5,875.0,890.3,18750.0,5212.5,0.134,2026-01-05 09:33,27562
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.1,18600.0,363.85,0.72,2026-01-05 09:33,41112
ABCAPITAL,2026-01-27,300.0,65.65,843200.0,0.25,210800.0,363.85,0.72,2026-01-05 09:33,21607
ABCAPITAL,2026-01-27,310.0,46.65,114700.0,0.35,406100.0,363.85,0.72,2026-01-05 09:33,18439
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,0.55,158100.0,363.85,0.72,2026-01-05 09:33,14871
ABCAPITAL,2026-01-27,320.0,30.9,93000.0,0.55,669600.0,363.85,0.72,2026-01-05 09:33,10865
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,0.95,226300.0,363.85,0.72,2026-01-05 09:33,7488
ABCAPITAL,2026-01-27,330.0,34.35,133300.0,1.0,895900.0,363.85,0.72,2026-01-05 09:33,4033
ABCAPITAL,2026-01-27,335.0,29.5,15500.0,1.4,1069500.0,363.85,0.72,2026-01-05 09:33,1414
ABCAPITAL,2026-01-27,340.0,28.2,251100.0,2.0,957900.0,363.85,0.72,2026-01-05 09:33,-1133
ABCAPITAL,2026-01-27,345.0,23.35,223200.0,2.7,877300.0,363.85,0.72,2026-01-05 09:33,-2456
ABCAPITAL,2026-01-27,350.0,20.0,2318800.0,3.75,1649200.0,363.85,0.72,2026-01-05 09:33,-3462
ABCAPITAL,2026-01-27,355.0,15.5,331700.0,5.3,434000.0,363.85,0.72,2026-01-05 09:33,1251
ABCAPITAL,2026-01-27,360.0,12.6,1850700.0,7.0,930000.0,363.85,0.72,2026-01-05 09:33,2612
ABCAPITAL,2026-01-27,365.0,9.75,1147000.0,9.2,582800.0,363.85,0.72,2026-01-05 09:33,6761
