time,stock,atm_diff,avg_ltp_pct_x1000
09:20,360ONE,0.0,0.0
09:20,ABB,0.0,0.0
09:20,ABCAPITAL,0.0,0.0
09:20,ADANIENSOL,0.0,0.0
09:20,ADANIENT,0.0,0.0
09:20,ADANIGREEN,0.0,0.0
09:20,ADANIPORTS,0.0,0.0
09:20,ALKEM,0.0,0.0
09:20,AMBER,0.0,0.0
09:20,AMBUJACEM,0.0,0.0
09:20,ANGELONE,0.0,0.0
09:20,APLAPOLLO,0.0,0.0
09:20,APOLLOHOSP,0.0,0.0
09:20,ASHOKLEY,0.0,0.0
09:20,ASIANPAINT,0.0,0.0
09:20,ASTRAL,0.0,0.0
09:20,AUBANK,0.0,0.0
09:20,AUROPHARMA,0.0,0.0
09:20,AXISBANK,0.0,0.0
09:20,BAJAJ-AUTO,0.0,0.0
09:20,BAJAJFINSV,0.0,0.0
09:20,BAJAJHLDNG,0.0,0.0
09:20,BAJFINANCE,0.0,0.0
09:20,BANDHANBNK,0.0,0.0
09:20,BANKBARODA,0.0,0.0
09:20,BANKINDIA,0.0,0.0
09:20,BDL,0.0,0.0
09:20,BEL,0.0,0.0
09:20,BHARATFORG,0.0,0.0
09:20,BHARTIARTL,0.0,0.0
09:20,BHEL,0.0,0.0
09:20,BIOCON,0.0,0.0
09:20,BLUESTARCO,0.0,0.0
09:20,BOSCHLTD,0.0,0.0
09:20,BPCL,0.0,0.0
09:20,BRITANNIA,0.0,0.0
09:20,BSE,0.0,0.0
09:20,CAMS,0.0,0.0
09:20,CANBK,0.0,0.0
09:20,CDSL,0.0,0.0
09:20,CGPOWER,0.0,0.0
09:20,CHOLAFIN,0.0,0.0
09:20,CIPLA,0.0,0.0
09:20,COALINDIA,0.0,0.0
09:20,COFORGE,0.0,0.0
09:20,COLPAL,0.0,0.0
09:20,CONCOR,0.0,0.0
09:20,CROMPTON,0.0,0.0
09:20,CUMMINSIND,0.0,0.0
09:20,DABUR,0.0,0.0
09:20,DALBHARAT,0.0,0.0
09:20,DELHIVERY,0.0,0.0
09:20,DIVISLAB,0.0,0.0
09:20,DIXON,0.0,0.0
09:20,DLF,0.0,0.0
09:20,DMART,0.0,0.0
09:20,DRREDDY,0.0,0.0
09:20,EICHERMOT,0.0,0.0
09:20,ETERNAL,0.0,0.0
09:20,EXIDEIND,0.0,0.0
09:20,FEDERALBNK,0.0,0.0
09:20,FORTIS,0.0,0.0
09:20,GAIL,0.0,0.0
09:20,GLENMARK,0.0,0.0
09:20,GMRAIRPORT,0.0,0.0
09:20,GODREJCP,0.0,0.0
09:20,GODREJPROP,0.0,0.0
09:20,GRASIM,0.0,0.0
09:20,HAL,0.0,0.0
09:20,HAVELLS,0.0,0.0
09:20,HCLTECH,0.0,0.0
09:20,HDFCAMC,0.0,0.0
09:20,HDFCBANK,0.0,0.0
09:20,HDFCLIFE,0.0,0.0
09:20,HEROMOTOCO,0.0,0.0
09:20,HINDALCO,0.0,0.0
09:20,HINDPETRO,0.0,0.0
09:20,HINDUNILVR,0.0,0.0
09:20,HINDZINC,0.0,0.0
09:20,HUDCO,0.0,0.0
09:20,ICICIBANK,0.0,0.0
09:20,ICICIGI,0.0,0.0
09:20,ICICIPRULI,0.0,0.0
09:20,IDEA,0.0,0.0
09:20,IDFCFIRSTB,0.0,0.0
09:20,IEX,0.0,0.0
09:20,INDHOTEL,0.0,0.0
09:20,INDIANB,0.0,0.0
09:20,INDIGO,0.0,0.0
09:20,INDUSINDBK,0.0,0.0
09:20,INDUSTOWER,0.0,0.0
09:20,INFY,0.0,0.0
09:20,INOXWIND,0.0,0.0
09:20,IOC,0.0,0.0
09:20,IRCTC,0.0,0.0
09:20,IREDA,0.0,0.0
09:20,IRFC,0.0,0.0
09:20,ITC,0.0,0.0
09:20,JINDALSTEL,0.0,0.0
09:20,JIOFIN,0.0,0.0
09:20,JSWENERGY,0.0,0.0
09:20,JSWSTEEL,0.0,0.0
09:20,JUBLFOOD,0.0,0.0
09:20,KALYANKJIL,0.0,0.0
09:20,KAYNES,0.0,0.0
09:20,KEI,0.0,0.0
09:20,KFINTECH,0.0,0.0
09:20,KOTAKBANK,0.0,0.0
09:20,KPITTECH,0.0,0.0
09:20,LAURUSLABS,0.0,0.0
09:20,LICHSGFIN,0.0,0.0
09:20,LICI,0.0,0.0
09:20,LODHA,0.0,0.0
09:20,LT,0.0,0.0
09:20,LTF,0.0,0.0
09:20,LTIM,0.0,0.0
09:20,LUPIN,0.0,0.0
09:20,M&M,0.0,0.0
09:20,MANAPPURAM,0.0,0.0
09:20,MANKIND,0.0,0.0
09:20,MARICO,0.0,0.0
09:20,MARUTI,0.0,0.0
09:20,MAXHEALTH,0.0,0.0
09:20,MAZDOCK,0.0,0.0
09:20,MCX,0.0,0.0
09:20,MFSL,0.0,0.0
09:20,MOTHERSON,0.0,0.0
09:20,MPHASIS,0.0,0.0
09:20,MUTHOOTFIN,0.0,0.0
09:20,NATIONALUM,0.0,0.0
09:20,NAUKRI,0.0,0.0
09:20,NBCC,0.0,0.0
09:20,NESTLEIND,0.0,0.0
09:20,NHPC,0.0,0.0
09:20,NMDC,0.0,0.0
09:20,NTPC,0.0,0.0
09:20,NUVAMA,0.0,0.0
09:20,NYKAA,0.0,0.0
09:20,OBEROIRLTY,0.0,0.0
09:20,OFSS,0.0,0.0
09:20,OIL,0.0,0.0
09:20,ONGC,0.0,0.0
09:20,PAGEIND,0.0,0.0
09:20,PATANJALI,0.0,0.0
09:20,PAYTM,0.0,0.0
09:20,PERSISTENT,0.0,0.0
09:20,PETRONET,0.0,0.0
09:20,PFC,0.0,0.0
09:20,PGEL,0.0,0.0
09:20,PHOENIXLTD,0.0,0.0
09:20,PIDILITIND,0.0,0.0
09:20,PIIND,0.0,0.0
09:20,PNB,0.0,0.0
09:20,PNBHOUSING,0.0,0.0
09:20,POLICYBZR,0.0,0.0
09:20,POLYCAB,0.0,0.0
09:20,POWERGRID,0.0,0.0
09:20,POWERINDIA,0.0,0.0
09:20,PPLPHARMA,0.0,0.0
09:20,PREMIERENE,0.0,0.0
09:20,PRESTIGE,0.0,0.0
09:20,RBLBANK,0.0,0.0
09:20,RECLTD,0.0,0.0
09:20,RELIANCE,0.0,0.0
09:20,RVNL,0.0,0.0
09:20,SAIL,0.0,0.0
09:20,SAMMAANCAP,0.0,0.0
09:20,SBICARD,0.0,0.0
09:20,SBILIFE,0.0,0.0
09:20,SBIN,0.0,0.0
09:20,SHREECEM,0.0,0.0
09:20,SHRIRAMFIN,0.0,0.0
09:20,SIEMENS,0.0,0.0
09:20,SOLARINDS,0.0,0.0
09:20,SONACOMS,0.0,0.0
09:20,SRF,0.0,0.0
09:20,SUNPHARMA,0.0,0.0
09:20,SUPREMEIND,0.0,0.0
09:20,SUZLON,0.0,0.0
09:20,SWIGGY,0.0,0.0
09:20,SYNGENE,0.0,0.0
09:20,TATACONSUM,0.0,0.0
09:20,TATAELXSI,0.0,0.0
09:20,TATAPOWER,0.0,0.0
09:20,TATASTEEL,0.0,0.0
09:20,TATATECH,0.0,0.0
09:20,TCS,0.0,0.0
09:20,TECHM,0.0,0.0
09:20,TIINDIA,0.0,0.0
09:20,TITAN,0.0,0.0
09:20,TORNTPHARM,0.0,0.0
09:20,TORNTPOWER,0.0,0.0
09:20,TRENT,0.0,0.0
09:20,TVSMOTOR,0.0,0.0
09:20,ULTRACEMCO,0.0,0.0
09:20,UNIONBANK,0.0,0.0
09:20,UNITDSPR,0.0,0.0
09:20,UNOMINDA,0.0,0.0
09:20,UPL,0.0,0.0
09:20,VBL,0.0,0.0
09:20,VEDL,0.0,0.0
09:20,VOLTAS,0.0,0.0
09:20,WAAREEENER,0.0,0.0
09:20,WIPRO,0.0,0.0
09:20,YESBANK,0.0,0.0
09:20,ZYDUSLIFE,0.0,0.0
09:23,360ONE,-266.0,81.56
09:23,ABB,-8932.0,81.56
09:23,ABCAPITAL,-1030.0,81.56
09:23,ADANIENSOL,-392.0,81.56
09:23,ADANIENT,5810.0,81.56
09:23,ADANIGREEN,-3320.0,81.56
09:23,ADANIPORTS,3709.0,81.56
09:23,ALKEM,-145.0,81.56
09:23,AMBER,-4.0,81.56
09:23,AMBUJACEM,1151.0,81.56
09:23,ANGELONE,-9684.0,81.56
09:23,APLAPOLLO,3179.0,81.56
09:23,APOLLOHOSP,-6472.0,81.56
09:23,ASHOKLEY,-5075.0,81.56
09:23,ASIANPAINT,-55317.0,81.56
09:23,ASTRAL,-667.0,81.56
09:23,AUBANK,-922.0,81.56
09:23,AUROPHARMA,-1897.0,81.56
09:23,AXISBANK,33240.0,81.56
09:23,BAJAJ-AUTO,-6104.0,81.56
09:23,BAJAJFINSV,1814.0,81.56
09:23,BAJAJHLDNG,88.0,81.56
09:23,BAJFINANCE,15.0,81.56
09:23,BANDHANBNK,-140.0,81.56
09:23,BANKBARODA,-5226.0,81.56
